family,value,topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
seed_count,1,ER,0,0.15,0.05,0.05,random,8.0,12.0,1.0,1.0,680.0,0.939,18197.0,0.947,6968.0,6021.0,938.0,182.0,0.05
seed_count,1,ER,0,0.15,0.05,0.05,degree,10.0,15.0,1.0,1.0,648.0,0.931,19228.0,0.941,6806.0,5865.0,930.0,209.0,0.05
seed_count,1,ER,0,0.15,0.05,0.05,betweenness,11.0,15.0,1.0,1.0,648.0,0.927,17708.0,0.941,6614.0,5673.0,926.0,146.0,0.05
seed_count,1,ER,0,0.15,0.05,0.05,pagerank,7.0,12.0,1.0,1.0,626.0,0.938,18599.0,0.943,6449.0,5506.0,937.0,133.0,0.05
seed_count,1,ER,0,0.15,0.05,0.05,eigenvector,10.0,15.0,1.0,1.0,661.0,0.944,18678.0,0.946,6868.0,5922.0,943.0,136.0,0.05
seed_count,1,ER,0,0.15,0.05,0.05,kcore,13.0,17.0,1.0,1.0,676.0,0.932,18545.0,0.943,6817.0,5874.0,931.0,162.0,0.05
seed_count,1,ER,0,0.15,0.05,0.05,collective_influence,15.0,20.0,1.0,1.0,655.0,0.935,19358.0,0.946,6936.0,5990.0,934.0,172.0,0.05
seed_count,1,ER,0,0.15,0.05,0.05,community_bridge,14.0,19.0,1.0,1.0,646.0,0.939,18824.0,0.946,7189.0,6243.0,938.0,149.0,0.05
seed_count,1,ER,0,0.02,0.05,0.05,random,,,0.0,0.0,1.0,0.001,5.0,0.004,20.0,16.0,0.0,5.0,0.05
seed_count,1,ER,0,0.02,0.05,0.05,degree,,,0.0,0.0,1.0,0.001,10.0,0.008,80.0,72.0,0.0,10.0,0.05
seed_count,1,ER,0,0.02,0.05,0.05,betweenness,82.0,185.0,1.0,1.0,96.0,0.583,11574.0,0.918,28915.0,27997.0,582.0,392.0,0.05
seed_count,1,ER,0,0.02,0.05,0.05,pagerank,,,0.0,0.0,1.0,0.001,2.0,0.008,16.0,8.0,0.0,2.0,0.05
seed_count,1,ER,0,0.02,0.05,0.05,eigenvector,49.0,148.0,1.0,1.0,109.0,0.546,10955.0,0.899,27271.0,26372.0,545.0,251.0,0.05
seed_count,1,ER,0,0.02,0.05,0.05,kcore,,,0.0,0.0,2.0,0.004,36.0,0.024,194.0,170.0,3.0,26.0,0.05
seed_count,1,ER,0,0.02,0.05,0.05,collective_influence,,,0.0,0.0,2.0,0.002,22.0,0.007,73.0,66.0,1.0,16.0,0.05
seed_count,1,ER,0,0.02,0.05,0.05,community_bridge,,,0.0,0.0,1.0,0.001,5.0,0.007,35.0,28.0,0.0,5.0,0.05
seed_count,5,ER,0,0.15,0.05,0.05,random,6.0,10.0,1.0,1.0,667.0,0.937,17941.0,0.943,6932.0,5989.0,932.0,185.0,0.05
seed_count,5,ER,0,0.15,0.05,0.05,degree,8.0,12.0,1.0,1.0,624.0,0.928,18150.0,0.938,6889.0,5951.0,923.0,157.0,0.05
seed_count,5,ER,0,0.15,0.05,0.05,betweenness,7.0,12.0,1.0,1.0,649.0,0.937,18437.0,0.939,7096.0,6157.0,932.0,158.0,0.05
seed_count,5,ER,0,0.15,0.05,0.05,pagerank,5.0,10.0,1.0,1.0,635.0,0.937,18639.0,0.939,6913.0,5974.0,932.0,143.0,0.05
seed_count,5,ER,0,0.15,0.05,0.05,eigenvector,6.0,11.0,1.0,1.0,676.0,0.935,18685.0,0.942,6794.0,5852.0,930.0,148.0,0.05
seed_count,5,ER,0,0.15,0.05,0.05,kcore,6.0,10.0,1.0,1.0,678.0,0.934,18330.0,0.939,6651.0,5712.0,929.0,140.0,0.05
seed_count,5,ER,0,0.15,0.05,0.05,collective_influence,6.0,11.0,1.0,1.0,664.0,0.934,18225.0,0.942,6643.0,5701.0,929.0,148.0,0.05
seed_count,5,ER,0,0.15,0.05,0.05,community_bridge,6.0,11.0,1.0,1.0,669.0,0.942,19415.0,0.942,6765.0,5823.0,937.0,149.0,0.05
seed_count,5,ER,0,0.02,0.05,0.05,random,103.0,194.0,1.0,1.0,100.0,0.607,11546.0,0.913,29214.0,28301.0,602.0,358.0,0.05
seed_count,5,ER,0,0.02,0.05,0.05,degree,50.0,154.0,1.0,1.0,93.0,0.584,11567.0,0.904,29550.0,28646.0,579.0,332.0,0.05
seed_count,5,ER,0,0.02,0.05,0.05,betweenness,64.0,,1.0,0.0,60.0,0.484,9693.0,0.881,25638.0,24757.0,479.0,375.0,0.05
seed_count,5,ER,0,0.02,0.05,0.05,pagerank,38.0,127.0,1.0,1.0,107.0,0.577,11554.0,0.911,28625.0,27714.0,572.0,269.0,0.05
seed_count,5,ER,0,0.02,0.05,0.05,eigenvector,90.0,182.0,1.0,1.0,125.0,0.604,12076.0,0.918,29933.0,29015.0,599.0,363.0,0.05
seed_count,5,ER,0,0.02,0.05,0.05,kcore,75.0,192.0,1.0,1.0,94.0,0.578,11669.0,0.901,28764.0,27863.0,573.0,362.0,0.05
seed_count,5,ER,0,0.02,0.05,0.05,collective_influence,40.0,104.0,1.0,1.0,144.0,0.642,13457.0,0.93,31362.0,30432.0,637.0,312.0,0.05
seed_count,5,ER,0,0.02,0.05,0.05,community_bridge,79.0,163.0,1.0,1.0,109.0,0.557,10875.0,0.913,27990.0,27077.0,552.0,290.0,0.05
seed_count,10,ER,0,0.15,0.05,0.05,random,4.0,8.0,1.0,1.0,675.0,0.936,18161.0,0.937,6534.0,5597.0,926.0,135.0,0.05
seed_count,10,ER,0,0.15,0.05,0.05,degree,5.0,11.0,1.0,1.0,646.0,0.94,18918.0,0.934,7011.0,6077.0,930.0,142.0,0.05
seed_count,10,ER,0,0.15,0.05,0.05,betweenness,5.0,10.0,1.0,1.0,667.0,0.93,18883.0,0.933,7046.0,6113.0,920.0,122.0,0.05
seed_count,10,ER,0,0.15,0.05,0.05,pagerank,5.0,10.0,1.0,1.0,674.0,0.935,18385.0,0.934,6800.0,5866.0,925.0,122.0,0.05
seed_count,10,ER,0,0.15,0.05,0.05,eigenvector,5.0,10.0,1.0,1.0,639.0,0.926,16703.0,0.936,7107.0,6171.0,916.0,111.0,0.05
seed_count,10,ER,0,0.15,0.05,0.05,kcore,5.0,11.0,1.0,1.0,637.0,0.935,18777.0,0.934,7265.0,6331.0,925.0,162.0,0.05
seed_count,10,ER,0,0.15,0.05,0.05,collective_influence,5.0,10.0,1.0,1.0,669.0,0.938,19191.0,0.937,6642.0,5705.0,928.0,191.0,0.05
seed_count,10,ER,0,0.15,0.05,0.05,community_bridge,6.0,11.0,1.0,1.0,653.0,0.941,20415.0,0.937,7248.0,6311.0,931.0,149.0,0.05
seed_count,10,ER,0,0.02,0.05,0.05,random,115.0,188.0,1.0,1.0,118.0,0.648,13294.0,0.918,32216.0,31298.0,638.0,323.0,0.05
seed_count,10,ER,0,0.02,0.05,0.05,degree,53.0,120.0,1.0,1.0,144.0,0.657,13854.0,0.913,30054.0,29141.0,647.0,243.0,0.05
seed_count,10,ER,0,0.02,0.05,0.05,betweenness,49.0,240.0,1.0,1.0,64.0,0.509,9732.0,0.881,26469.0,25588.0,499.0,311.0,0.05
seed_count,10,ER,0,0.02,0.05,0.05,pagerank,68.0,252.0,1.0,1.0,82.0,0.51,10197.0,0.881,26869.0,25988.0,500.0,334.0,0.05
seed_count,10,ER,0,0.02,0.05,0.05,eigenvector,73.0,201.0,1.0,1.0,82.0,0.579,11561.0,0.914,30012.0,29098.0,569.0,380.0,0.05
seed_count,10,ER,0,0.02,0.05,0.05,kcore,44.0,144.0,1.0,1.0,100.0,0.567,10625.0,0.894,26348.0,25454.0,557.0,291.0,0.05
seed_count,10,ER,0,0.02,0.05,0.05,collective_influence,59.0,159.0,1.0,1.0,114.0,0.613,12511.0,0.917,29021.0,28104.0,603.0,315.0,0.05
seed_count,10,ER,0,0.02,0.05,0.05,community_bridge,42.0,148.0,1.0,1.0,93.0,0.563,11552.0,0.903,29006.0,28103.0,553.0,306.0,0.05
seed_count,1,ER,1,0.15,0.05,0.05,random,13.0,17.0,1.0,1.0,685.0,0.937,18420.0,0.946,7092.0,6146.0,936.0,161.0,0.05
seed_count,1,ER,1,0.15,0.05,0.05,degree,11.0,16.0,1.0,1.0,668.0,0.936,19020.0,0.945,7031.0,6086.0,935.0,150.0,0.05
seed_count,1,ER,1,0.15,0.05,0.05,betweenness,8.0,13.0,1.0,1.0,683.0,0.934,19231.0,0.944,7136.0,6192.0,933.0,150.0,0.05
seed_count,1,ER,1,0.15,0.05,0.05,pagerank,12.0,17.0,1.0,1.0,659.0,0.93,18045.0,0.944,6462.0,5518.0,929.0,151.0,0.05
seed_count,1,ER,1,0.15,0.05,0.05,eigenvector,9.0,15.0,1.0,1.0,655.0,0.936,18776.0,0.946,7171.0,6225.0,935.0,165.0,0.05
seed_count,1,ER,1,0.15,0.05,0.05,kcore,9.0,14.0,1.0,1.0,645.0,0.934,18193.0,0.945,7190.0,6245.0,933.0,172.0,0.05
seed_count,1,ER,1,0.15,0.05,0.05,collective_influence,11.0,16.0,1.0,1.0,672.0,0.938,18562.0,0.946,6449.0,5503.0,937.0,160.0,0.05
seed_count,1,ER,1,0.15,0.05,0.05,community_bridge,19.0,25.0,1.0,1.0,661.0,0.934,17957.0,0.946,6698.0,5752.0,933.0,177.0,0.05
seed_count,1,ER,1,0.02,0.05,0.05,random,109.0,207.0,1.0,1.0,113.0,0.643,12798.0,0.934,33145.0,32211.0,642.0,346.0,0.05
seed_count,1,ER,1,0.02,0.05,0.05,degree,168.0,,1.0,0.0,67.0,0.487,9395.0,0.892,25341.0,24449.0,486.0,451.0,0.05
seed_count,1,ER,1,0.02,0.05,0.05,betweenness,77.0,159.0,1.0,1.0,127.0,0.596,13142.0,0.917,30605.0,29688.0,595.0,345.0,0.05
seed_count,1,ER,1,0.02,0.05,0.05,pagerank,,,0.0,0.0,2.0,0.002,25.0,0.005,56.0,51.0,1.0,23.0,0.05
seed_count,1,ER,1,0.02,0.05,0.05,eigenvector,97.0,,1.0,0.0,67.0,0.439,8723.0,0.858,23728.0,22870.0,438.0,322.0,0.05
seed_count,1,ER,1,0.02,0.05,0.05,kcore,,,0.0,0.0,1.0,0.001,7.0,0.008,56.0,48.0,0.0,7.0,0.05
seed_count,1,ER,1,0.02,0.05,0.05,collective_influence,,,0.0,0.0,1.0,0.001,17.0,0.002,34.0,32.0,0.0,17.0,0.05
seed_count,1,ER,1,0.02,0.05,0.05,community_bridge,119.0,297.0,1.0,1.0,63.0,0.512,9803.0,0.891,25208.0,24317.0,511.0,371.0,0.05
seed_count,5,ER,1,0.15,0.05,0.05,random,6.0,11.0,1.0,1.0,651.0,0.941,18384.0,0.942,7066.0,6124.0,936.0,143.0,0.05
seed_count,5,ER,1,0.15,0.05,0.05,degree,8.0,13.0,1.0,1.0,608.0,0.932,17661.0,0.941,6968.0,6027.0,927.0,157.0,0.05
seed_count,5,ER,1,0.15,0.05,0.05,betweenness,5.0,10.0,1.0,1.0,677.0,0.936,19311.0,0.94,6756.0,5816.0,931.0,133.0,0.05
seed_count,5,ER,1,0.15,0.05,0.05,pagerank,8.0,13.0,1.0,1.0,624.0,0.935,18321.0,0.94,7277.0,6337.0,930.0,130.0,0.05
seed_count,5,ER,1,0.15,0.05,0.05,eigenvector,6.0,12.0,1.0,1.0,656.0,0.938,19861.0,0.942,6928.0,5986.0,933.0,166.0,0.05
seed_count,5,ER,1,0.15,0.05,0.05,kcore,7.0,12.0,1.0,1.0,614.0,0.932,18127.0,0.941,6928.0,5987.0,927.0,169.0,0.05
seed_count,5,ER,1,0.15,0.05,0.05,collective_influence,7.0,12.0,1.0,1.0,656.0,0.936,18314.0,0.942,6796.0,5854.0,931.0,144.0,0.05
seed_count,5,ER,1,0.15,0.05,0.05,community_bridge,8.0,13.0,1.0,1.0,650.0,0.939,19025.0,0.942,7195.0,6253.0,934.0,142.0,0.05
seed_count,5,ER,1,0.02,0.05,0.05,random,,,0.0,0.0,5.0,0.006,67.0,0.04,360.0,320.0,1.0,30.0,0.05
seed_count,5,ER,1,0.02,0.05,0.05,degree,85.0,196.0,1.0,1.0,117.0,0.536,11408.0,0.908,27459.0,26551.0,531.0,320.0,0.05
seed_count,5,ER,1,0.02,0.05,0.05,betweenness,68.0,201.0,1.0,1.0,81.0,0.55,10456.0,0.903,26844.0,25941.0,545.0,318.0,0.05
seed_count,5,ER,1,0.02,0.05,0.05,pagerank,54.0,139.0,1.0,1.0,116.0,0.605,12486.0,0.908,29472.0,28564.0,600.0,322.0,0.05
seed_count,5,ER,1,0.02,0.05,0.05,eigenvector,78.0,243.0,1.0,1.0,64.0,0.562,11076.0,0.902,28284.0,27382.0,557.0,403.0,0.05
seed_count,5,ER,1,0.02,0.05,0.05,kcore,72.0,,1.0,0.0,75.0,0.445,8537.0,0.869,22037.0,21168.0,440.0,298.0,0.05
seed_count,5,ER,1,0.02,0.05,0.05,collective_influence,63.0,152.0,1.0,1.0,119.0,0.568,11832.0,0.903,27271.0,26368.0,563.0,334.0,0.05
seed_count,5,ER,1,0.02,0.05,0.05,community_bridge,88.0,257.0,1.0,1.0,64.0,0.529,10981.0,0.892,27669.0,26777.0,524.0,379.0,0.05
seed_count,10,ER,1,0.15,0.05,0.05,random,7.0,11.0,1.0,1.0,668.0,0.942,19653.0,0.937,6920.0,5983.0,932.0,197.0,0.05
seed_count,10,ER,1,0.15,0.05,0.05,degree,6.0,11.0,1.0,1.0,684.0,0.939,18469.0,0.936,6747.0,5811.0,929.0,180.0,0.05
seed_count,10,ER,1,0.15,0.05,0.05,betweenness,5.0,10.0,1.0,1.0,648.0,0.935,18488.0,0.935,6553.0,5618.0,925.0,144.0,0.05
seed_count,10,ER,1,0.15,0.05,0.05,pagerank,5.0,10.0,1.0,1.0,653.0,0.933,18280.0,0.935,6585.0,5650.0,923.0,176.0,0.05
seed_count,10,ER,1,0.15,0.05,0.05,eigenvector,5.0,10.0,1.0,1.0,659.0,0.934,18360.0,0.937,7017.0,6080.0,924.0,144.0,0.05
seed_count,10,ER,1,0.15,0.05,0.05,kcore,6.0,10.0,1.0,1.0,640.0,0.942,19195.0,0.936,7073.0,6137.0,932.0,180.0,0.05
seed_count,10,ER,1,0.15,0.05,0.05,collective_influence,6.0,10.0,1.0,1.0,685.0,0.943,19614.0,0.937,6642.0,5705.0,933.0,144.0,0.05
seed_count,10,ER,1,0.15,0.05,0.05,community_bridge,5.0,10.0,1.0,1.0,665.0,0.932,17935.0,0.937,6840.0,5903.0,922.0,147.0,0.05
seed_count,10,ER,1,0.02,0.05,0.05,random,43.0,146.0,1.0,1.0,104.0,0.593,11454.0,0.913,30045.0,29132.0,583.0,347.0,0.05
seed_count,10,ER,1,0.02,0.05,0.05,degree,49.0,146.0,1.0,1.0,105.0,0.571,11625.0,0.906,26840.0,25934.0,561.0,282.0,0.05
seed_count,10,ER,1,0.02,0.05,0.05,betweenness,60.0,158.0,1.0,1.0,103.0,0.602,12693.0,0.911,30274.0,29363.0,592.0,378.0,0.05
seed_count,10,ER,1,0.02,0.05,0.05,pagerank,45.0,220.0,1.0,1.0,80.0,0.507,9745.0,0.89,24463.0,23573.0,497.0,281.0,0.05
seed_count,10,ER,1,0.02,0.05,0.05,eigenvector,50.0,178.0,1.0,1.0,87.0,0.606,12525.0,0.911,29730.0,28819.0,596.0,336.0,0.05
seed_count,10,ER,1,0.02,0.05,0.05,kcore,32.0,,1.0,0.0,78.0,0.469,9045.0,0.87,23760.0,22890.0,459.0,270.0,0.05
seed_count,10,ER,1,0.02,0.05,0.05,collective_influence,,,0.0,0.0,15.0,0.086,1486.0,0.345,5097.0,4752.0,76.0,216.0,0.05
seed_count,10,ER,1,0.02,0.05,0.05,community_bridge,38.0,130.0,1.0,1.0,101.0,0.569,11133.0,0.898,26160.0,25262.0,559.0,233.0,0.05
seed_count,1,ER,2,0.15,0.05,0.05,random,9.0,13.0,1.0,1.0,688.0,0.941,18575.0,0.946,6915.0,5969.0,940.0,179.0,0.05
seed_count,1,ER,2,0.15,0.05,0.05,degree,,,0.0,0.0,1.0,0.001,1.0,0.005,5.0,0.0,0.0,1.0,0.05
seed_count,1,ER,2,0.15,0.05,0.05,betweenness,,,0.0,0.0,1.0,0.001,1.0,0.004,4.0,0.0,0.0,1.0,0.05
seed_count,1,ER,2,0.15,0.05,0.05,pagerank,11.0,16.0,1.0,1.0,656.0,0.937,18527.0,0.944,6721.0,5777.0,936.0,135.0,0.05
seed_count,1,ER,2,0.15,0.05,0.05,eigenvector,8.0,13.0,1.0,1.0,700.0,0.937,18545.0,0.945,6518.0,5573.0,936.0,136.0,0.05
seed_count,1,ER,2,0.15,0.05,0.05,kcore,11.0,16.0,1.0,1.0,663.0,0.938,19279.0,0.943,6912.0,5969.0,937.0,174.0,0.05
seed_count,1,ER,2,0.15,0.05,0.05,collective_influence,11.0,16.0,1.0,1.0,674.0,0.939,18538.0,0.943,7137.0,6194.0,938.0,150.0,0.05
seed_count,1,ER,2,0.15,0.05,0.05,community_bridge,12.0,17.0,1.0,1.0,657.0,0.934,18435.0,0.944,6743.0,5799.0,933.0,125.0,0.05
seed_count,1,ER,2,0.02,0.05,0.05,random,49.0,107.0,1.0,1.0,142.0,0.672,12792.0,0.934,32736.0,31802.0,671.0,228.0,0.05
seed_count,1,ER,2,0.02,0.05,0.05,degree,82.0,189.0,1.0,1.0,100.0,0.597,12713.0,0.926,30875.0,29949.0,596.0,342.0,0.05
seed_count,1,ER,2,0.02,0.05,0.05,betweenness,71.0,178.0,1.0,1.0,95.0,0.581,12423.0,0.908,29422.0,28514.0,580.0,426.0,0.05
seed_count,1,ER,2,0.02,0.05,0.05,pagerank,83.0,205.0,1.0,1.0,93.0,0.573,11696.0,0.908,28877.0,27969.0,572.0,358.0,0.05
seed_count,1,ER,2,0.02,0.05,0.05,eigenvector,,,0.0,0.0,2.0,0.003,9.0,0.021,73.0,52.0,2.0,7.0,0.05
seed_count,1,ER,2,0.02,0.05,0.05,kcore,69.0,,1.0,0.0,55.0,0.473,8289.0,0.877,22964.0,22087.0,472.0,426.0,0.05
seed_count,1,ER,2,0.02,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.033,407.0,0.153,1698.0,1545.0,32.0,142.0,0.05
seed_count,1,ER,2,0.02,0.05,0.05,community_bridge,,,0.0,0.0,4.0,0.004,39.0,0.018,156.0,138.0,3.0,18.0,0.05
seed_count,5,ER,2,0.15,0.05,0.05,random,6.0,11.0,1.0,1.0,688.0,0.938,18784.0,0.942,6914.0,5972.0,933.0,141.0,0.05
seed_count,5,ER,2,0.15,0.05,0.05,degree,6.0,11.0,1.0,1.0,661.0,0.929,19023.0,0.939,6763.0,5824.0,924.0,148.0,0.05
seed_count,5,ER,2,0.15,0.05,0.05,betweenness,6.0,11.0,1.0,1.0,660.0,0.935,17917.0,0.94,7031.0,6091.0,930.0,138.0,0.05
seed_count,5,ER,2,0.15,0.05,0.05,pagerank,7.0,11.0,1.0,1.0,668.0,0.933,18024.0,0.94,6614.0,5674.0,928.0,141.0,0.05
seed_count,5,ER,2,0.15,0.05,0.05,eigenvector,7.0,11.0,1.0,1.0,666.0,0.939,18491.0,0.941,7069.0,6128.0,934.0,144.0,0.05
seed_count,5,ER,2,0.15,0.05,0.05,kcore,6.0,11.0,1.0,1.0,665.0,0.935,18070.0,0.939,6759.0,5820.0,930.0,125.0,0.05
seed_count,5,ER,2,0.15,0.05,0.05,collective_influence,6.0,11.0,1.0,1.0,675.0,0.938,18405.0,0.94,6524.0,5584.0,933.0,141.0,0.05
seed_count,5,ER,2,0.15,0.05,0.05,community_bridge,6.0,11.0,1.0,1.0,655.0,0.931,18900.0,0.94,6964.0,6024.0,926.0,200.0,0.05
seed_count,5,ER,2,0.02,0.05,0.05,random,60.0,111.0,1.0,1.0,160.0,0.676,12964.0,0.93,32597.0,31667.0,671.0,253.0,0.05
seed_count,5,ER,2,0.02,0.05,0.05,degree,67.0,172.0,1.0,1.0,105.0,0.592,11630.0,0.904,29264.0,28360.0,587.0,295.0,0.05
seed_count,5,ER,2,0.02,0.05,0.05,betweenness,78.0,208.0,1.0,1.0,120.0,0.542,10378.0,0.901,27814.0,26913.0,537.0,359.0,0.05
seed_count,5,ER,2,0.02,0.05,0.05,pagerank,74.0,215.0,1.0,1.0,89.0,0.615,12757.0,0.914,28983.0,28069.0,610.0,470.0,0.05
seed_count,5,ER,2,0.02,0.05,0.05,eigenvector,98.0,183.0,1.0,1.0,119.0,0.623,13114.0,0.915,31357.0,30442.0,618.0,362.0,0.05
seed_count,5,ER,2,0.02,0.05,0.05,kcore,89.0,309.0,1.0,1.0,66.0,0.53,10559.0,0.896,26620.0,25724.0,525.0,418.0,0.05
seed_count,5,ER,2,0.02,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.014,155.0,0.067,744.0,677.0,9.0,68.0,0.05
seed_count,5,ER,2,0.02,0.05,0.05,community_bridge,45.0,104.0,1.0,1.0,142.0,0.651,13400.0,0.921,30385.0,29464.0,646.0,267.0,0.05
seed_count,10,ER,2,0.15,0.05,0.05,random,5.0,9.0,1.0,1.0,724.0,0.938,19166.0,0.936,6823.0,5887.0,928.0,150.0,0.05
seed_count,10,ER,2,0.15,0.05,0.05,degree,4.0,9.0,1.0,1.0,680.0,0.935,19006.0,0.935,6781.0,5846.0,925.0,150.0,0.05
seed_count,10,ER,2,0.15,0.05,0.05,betweenness,5.0,10.0,1.0,1.0,667.0,0.936,19212.0,0.934,6985.0,6051.0,926.0,180.0,0.05
seed_count,10,ER,2,0.15,0.05,0.05,pagerank,5.0,10.0,1.0,1.0,679.0,0.94,19085.0,0.935,6754.0,5819.0,930.0,153.0,0.05
seed_count,10,ER,2,0.15,0.05,0.05,eigenvector,5.0,10.0,1.0,1.0,653.0,0.935,18815.0,0.936,7158.0,6222.0,925.0,166.0,0.05
seed_count,10,ER,2,0.15,0.05,0.05,kcore,4.0,9.0,1.0,1.0,673.0,0.934,18440.0,0.935,6487.0,5552.0,924.0,139.0,0.05
seed_count,10,ER,2,0.15,0.05,0.05,collective_influence,5.0,10.0,1.0,1.0,692.0,0.934,18960.0,0.934,6607.0,5673.0,924.0,150.0,0.05
seed_count,10,ER,2,0.15,0.05,0.05,community_bridge,6.0,11.0,1.0,1.0,654.0,0.935,19183.0,0.936,7039.0,6103.0,925.0,158.0,0.05
seed_count,10,ER,2,0.02,0.05,0.05,random,73.0,124.0,1.0,1.0,151.0,0.663,12791.0,0.924,30814.0,29890.0,653.0,272.0,0.05
seed_count,10,ER,2,0.02,0.05,0.05,degree,38.0,156.0,1.0,1.0,93.0,0.604,13009.0,0.91,29348.0,28438.0,594.0,316.0,0.05
seed_count,10,ER,2,0.02,0.05,0.05,betweenness,37.0,110.0,1.0,1.0,123.0,0.63,13037.0,0.916,30092.0,29176.0,620.0,283.0,0.05
seed_count,10,ER,2,0.02,0.05,0.05,pagerank,30.0,121.0,1.0,1.0,122.0,0.564,11289.0,0.895,27234.0,26339.0,554.0,226.0,0.05
seed_count,10,ER,2,0.02,0.05,0.05,eigenvector,62.0,142.0,1.0,1.0,118.0,0.636,13379.0,0.92,30902.0,29982.0,626.0,266.0,0.05
seed_count,10,ER,2,0.02,0.05,0.05,kcore,30.0,124.0,1.0,1.0,111.0,0.598,11737.0,0.912,28433.0,27521.0,588.0,243.0,0.05
seed_count,10,ER,2,0.02,0.05,0.05,collective_influence,49.0,237.0,1.0,1.0,96.0,0.546,10594.0,0.903,27565.0,26662.0,536.0,430.0,0.05
seed_count,10,ER,2,0.02,0.05,0.05,community_bridge,63.0,166.0,1.0,1.0,81.0,0.587,11401.0,0.907,28184.0,27277.0,577.0,471.0,0.05
seed_count,1,ER,3,0.15,0.05,0.05,random,9.0,13.0,1.0,1.0,696.0,0.941,18380.0,0.948,6903.0,5955.0,940.0,140.0,0.05
seed_count,1,ER,3,0.15,0.05,0.05,degree,10.0,15.0,1.0,1.0,647.0,0.934,17659.0,0.947,6981.0,6034.0,933.0,192.0,0.05
seed_count,1,ER,3,0.15,0.05,0.05,betweenness,9.0,14.0,1.0,1.0,655.0,0.931,18113.0,0.946,6648.0,5702.0,930.0,133.0,0.05
seed_count,1,ER,3,0.15,0.05,0.05,pagerank,11.0,16.0,1.0,1.0,648.0,0.941,19246.0,0.944,6910.0,5966.0,940.0,147.0,0.05
seed_count,1,ER,3,0.15,0.05,0.05,eigenvector,13.0,18.0,1.0,1.0,641.0,0.942,19125.0,0.948,7124.0,6176.0,941.0,139.0,0.05
seed_count,1,ER,3,0.15,0.05,0.05,kcore,10.0,15.0,1.0,1.0,659.0,0.939,18274.0,0.947,6602.0,5655.0,938.0,147.0,0.05
seed_count,1,ER,3,0.15,0.05,0.05,collective_influence,11.0,15.0,1.0,1.0,689.0,0.942,19867.0,0.947,6806.0,5859.0,941.0,163.0,0.05
seed_count,1,ER,3,0.15,0.05,0.05,community_bridge,12.0,17.0,1.0,1.0,670.0,0.938,18629.0,0.947,6725.0,5778.0,937.0,143.0,0.05
seed_count,1,ER,3,0.02,0.05,0.05,random,79.0,158.0,1.0,1.0,128.0,0.578,11262.0,0.927,29853.0,28926.0,577.0,299.0,0.05
seed_count,1,ER,3,0.02,0.05,0.05,degree,,,0.0,0.0,2.0,0.002,26.0,0.006,79.0,73.0,1.0,20.0,0.05
seed_count,1,ER,3,0.02,0.05,0.05,betweenness,,,0.0,0.0,3.0,0.004,50.0,0.017,143.0,126.0,3.0,44.0,0.05
seed_count,1,ER,3,0.02,0.05,0.05,pagerank,,,0.0,0.0,5.0,0.01,153.0,0.042,441.0,399.0,9.0,62.0,0.05
seed_count,1,ER,3,0.02,0.05,0.05,eigenvector,,,0.0,0.0,1.0,0.001,2.0,0.002,4.0,2.0,0.0,2.0,0.05
seed_count,1,ER,3,0.02,0.05,0.05,kcore,,,0.0,0.0,1.0,0.001,25.0,0.003,75.0,72.0,0.0,25.0,0.05
seed_count,1,ER,3,0.02,0.05,0.05,collective_influence,113.0,217.0,1.0,1.0,93.0,0.609,12409.0,0.917,29080.0,28163.0,608.0,370.0,0.05
seed_count,1,ER,3,0.02,0.05,0.05,community_bridge,,,0.0,0.0,1.0,0.001,2.0,0.006,12.0,6.0,0.0,2.0,0.05
seed_count,5,ER,3,0.15,0.05,0.05,random,6.0,11.0,1.0,1.0,672.0,0.939,18087.0,0.944,7225.0,6281.0,934.0,136.0,0.05
seed_count,5,ER,3,0.15,0.05,0.05,degree,6.0,11.0,1.0,1.0,632.0,0.938,19077.0,0.942,6887.0,5945.0,933.0,159.0,0.05
seed_count,5,ER,3,0.15,0.05,0.05,betweenness,7.0,12.0,1.0,1.0,646.0,0.94,19856.0,0.942,6687.0,5745.0,935.0,234.0,0.05
seed_count,5,ER,3,0.15,0.05,0.05,pagerank,8.0,13.0,1.0,1.0,661.0,0.939,18512.0,0.94,6918.0,5978.0,934.0,147.0,0.05
seed_count,5,ER,3,0.15,0.05,0.05,eigenvector,6.0,11.0,1.0,1.0,667.0,0.943,19330.0,0.944,6874.0,5930.0,938.0,152.0,0.05
seed_count,5,ER,3,0.15,0.05,0.05,kcore,6.0,11.0,1.0,1.0,662.0,0.937,17619.0,0.943,6806.0,5863.0,932.0,130.0,0.05
seed_count,5,ER,3,0.15,0.05,0.05,collective_influence,6.0,11.0,1.0,1.0,651.0,0.937,18397.0,0.943,6970.0,6027.0,932.0,156.0,0.05
seed_count,5,ER,3,0.15,0.05,0.05,community_bridge,7.0,11.0,1.0,1.0,670.0,0.939,18370.0,0.943,6752.0,5809.0,934.0,123.0,0.05
