topology,trial,graph_seed,nodes,edges,mean_degree,density,clustering,transitivity,assortativity,components,lcc_fraction
ER,87,3425254785,1000,2954,5.908,0.005913913913913914,0.004257120657120657,0.0045026842925590255,-0.0007866488853855299,4,0.997
ER,88,3307811452,1000,3004,6.008,0.006014014014014014,0.006654739704739705,0.005771133340661757,0.015107780943294933,3,0.998
ER,89,3324589071,1000,3021,6.042,0.006048048048048048,0.005956909756909757,0.005955663394728135,-0.010276773981166727,2,0.999
ER,90,3542845213,1000,2977,5.954,0.0059599599599599595,0.005015034965034965,0.006584871679423683,-0.008120666899032998,3,0.998
ER,91,3526067594,1000,3004,6.008,0.006014014014014014,0.0067298978798978806,0.006632032718028076,0.02488311546848425,6,0.995
ER,92,3509289975,1000,2966,5.932,0.005937937937937938,0.006357842157842158,0.006325146732007522,0.012026831149021477,3,0.998
ER,93,3492512356,1000,2962,5.924,0.0059299299299299295,0.004571284271284271,0.00498567335243553,-0.012242405195145106,7,0.994
ER,94,3475734737,1000,2988,5.976,0.005981981981981982,0.005633655233655234,0.005765643547566559,-0.016157855259890688,3,0.998
ER,95,3458957118,1000,2964,5.928,0.005933933933933934,0.00801089466089466,0.006339596778799475,-0.0010491193292650523,6,0.995
ER,96,3442179499,1000,2996,5.992,0.005997997997997998,0.006145915195915196,0.006919831223628692,-0.020138263108803667,4,0.997
ER,97,3425401880,1000,3010,6.02,0.006026026026026026,0.006083699633699633,0.005777802234083531,0.004145588918286684,1,1.0
ER,98,3408624261,1000,3045,6.09,0.006096096096096096,0.00679570707070707,0.007442161462546513,0.015565960376963065,3,0.998
ER,99,3391846642,1000,2921,5.842,0.005847847847847848,0.0027852952602952603,0.0033093358104969808,0.032875775730867564,9,0.992
WS,0,927298251,1000,3000,6.0,0.006006006006006006,0.43441031746031744,0.4201762977473066,-0.018967624906334524,1,1.0
WS,1,910520632,1000,3000,6.0,0.006006006006006006,0.4421301587301587,0.4279827315541601,-0.024407625155882615,1,1.0
WS,2,960853489,1000,3000,6.0,0.006006006006006006,0.41988968253968256,0.4042525436994521,-0.017011230702732874,1,1.0
WS,3,944075870,1000,3000,6.0,0.006006006006006006,0.4541111111111111,0.4389477817039654,-0.0393290501791031,1,1.0
WS,4,994408727,1000,3000,6.0,0.006006006006006006,0.4575,0.44642739977691753,0.018594812978090708,1,1.0
WS,5,977631108,1000,3000,6.0,0.006006006006006006,0.4350904761904762,0.420031360250882,-0.027914351218705644,1,1.0
WS,6,1027963965,1000,3000,6.0,0.006006006006006006,0.4565071428571429,0.44464110127826945,0.003580253139025261,1,1.0
WS,7,1011186346,1000,3000,6.0,0.006006006006006006,0.450265873015873,0.43589240133516594,-0.0017223312194559058,1,1.0
WS,8,793077299,1000,3000,6.0,0.006006006006006006,0.44280079365079367,0.42969363707776903,-0.027392407215829247,1,1.0
WS,9,776299680,1000,3000,6.0,0.006006006006006006,0.4387309523809524,0.42526178010471205,-0.013787349014617386,1,1.0
WS,10,2001792920,1000,3000,6.0,0.006006006006006006,0.4513126984126984,0.43621748791007714,-0.006442892136006372,1,1.0
WS,11,2018570539,1000,3000,6.0,0.006006006006006006,0.45342777777777776,0.4385792778649921,-0.028360359856178963,1,1.0
WS,12,2035348158,1000,3000,6.0,0.006006006006006006,0.43434047619047617,0.42190563325055547,-0.04607799998340846,1,1.0
