family,value,topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
n,500,ER,0,0.02,0.05,0.05,random,60.0,121.0,1.0,1.0,81.0,0.668,7277.0,0.926,17871.0,17408.0,329.0,288.0,0.05
n,500,ER,0,0.02,0.05,0.05,degree,50.0,,1.0,0.0,40.0,0.496,4864.0,0.868,12534.0,12100.0,243.0,280.0,0.05
n,500,ER,0,0.02,0.05,0.05,betweenness,38.0,152.0,1.0,1.0,48.0,0.592,6195.0,0.902,13592.0,13141.0,291.0,255.0,0.05
n,500,ER,0,0.02,0.05,0.05,pagerank,83.0,319.0,1.0,1.0,39.0,0.614,6247.0,0.91,14253.0,13798.0,302.0,489.0,0.05
n,500,ER,0,0.02,0.05,0.05,eigenvector,29.0,168.0,1.0,1.0,33.0,0.594,5834.0,0.916,14157.0,13699.0,292.0,352.0,0.05
n,500,ER,0,0.02,0.05,0.05,kcore,43.0,141.0,1.0,1.0,68.0,0.57,5494.0,0.906,14172.0,13719.0,280.0,245.0,0.05
n,500,ER,0,0.02,0.05,0.05,collective_influence,63.0,,1.0,0.0,32.0,0.43,4101.0,0.854,12179.0,11752.0,210.0,288.0,0.05
n,500,ER,0,0.02,0.05,0.05,community_bridge,52.0,128.0,1.0,1.0,62.0,0.608,6002.0,0.908,14317.0,13863.0,299.0,234.0,0.05
n,500,ER,1,0.02,0.05,0.05,random,32.0,116.0,1.0,1.0,54.0,0.616,6112.0,0.92,14752.0,14292.0,303.0,251.0,0.05
n,500,ER,1,0.02,0.05,0.05,degree,82.0,,1.0,0.0,26.0,0.346,3414.0,0.802,9395.0,8994.0,168.0,257.0,0.05
n,500,ER,1,0.02,0.05,0.05,betweenness,51.0,159.0,1.0,1.0,72.0,0.518,5121.0,0.886,13162.0,12719.0,254.0,215.0,0.05
n,500,ER,1,0.02,0.05,0.05,pagerank,44.0,134.0,1.0,1.0,67.0,0.594,6400.0,0.902,14245.0,13794.0,292.0,253.0,0.05
n,500,ER,1,0.02,0.05,0.05,eigenvector,122.0,263.0,1.0,1.0,51.0,0.63,6554.0,0.91,14654.0,14199.0,310.0,500.0,0.05
n,500,ER,1,0.02,0.05,0.05,kcore,56.0,395.0,1.0,1.0,30.0,0.5,4884.0,0.884,12824.0,12382.0,245.0,407.0,0.05
n,500,ER,1,0.02,0.05,0.05,collective_influence,42.0,158.0,1.0,1.0,49.0,0.536,5419.0,0.902,13209.0,12758.0,263.0,227.0,0.05
n,500,ER,1,0.02,0.05,0.05,community_bridge,45.0,,1.0,0.0,34.0,0.484,4909.0,0.854,12145.0,11718.0,237.0,297.0,0.05
n,500,ER,2,0.02,0.05,0.05,random,56.0,107.0,1.0,1.0,85.0,0.664,6515.0,0.93,17207.0,16742.0,327.0,282.0,0.05
n,500,ER,2,0.02,0.05,0.05,degree,80.0,186.0,1.0,1.0,59.0,0.536,5534.0,0.902,14404.0,13953.0,263.0,287.0,0.05
n,500,ER,2,0.02,0.05,0.05,betweenness,88.0,231.0,1.0,1.0,40.0,0.538,5056.0,0.896,13413.0,12965.0,264.0,388.0,0.05
n,500,ER,2,0.02,0.05,0.05,pagerank,65.0,256.0,1.0,1.0,36.0,0.502,4750.0,0.884,11873.0,11431.0,246.0,278.0,0.05
n,500,ER,2,0.02,0.05,0.05,eigenvector,40.0,101.0,1.0,1.0,80.0,0.658,7500.0,0.93,17849.0,17384.0,324.0,221.0,0.05
n,500,ER,2,0.02,0.05,0.05,kcore,36.0,80.0,1.0,1.0,87.0,0.664,6752.0,0.928,14398.0,13934.0,327.0,277.0,0.05
n,500,ER,2,0.02,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.026,151.0,0.124,735.0,673.0,8.0,49.0,0.05
n,500,ER,2,0.02,0.05,0.05,community_bridge,40.0,,1.0,0.0,46.0,0.44,4454.0,0.872,11877.0,11441.0,215.0,284.0,0.05
n,500,ER,3,0.02,0.05,0.05,random,62.0,144.0,1.0,1.0,62.0,0.626,5877.0,0.922,14982.0,14521.0,308.0,263.0,0.05
n,500,ER,3,0.02,0.05,0.05,degree,68.0,210.0,1.0,1.0,51.0,0.522,5027.0,0.89,12717.0,12272.0,256.0,307.0,0.05
n,500,ER,3,0.02,0.05,0.05,betweenness,59.0,,1.0,0.0,22.0,0.226,2028.0,0.616,6685.0,6377.0,108.0,212.0,0.05
n,500,ER,3,0.02,0.05,0.05,pagerank,47.0,126.0,1.0,1.0,61.0,0.552,5675.0,0.894,14076.0,13629.0,271.0,201.0,0.05
n,500,ER,3,0.02,0.05,0.05,eigenvector,44.0,117.0,1.0,1.0,71.0,0.636,7392.0,0.91,15887.0,15432.0,313.0,278.0,0.05
n,500,ER,3,0.02,0.05,0.05,kcore,31.0,115.0,1.0,1.0,57.0,0.592,6470.0,0.902,14451.0,14000.0,291.0,266.0,0.05
n,500,ER,3,0.02,0.05,0.05,collective_influence,31.0,155.0,1.0,1.0,53.0,0.524,5137.0,0.886,13907.0,13464.0,257.0,284.0,0.05
n,500,ER,3,0.02,0.05,0.05,community_bridge,43.0,143.0,1.0,1.0,50.0,0.56,5259.0,0.9,13392.0,12942.0,275.0,217.0,0.05
n,500,ER,4,0.02,0.05,0.05,random,24.0,76.0,1.0,1.0,84.0,0.686,7076.0,0.924,16744.0,16282.0,338.0,222.0,0.05
n,500,ER,4,0.02,0.05,0.05,degree,41.0,100.0,1.0,1.0,81.0,0.638,6019.0,0.92,14501.0,14041.0,314.0,238.0,0.05
n,500,ER,4,0.02,0.05,0.05,betweenness,32.0,110.0,1.0,1.0,61.0,0.662,6851.0,0.92,15220.0,14760.0,326.0,273.0,0.05
n,500,ER,4,0.02,0.05,0.05,pagerank,79.0,180.0,1.0,1.0,50.0,0.568,5657.0,0.9,14492.0,14042.0,279.0,298.0,0.05
n,500,ER,4,0.02,0.05,0.05,eigenvector,20.0,77.0,1.0,1.0,75.0,0.644,6024.0,0.918,14482.0,14023.0,317.0,185.0,0.05
n,500,ER,4,0.02,0.05,0.05,kcore,52.0,158.0,1.0,1.0,53.0,0.522,4858.0,0.902,13673.0,13222.0,256.0,261.0,0.05
n,500,ER,4,0.02,0.05,0.05,collective_influence,25.0,82.0,1.0,1.0,75.0,0.612,5651.0,0.918,13159.0,12700.0,301.0,218.0,0.05
n,500,ER,4,0.02,0.05,0.05,community_bridge,27.0,94.0,1.0,1.0,75.0,0.632,6279.0,0.916,14095.0,13637.0,311.0,274.0,0.05
n,500,ER,5,0.02,0.05,0.05,random,34.0,81.0,1.0,1.0,100.0,0.718,8165.0,0.932,17107.0,16641.0,354.0,241.0,0.05
n,500,ER,5,0.02,0.05,0.05,degree,90.0,218.0,1.0,1.0,47.0,0.54,5401.0,0.896,13659.0,13211.0,265.0,345.0,0.05
n,500,ER,5,0.02,0.05,0.05,betweenness,35.0,96.0,1.0,1.0,84.0,0.646,6900.0,0.918,15446.0,14987.0,318.0,335.0,0.05
n,500,ER,5,0.02,0.05,0.05,pagerank,101.0,227.0,1.0,1.0,47.0,0.572,5944.0,0.91,15152.0,14697.0,281.0,363.0,0.05
n,500,ER,5,0.02,0.05,0.05,eigenvector,58.0,188.0,1.0,1.0,38.0,0.574,5378.0,0.91,13639.0,13184.0,282.0,283.0,0.05
n,500,ER,5,0.02,0.05,0.05,kcore,35.0,101.0,1.0,1.0,67.0,0.568,5722.0,0.91,12923.0,12468.0,279.0,214.0,0.05
n,500,ER,5,0.02,0.05,0.05,collective_influence,31.0,103.0,1.0,1.0,65.0,0.634,6048.0,0.924,14717.0,14255.0,312.0,302.0,0.05
n,500,ER,5,0.02,0.05,0.05,community_bridge,45.0,111.0,1.0,1.0,79.0,0.622,6111.0,0.918,14354.0,13895.0,306.0,284.0,0.05
n,500,ER,6,0.02,0.05,0.05,random,21.0,68.0,1.0,1.0,94.0,0.632,5810.0,0.916,13965.0,13507.0,311.0,192.0,0.05
n,500,ER,6,0.02,0.05,0.05,degree,42.0,107.0,1.0,1.0,67.0,0.628,6587.0,0.91,15126.0,14671.0,309.0,237.0,0.05
n,500,ER,6,0.02,0.05,0.05,betweenness,37.0,193.0,1.0,1.0,56.0,0.542,4678.0,0.894,13274.0,12827.0,266.0,308.0,0.05
n,500,ER,6,0.02,0.05,0.05,pagerank,81.0,184.0,1.0,1.0,55.0,0.572,5857.0,0.896,13668.0,13220.0,281.0,291.0,0.05
n,500,ER,6,0.02,0.05,0.05,eigenvector,33.0,97.0,1.0,1.0,71.0,0.612,5699.0,0.904,13562.0,13110.0,301.0,254.0,0.05
n,500,ER,6,0.02,0.05,0.05,kcore,43.0,120.0,1.0,1.0,69.0,0.61,6267.0,0.906,15012.0,14559.0,300.0,254.0,0.05
n,500,ER,6,0.02,0.05,0.05,collective_influence,25.0,105.0,1.0,1.0,71.0,0.64,7311.0,0.904,15051.0,14599.0,315.0,393.0,0.05
n,500,ER,6,0.02,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.026,135.0,0.118,488.0,429.0,8.0,45.0,0.05
n,500,ER,7,0.02,0.05,0.05,random,50.0,136.0,1.0,1.0,58.0,0.668,7025.0,0.924,16855.0,16393.0,329.0,315.0,0.05
n,500,ER,7,0.02,0.05,0.05,degree,40.0,,1.0,0.0,45.0,0.438,4157.0,0.862,10793.0,10362.0,214.0,231.0,0.05
n,500,ER,7,0.02,0.05,0.05,betweenness,44.0,90.0,1.0,1.0,97.0,0.648,7175.0,0.918,15141.0,14682.0,319.0,248.0,0.05
n,500,ER,7,0.02,0.05,0.05,pagerank,56.0,,1.0,0.0,31.0,0.378,3256.0,0.824,10085.0,9673.0,184.0,254.0,0.05
n,500,ER,7,0.02,0.05,0.05,eigenvector,,,0.0,0.0,6.0,0.018,147.0,0.062,420.0,389.0,4.0,46.0,0.05
n,500,ER,7,0.02,0.05,0.05,kcore,26.0,115.0,1.0,1.0,59.0,0.57,6151.0,0.9,14441.0,13991.0,280.0,229.0,0.05
n,500,ER,7,0.02,0.05,0.05,collective_influence,36.0,,1.0,0.0,36.0,0.446,4178.0,0.872,12043.0,11607.0,218.0,275.0,0.05
n,500,ER,7,0.02,0.05,0.05,community_bridge,38.0,,1.0,0.0,36.0,0.34,2794.0,0.784,7811.0,7419.0,165.0,185.0,0.05
n,500,ER,9,0.02,0.05,0.05,random,,,0.0,0.0,8.0,0.054,296.0,0.246,1313.0,1190.0,22.0,65.0,0.05
n,500,ER,9,0.02,0.05,0.05,degree,36.0,227.0,1.0,1.0,35.0,0.5,5021.0,0.898,12203.0,11754.0,245.0,256.0,0.05
n,500,ER,9,0.02,0.05,0.05,betweenness,56.0,,1.0,0.0,50.0,0.47,4650.0,0.86,11372.0,10942.0,230.0,260.0,0.05
n,500,ER,9,0.02,0.05,0.05,pagerank,29.0,,1.0,0.0,35.0,0.482,5489.0,0.882,12931.0,12490.0,236.0,418.0,0.05
n,500,ER,9,0.02,0.05,0.05,eigenvector,37.0,152.0,1.0,1.0,47.0,0.616,6019.0,0.912,14227.0,13771.0,303.0,286.0,0.05
n,500,ER,9,0.02,0.05,0.05,kcore,28.0,,1.0,0.0,26.0,0.412,3855.0,0.806,10173.0,9770.0,201.0,278.0,0.05
n,500,ER,9,0.02,0.05,0.05,collective_influence,42.0,135.0,1.0,1.0,51.0,0.56,5138.0,0.898,13518.0,13069.0,275.0,261.0,0.05
n,500,ER,9,0.02,0.05,0.05,community_bridge,115.0,230.0,1.0,1.0,54.0,0.61,6233.0,0.902,14188.0,13737.0,300.0,373.0,0.05
n,500,ER,8,0.02,0.05,0.05,random,41.0,180.0,1.0,1.0,37.0,0.558,5150.0,0.922,15102.0,14641.0,274.0,319.0,0.05
n,500,ER,8,0.02,0.05,0.05,degree,47.0,240.0,1.0,1.0,34.0,0.5,4712.0,0.876,12786.0,12348.0,245.0,244.0,0.05
n,500,ER,8,0.02,0.05,0.05,betweenness,65.0,158.0,1.0,1.0,53.0,0.588,6269.0,0.902,15275.0,14824.0,289.0,269.0,0.05
n,500,ER,8,0.02,0.05,0.05,pagerank,83.0,175.0,1.0,1.0,59.0,0.63,6559.0,0.914,15108.0,14651.0,310.0,300.0,0.05
n,500,ER,8,0.02,0.05,0.05,eigenvector,102.0,211.0,1.0,1.0,52.0,0.618,6055.0,0.93,14693.0,14228.0,304.0,406.0,0.05
n,500,ER,8,0.02,0.05,0.05,kcore,129.0,,1.0,0.0,27.0,0.478,4178.0,0.868,11517.0,11083.0,234.0,500.0,0.05
n,500,ER,8,0.02,0.05,0.05,collective_influence,63.0,153.0,1.0,1.0,59.0,0.556,5228.0,0.908,13569.0,13115.0,273.0,233.0,0.05
n,500,ER,8,0.02,0.05,0.05,community_bridge,27.0,133.0,1.0,1.0,61.0,0.598,6012.0,0.912,14453.0,13997.0,294.0,284.0,0.05
n,500,ER,10,0.02,0.05,0.05,random,31.0,70.0,1.0,1.0,111.0,0.75,8544.0,0.924,18235.0,17773.0,370.0,218.0,0.05
n,500,ER,10,0.02,0.05,0.05,degree,40.0,141.0,1.0,1.0,48.0,0.578,5746.0,0.904,14118.0,13666.0,284.0,291.0,0.05
n,500,ER,10,0.02,0.05,0.05,betweenness,49.0,120.0,1.0,1.0,57.0,0.572,5297.0,0.894,12873.0,12426.0,281.0,261.0,0.05
n,500,ER,10,0.02,0.05,0.05,pagerank,45.0,108.0,1.0,1.0,71.0,0.586,5624.0,0.902,13107.0,12656.0,288.0,224.0,0.05
n,500,ER,10,0.02,0.05,0.05,eigenvector,46.0,127.0,1.0,1.0,61.0,0.676,6804.0,0.922,16344.0,15883.0,333.0,319.0,0.05
n,500,ER,10,0.02,0.05,0.05,kcore,30.0,215.0,1.0,1.0,44.0,0.532,5464.0,0.882,14386.0,13945.0,261.0,328.0,0.05
n,500,ER,10,0.02,0.05,0.05,collective_influence,51.0,124.0,1.0,1.0,72.0,0.698,7018.0,0.92,16344.0,15884.0,344.0,301.0,0.05
n,500,ER,10,0.02,0.05,0.05,community_bridge,41.0,83.0,1.0,1.0,102.0,0.738,8422.0,0.928,15495.0,15031.0,364.0,232.0,0.05
n,500,ER,11,0.02,0.05,0.05,random,59.0,176.0,1.0,1.0,52.0,0.59,6220.0,0.916,15187.0,14729.0,290.0,325.0,0.05
n,500,ER,11,0.02,0.05,0.05,degree,,,0.0,0.0,15.0,0.088,793.0,0.32,2384.0,2224.0,39.0,121.0,0.05
n,500,ER,11,0.02,0.05,0.05,betweenness,60.0,175.0,1.0,1.0,41.0,0.518,4927.0,0.894,12928.0,12481.0,254.0,257.0,0.05
n,500,ER,11,0.02,0.05,0.05,pagerank,76.0,274.0,1.0,1.0,43.0,0.5,5143.0,0.876,13845.0,13407.0,245.0,314.0,0.05
n,500,ER,11,0.02,0.05,0.05,eigenvector,94.0,,1.0,0.0,27.0,0.484,4920.0,0.872,12882.0,12446.0,237.0,477.0,0.05
n,500,ER,11,0.02,0.05,0.05,kcore,62.0,186.0,1.0,1.0,49.0,0.516,5494.0,0.888,13817.0,13373.0,253.0,248.0,0.05
n,500,ER,11,0.02,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.024,124.0,0.128,542.0,478.0,7.0,58.0,0.05
n,500,ER,11,0.02,0.05,0.05,community_bridge,27.0,192.0,1.0,1.0,38.0,0.554,5153.0,0.878,12689.0,12250.0,272.0,338.0,0.05
n,500,ER,13,0.02,0.05,0.05,random,,,0.0,0.0,5.0,0.018,89.0,0.068,310.0,276.0,4.0,40.0,0.05
n,500,ER,13,0.02,0.05,0.05,degree,55.0,181.0,1.0,1.0,51.0,0.58,5855.0,0.904,14619.0,14167.0,285.0,346.0,0.05
n,500,ER,13,0.02,0.05,0.05,betweenness,43.0,161.0,1.0,1.0,63.0,0.526,5723.0,0.89,14366.0,13921.0,258.0,209.0,0.05
n,500,ER,13,0.02,0.05,0.05,pagerank,,,0.0,0.0,11.0,0.056,415.0,0.252,1622.0,1496.0,23.0,81.0,0.05
n,500,ER,13,0.02,0.05,0.05,eigenvector,46.0,,1.0,0.0,42.0,0.494,4905.0,0.884,13158.0,12716.0,242.0,274.0,0.05
n,500,ER,13,0.02,0.05,0.05,kcore,41.0,250.0,1.0,1.0,36.0,0.502,4831.0,0.878,13147.0,12708.0,246.0,291.0,0.05
n,500,ER,13,0.02,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.016,72.0,0.072,327.0,291.0,3.0,18.0,0.05
n,500,ER,13,0.02,0.05,0.05,community_bridge,50.0,258.0,1.0,1.0,33.0,0.534,5505.0,0.892,15128.0,14682.0,262.0,344.0,0.05
n,500,ER,12,0.02,0.05,0.05,random,39.0,105.0,1.0,1.0,68.0,0.622,6010.0,0.92,15329.0,14869.0,306.0,203.0,0.05
n,500,ER,12,0.02,0.05,0.05,degree,59.0,,1.0,0.0,37.0,0.424,4109.0,0.84,12018.0,11598.0,207.0,253.0,0.05
n,500,ER,12,0.02,0.05,0.05,betweenness,30.0,134.0,1.0,1.0,51.0,0.634,6292.0,0.906,15590.0,15137.0,312.0,309.0,0.05
n,500,ER,12,0.02,0.05,0.05,pagerank,49.0,118.0,1.0,1.0,73.0,0.578,5545.0,0.898,13488.0,13039.0,284.0,207.0,0.05
n,500,ER,12,0.02,0.05,0.05,eigenvector,27.0,73.0,1.0,1.0,96.0,0.72,7977.0,0.922,16713.0,16252.0,355.0,297.0,0.05
n,500,ER,12,0.02,0.05,0.05,kcore,35.0,99.0,1.0,1.0,72.0,0.662,7227.0,0.918,15260.0,14801.0,326.0,231.0,0.05
n,500,ER,12,0.02,0.05,0.05,collective_influence,27.0,94.0,1.0,1.0,77.0,0.662,6931.0,0.916,15773.0,15315.0,326.0,239.0,0.05
n,500,ER,12,0.02,0.05,0.05,community_bridge,53.0,318.0,1.0,1.0,29.0,0.508,4824.0,0.894,13504.0,13057.0,249.0,377.0,0.05
n,500,ER,14,0.02,0.05,0.05,random,44.0,119.0,1.0,1.0,71.0,0.638,6687.0,0.916,16086.0,15628.0,314.0,307.0,0.05
n,500,ER,14,0.02,0.05,0.05,degree,42.0,142.0,1.0,1.0,53.0,0.53,5164.0,0.874,12344.0,11907.0,260.0,247.0,0.05
n,500,ER,14,0.02,0.05,0.05,betweenness,94.0,,1.0,0.0,28.0,0.37,3365.0,0.808,10093.0,9689.0,180.0,308.0,0.05
n,500,ER,14,0.02,0.05,0.05,pagerank,33.0,146.0,1.0,1.0,61.0,0.532,5737.0,0.888,13805.0,13361.0,261.0,260.0,0.05
n,500,ER,14,0.02,0.05,0.05,eigenvector,49.0,118.0,1.0,1.0,75.0,0.62,6184.0,0.918,13946.0,13487.0,305.0,209.0,0.05
n,500,ER,14,0.02,0.05,0.05,kcore,101.0,214.0,1.0,1.0,50.0,0.554,5444.0,0.892,12890.0,12444.0,272.0,370.0,0.05
n,500,ER,14,0.02,0.05,0.05,collective_influence,59.0,132.0,1.0,1.0,66.0,0.634,6069.0,0.914,13540.0,13083.0,312.0,263.0,0.05
n,500,ER,14,0.02,0.05,0.05,community_bridge,35.0,96.0,1.0,1.0,69.0,0.61,5834.0,0.904,13458.0,13006.0,300.0,231.0,0.05
n,500,ER,15,0.02,0.05,0.05,random,44.0,98.0,1.0,1.0,82.0,0.66,7135.0,0.91,15616.0,15161.0,325.0,249.0,0.05
n,500,ER,15,0.02,0.05,0.05,degree,96.0,,1.0,0.0,15.0,0.38,3378.0,0.796,9799.0,9401.0,185.0,500.0,0.05
n,500,ER,15,0.02,0.05,0.05,betweenness,33.0,263.0,1.0,1.0,39.0,0.504,4756.0,0.872,11865.0,11429.0,247.0,303.0,0.05
n,500,ER,15,0.02,0.05,0.05,pagerank,66.0,,1.0,0.0,48.0,0.474,4501.0,0.856,12088.0,11660.0,232.0,270.0,0.05
n,500,ER,15,0.02,0.05,0.05,eigenvector,78.0,340.0,1.0,1.0,22.0,0.524,5044.0,0.886,12797.0,12354.0,257.0,482.0,0.05
n,500,ER,15,0.02,0.05,0.05,kcore,40.0,304.0,1.0,1.0,27.0,0.566,5531.0,0.884,12991.0,12549.0,278.0,421.0,0.05
n,500,ER,15,0.02,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.022,189.0,0.082,277.0,236.0,6.0,82.0,0.05
n,500,ER,15,0.02,0.05,0.05,community_bridge,67.0,,1.0,0.0,42.0,0.436,3904.0,0.85,10319.0,9894.0,213.0,333.0,0.05
n,500,ER,16,0.02,0.05,0.05,random,52.0,114.0,1.0,1.0,69.0,0.628,5956.0,0.92,15816.0,15356.0,309.0,229.0,0.05
n,500,ER,16,0.02,0.05,0.05,degree,89.0,204.0,1.0,1.0,59.0,0.55,5626.0,0.888,14135.0,13691.0,270.0,292.0,0.05
n,500,ER,16,0.02,0.05,0.05,betweenness,44.0,131.0,1.0,1.0,60.0,0.658,6692.0,0.916,15675.0,15217.0,324.0,256.0,0.05
n,500,ER,16,0.02,0.05,0.05,pagerank,71.0,148.0,1.0,1.0,65.0,0.658,6702.0,0.914,15157.0,14700.0,324.0,242.0,0.05
n,500,ER,16,0.02,0.05,0.05,eigenvector,39.0,,1.0,0.0,45.0,0.48,4562.0,0.87,12349.0,11914.0,235.0,281.0,0.05
n,500,ER,16,0.02,0.05,0.05,kcore,40.0,140.0,1.0,1.0,57.0,0.56,6034.0,0.89,14400.0,13955.0,275.0,279.0,0.05
n,500,ER,16,0.02,0.05,0.05,collective_influence,60.0,151.0,1.0,1.0,50.0,0.658,6905.0,0.914,14587.0,14130.0,324.0,329.0,0.05
n,500,ER,16,0.02,0.05,0.05,community_bridge,53.0,150.0,1.0,1.0,50.0,0.608,6240.0,0.918,14750.0,14291.0,299.0,360.0,0.05
n,500,ER,17,0.02,0.05,0.05,random,26.0,77.0,1.0,1.0,83.0,0.62,5911.0,0.926,15267.0,14804.0,305.0,198.0,0.05
n,500,ER,17,0.02,0.05,0.05,degree,32.0,109.0,1.0,1.0,72.0,0.588,6356.0,0.898,14379.0,13930.0,289.0,225.0,0.05
n,500,ER,17,0.02,0.05,0.05,betweenness,32.0,307.0,1.0,1.0,37.0,0.534,5031.0,0.894,13667.0,13220.0,262.0,398.0,0.05
n,500,ER,17,0.02,0.05,0.05,pagerank,41.0,274.0,1.0,1.0,50.0,0.52,5017.0,0.872,12756.0,12320.0,255.0,363.0,0.05
n,500,ER,17,0.02,0.05,0.05,eigenvector,82.0,165.0,1.0,1.0,55.0,0.628,6465.0,0.904,15695.0,15243.0,309.0,403.0,0.05
n,500,ER,17,0.02,0.05,0.05,kcore,63.0,238.0,1.0,1.0,42.0,0.62,6254.0,0.9,14439.0,13989.0,305.0,481.0,0.05
n,500,ER,17,0.02,0.05,0.05,collective_influence,40.0,145.0,1.0,1.0,48.0,0.59,6065.0,0.9,14240.0,13790.0,290.0,242.0,0.05
n,500,ER,17,0.02,0.05,0.05,community_bridge,50.0,169.0,1.0,1.0,56.0,0.578,6437.0,0.888,15619.0,15175.0,284.0,307.0,0.05
n,500,ER,18,0.02,0.05,0.05,random,97.0,195.0,1.0,1.0,67.0,0.614,6417.0,0.914,16545.0,16088.0,302.0,353.0,0.05
n,500,ER,18,0.02,0.05,0.05,degree,28.0,87.0,1.0,1.0,73.0,0.612,6011.0,0.916,13872.0,13414.0,301.0,184.0,0.05
n,500,ER,18,0.02,0.05,0.05,betweenness,31.0,105.0,1.0,1.0,70.0,0.594,6499.0,0.912,14337.0,13881.0,292.0,241.0,0.05
n,500,ER,18,0.02,0.05,0.05,pagerank,,,0.0,0.0,6.0,0.016,73.0,0.06,255.0,225.0,3.0,23.0,0.05
n,500,ER,18,0.02,0.05,0.05,eigenvector,52.0,184.0,1.0,1.0,49.0,0.544,4977.0,0.904,13347.0,12895.0,267.0,335.0,0.05
n,500,ER,18,0.02,0.05,0.05,kcore,66.0,,1.0,0.0,38.0,0.4,3807.0,0.834,10917.0,10500.0,195.0,274.0,0.05
n,500,ER,18,0.02,0.05,0.05,collective_influence,72.0,,1.0,0.0,14.0,0.132,940.0,0.486,3602.0,3359.0,61.0,116.0,0.05
n,500,ER,18,0.02,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.01,39.0,0.046,200.0,177.0,0.0,15.0,0.05
n,500,WS,1,0.02,0.05,0.05,random,39.0,,1.0,0.0,26.0,0.296,2958.0,0.548,6758.0,6484.0,143.0,289.0,0.05
n,500,WS,1,0.02,0.05,0.05,degree,77.0,,1.0,0.0,18.0,0.112,1038.0,0.256,2985.0,2857.0,51.0,152.0,0.05
n,500,WS,1,0.02,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.014,50.0,0.068,282.0,248.0,2.0,21.0,0.05
n,500,WS,1,0.02,0.05,0.05,pagerank,43.0,,1.0,0.0,24.0,0.13,1299.0,0.302,2914.0,2763.0,60.0,135.0,0.05
n,500,WS,1,0.02,0.05,0.05,eigenvector,104.0,,1.0,0.0,27.0,0.388,3747.0,0.652,8603.0,8277.0,189.0,372.0,0.05
n,500,WS,1,0.02,0.05,0.05,kcore,,,0.0,0.0,13.0,0.08,857.0,0.204,1808.0,1706.0,35.0,174.0,0.05
n,500,WS,1,0.02,0.05,0.05,collective_influence,88.0,,1.0,0.0,14.0,0.136,1326.0,0.278,3054.0,2915.0,63.0,195.0,0.05
n,500,WS,1,0.02,0.05,0.05,community_bridge,175.0,,1.0,0.0,11.0,0.11,946.0,0.266,2846.0,2713.0,50.0,231.0,0.05
n,500,WS,0,0.02,0.05,0.05,random,59.0,,1.0,0.0,25.0,0.184,1945.0,0.378,4518.0,4329.0,87.0,311.0,0.05
n,500,WS,0,0.02,0.05,0.05,degree,37.0,,1.0,0.0,29.0,0.394,3836.0,0.658,8682.0,8353.0,192.0,259.0,0.05
n,500,WS,0,0.02,0.05,0.05,betweenness,,,0.0,0.0,12.0,0.048,423.0,0.114,767.0,710.0,19.0,98.0,0.05
n,500,WS,0,0.02,0.05,0.05,pagerank,61.0,,1.0,0.0,21.0,0.23,2340.0,0.434,5752.0,5535.0,110.0,217.0,0.05
n,500,WS,0,0.02,0.05,0.05,eigenvector,149.0,,1.0,0.0,22.0,0.364,4191.0,0.626,9115.0,8802.0,177.0,446.0,0.05
n,500,WS,0,0.02,0.05,0.05,kcore,113.0,,1.0,0.0,18.0,0.136,1404.0,0.274,3324.0,3187.0,63.0,241.0,0.05
n,500,WS,0,0.02,0.05,0.05,collective_influence,,,0.0,0.0,12.0,0.096,943.0,0.24,2361.0,2241.0,43.0,152.0,0.05
n,500,WS,0,0.02,0.05,0.05,community_bridge,136.0,,1.0,0.0,13.0,0.112,933.0,0.266,2739.0,2606.0,51.0,191.0,0.05
n,500,ER,19,0.02,0.05,0.05,random,37.0,147.0,1.0,1.0,48.0,0.642,6635.0,0.92,16454.0,15994.0,316.0,259.0,0.05
n,500,ER,19,0.02,0.05,0.05,degree,25.0,122.0,1.0,1.0,55.0,0.634,7064.0,0.918,16982.0,16523.0,312.0,483.0,0.05
n,500,ER,19,0.02,0.05,0.05,betweenness,58.0,216.0,1.0,1.0,46.0,0.502,4436.0,0.88,11915.0,11475.0,246.0,257.0,0.05
n,500,ER,19,0.02,0.05,0.05,pagerank,35.0,135.0,1.0,1.0,49.0,0.59,6289.0,0.904,14377.0,13925.0,290.0,288.0,0.05
n,500,ER,19,0.02,0.05,0.05,eigenvector,55.0,154.0,1.0,1.0,51.0,0.634,5955.0,0.916,14699.0,14241.0,312.0,317.0,0.05
n,500,ER,19,0.02,0.05,0.05,kcore,32.0,126.0,1.0,1.0,47.0,0.612,6043.0,0.904,14148.0,13696.0,301.0,243.0,0.05
n,500,ER,19,0.02,0.05,0.05,collective_influence,63.0,156.0,1.0,1.0,59.0,0.612,6073.0,0.91,14840.0,14385.0,301.0,308.0,0.05
