family,value,topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
n,2000,BA,14,0.02,0.05,0.05,community_bridge,151.0,,1.0,0.0,43.0,0.1495,5953.0,0.436,14252.0,13380.0,294.0,314.0,0.05
n,2000,BA,16,0.02,0.05,0.05,random,22.0,60.0,1.0,1.0,407.0,0.635,26451.0,0.941,62488.0,60606.0,1265.0,254.0,0.05
n,2000,BA,16,0.02,0.05,0.05,degree,182.0,,1.0,0.0,40.0,0.1565,6102.0,0.4385,14804.0,13927.0,308.0,407.0,0.05
n,2000,BA,16,0.02,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.006,231.0,0.019,495.0,457.0,7.0,52.0,0.05
n,2000,BA,16,0.02,0.05,0.05,pagerank,152.0,,1.0,0.0,54.0,0.145,5958.0,0.3975,14476.0,13681.0,285.0,414.0,0.05
n,2000,BA,16,0.02,0.05,0.05,eigenvector,108.0,,1.0,0.0,96.0,0.304,11812.0,0.733,30778.0,29312.0,603.0,354.0,0.05
n,2000,BA,16,0.02,0.05,0.05,kcore,,,0.0,0.0,9.0,0.0115,454.0,0.0475,1384.0,1289.0,18.0,118.0,0.05
n,2000,BA,16,0.02,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.009,228.0,0.032,724.0,660.0,13.0,96.0,0.05
n,2000,BA,16,0.02,0.05,0.05,community_bridge,,,0.0,0.0,14.0,0.0125,380.0,0.042,1113.0,1029.0,20.0,106.0,0.05
n,2000,BA,17,0.02,0.05,0.05,random,32.0,68.0,1.0,1.0,429.0,0.6185,25721.0,0.944,63555.0,61667.0,1232.0,230.0,0.05
n,2000,BA,17,0.02,0.05,0.05,degree,,,0.0,0.0,10.0,0.0205,700.0,0.072,1929.0,1785.0,36.0,124.0,0.05
n,2000,BA,17,0.02,0.05,0.05,betweenness,240.0,,1.0,0.0,32.0,0.1885,7412.0,0.5095,19871.0,18852.0,372.0,500.0,0.05
n,2000,BA,17,0.02,0.05,0.05,pagerank,,,0.0,0.0,30.0,0.0935,3736.0,0.2785,8645.0,8088.0,182.0,269.0,0.05
n,2000,BA,17,0.02,0.05,0.05,eigenvector,,,0.0,0.0,5.0,0.0035,104.0,0.01,192.0,172.0,2.0,36.0,0.05
n,2000,BA,17,0.02,0.05,0.05,kcore,,,0.0,0.0,8.0,0.0085,223.0,0.0275,623.0,568.0,12.0,55.0,0.05
n,2000,BA,17,0.02,0.05,0.05,collective_influence,,,0.0,0.0,19.0,0.0715,2495.0,0.2295,6590.0,6131.0,138.0,322.0,0.05
n,2000,BA,17,0.02,0.05,0.05,community_bridge,234.0,,1.0,0.0,34.0,0.174,7020.0,0.4625,16521.0,15596.0,343.0,500.0,0.05
n,2000,BA,18,0.02,0.05,0.05,random,23.0,79.0,1.0,1.0,294.0,0.5575,20573.0,0.9345,56093.0,54224.0,1110.0,234.0,0.05
n,2000,BA,18,0.02,0.05,0.05,degree,,,0.0,0.0,5.0,0.0035,66.0,0.0085,112.0,95.0,2.0,31.0,0.05
n,2000,BA,18,0.02,0.05,0.05,betweenness,111.0,,1.0,0.0,88.0,0.3635,15256.0,0.764,35766.0,34238.0,722.0,421.0,0.05
n,2000,BA,18,0.02,0.05,0.05,pagerank,,,0.0,0.0,15.0,0.0475,1849.0,0.1565,4855.0,4542.0,90.0,233.0,0.05
n,2000,BA,18,0.02,0.05,0.05,eigenvector,,,0.0,0.0,7.0,0.016,508.0,0.069,1736.0,1598.0,27.0,151.0,0.05
n,2000,BA,18,0.02,0.05,0.05,kcore,,,0.0,0.0,25.0,0.077,3103.0,0.229,7911.0,7453.0,149.0,279.0,0.05
n,2000,BA,18,0.02,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.004,106.0,0.011,284.0,262.0,3.0,31.0,0.05
n,2000,BA,18,0.02,0.05,0.05,community_bridge,155.0,,1.0,0.0,50.0,0.215,8607.0,0.5505,21202.0,20101.0,425.0,441.0,0.05
n,2000,BA,19,0.02,0.05,0.05,random,29.0,75.0,1.0,1.0,363.0,0.5905,23594.0,0.938,60774.0,58898.0,1176.0,238.0,0.05
n,2000,BA,19,0.02,0.05,0.05,degree,,,0.0,0.0,5.0,0.0035,107.0,0.0115,251.0,228.0,2.0,40.0,0.05
n,2000,BA,19,0.02,0.05,0.05,betweenness,129.0,,1.0,0.0,64.0,0.2025,7618.0,0.5475,19651.0,18556.0,400.0,352.0,0.05
n,2000,BA,19,0.02,0.05,0.05,pagerank,152.0,,1.0,0.0,39.0,0.159,6078.0,0.452,14922.0,14018.0,313.0,371.0,0.05
n,2000,BA,19,0.02,0.05,0.05,eigenvector,183.0,,1.0,0.0,87.0,0.3195,13891.0,0.7125,32829.0,31404.0,634.0,442.0,0.05
n,2000,BA,19,0.02,0.05,0.05,kcore,,,0.0,0.0,17.0,0.028,1029.0,0.097,2713.0,2519.0,51.0,157.0,0.05
n,2000,BA,19,0.02,0.05,0.05,collective_influence,228.0,,1.0,0.0,45.0,0.1885,7571.0,0.4965,18096.0,17103.0,372.0,415.0,0.05
n,2000,BA,19,0.02,0.05,0.05,community_bridge,,,0.0,0.0,7.0,0.01,307.0,0.033,790.0,724.0,15.0,103.0,0.05
