topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
WS,11,0.01,0.05,0.05,betweenness,,,0.0,0.0,16.0,0.046,963.0,0.111,3084.0,2973.0,41.0,156.0,0.05
WS,11,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.026,637.0,0.07,2088.0,2018.0,21.0,209.0,0.05
WS,11,0.01,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.011,197.0,0.036,685.0,649.0,6.0,63.0,0.05
WS,11,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.007,119.0,0.025,463.0,438.0,2.0,81.0,0.05
WS,11,0.02,0.05,0.05,random,,,0.0,0.0,5.0,0.009,113.0,0.045,530.0,485.0,4.0,56.0,0.05
WS,11,0.02,0.05,0.05,degree,,,0.0,0.0,21.0,0.082,1631.0,0.168,4029.0,3861.0,77.0,160.0,0.05
WS,11,0.02,0.05,0.05,betweenness,215.0,,1.0,0.0,15.0,0.155,3426.0,0.295,7778.0,7483.0,150.0,429.0,0.05
WS,11,0.02,0.05,0.05,kcore,,,0.0,0.0,13.0,0.042,869.0,0.09,1960.0,1870.0,37.0,159.0,0.05
WS,11,0.02,0.05,0.05,collective_influence,,,0.0,0.0,18.0,0.078,1448.0,0.164,3463.0,3299.0,73.0,151.0,0.05
WS,11,0.02,0.05,0.05,community_bridge,,,0.0,0.0,9.0,0.045,775.0,0.107,2152.0,2045.0,40.0,168.0,0.05
WS,11,0.05,0.05,0.05,random,23.0,65.0,1.0,1.0,196.0,0.876,16883.0,0.928,17214.0,16286.0,871.0,229.0,0.05
WS,11,0.05,0.05,0.05,degree,24.0,69.0,1.0,1.0,182.0,0.749,14352.0,0.854,15568.0,14714.0,744.0,233.0,0.05
WS,11,0.05,0.05,0.05,betweenness,26.0,67.0,1.0,1.0,194.0,0.896,16938.0,0.93,17457.0,16527.0,891.0,240.0,0.05
WS,11,0.05,0.05,0.05,kcore,37.0,81.0,1.0,1.0,216.0,0.836,17055.0,0.893,16811.0,15918.0,831.0,243.0,0.05
WS,11,0.05,0.05,0.05,collective_influence,36.0,95.0,1.0,1.0,172.0,0.881,17700.0,0.937,18028.0,17091.0,876.0,299.0,0.05
WS,11,0.05,0.05,0.05,community_bridge,39.0,97.0,1.0,1.0,188.0,0.86,15455.0,0.932,17245.0,16313.0,855.0,239.0,0.05
WS,11,0.15,0.05,0.05,random,10.0,19.0,1.0,1.0,570.0,0.949,19192.0,0.945,6864.0,5919.0,944.0,143.0,0.05
WS,11,0.15,0.05,0.05,degree,8.0,17.0,1.0,1.0,574.0,0.942,19435.0,0.94,6906.0,5966.0,937.0,166.0,0.05
WS,11,0.15,0.05,0.05,betweenness,9.0,19.0,1.0,1.0,531.0,0.95,19286.0,0.945,7474.0,6529.0,945.0,160.0,0.05
WS,11,0.15,0.05,0.05,kcore,10.0,21.0,1.0,1.0,538.0,0.95,19515.0,0.945,6989.0,6044.0,945.0,160.0,0.05
WS,11,0.15,0.05,0.05,collective_influence,9.0,21.0,1.0,1.0,496.0,0.949,18423.0,0.945,7155.0,6210.0,944.0,132.0,0.05
WS,11,0.15,0.05,0.05,community_bridge,11.0,21.0,1.0,1.0,538.0,0.948,19724.0,0.945,7017.0,6072.0,943.0,161.0,0.05
WS,15,0.01,0.05,0.05,random,,,0.0,0.0,6.0,0.026,484.0,0.082,2030.0,1948.0,21.0,163.0,0.05
WS,15,0.01,0.05,0.05,degree,,,0.0,0.0,7.0,0.012,222.0,0.04,681.0,641.0,7.0,87.0,0.05
WS,15,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.007,74.0,0.034,399.0,365.0,2.0,31.0,0.05
WS,15,0.01,0.05,0.05,kcore,,,0.0,0.0,9.0,0.023,591.0,0.061,2063.0,2002.0,18.0,138.0,0.05
WS,15,0.01,0.05,0.05,collective_influence,,,0.0,0.0,10.0,0.021,363.0,0.05,1399.0,1349.0,16.0,92.0,0.05
WS,15,0.01,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.016,312.0,0.044,1020.0,976.0,11.0,98.0,0.05
WS,15,0.02,0.05,0.05,random,153.0,,1.0,0.0,34.0,0.241,4559.0,0.51,12122.0,11612.0,236.0,372.0,0.05
WS,15,0.02,0.05,0.05,degree,,,0.0,0.0,21.0,0.079,1696.0,0.176,3863.0,3687.0,74.0,164.0,0.05
WS,15,0.02,0.05,0.05,betweenness,,,0.0,0.0,18.0,0.063,1138.0,0.13,2409.0,2279.0,58.0,138.0,0.05
WS,15,0.02,0.05,0.05,kcore,,,0.0,0.0,16.0,0.098,2098.0,0.201,4249.0,4048.0,93.0,316.0,0.05
WS,15,0.02,0.05,0.05,collective_influence,91.0,,1.0,0.0,27.0,0.237,4552.0,0.421,10112.0,9691.0,232.0,374.0,0.05
WS,15,0.02,0.05,0.05,community_bridge,,,0.0,0.0,27.0,0.092,1506.0,0.198,4044.0,3846.0,87.0,165.0,0.05
WS,15,0.05,0.05,0.05,random,20.0,55.0,1.0,1.0,268.0,0.89,17810.0,0.94,17646.0,16706.0,885.0,208.0,0.05
WS,15,0.05,0.05,0.05,degree,59.0,124.0,1.0,1.0,156.0,0.868,16875.0,0.934,18194.0,17260.0,863.0,322.0,0.05
WS,15,0.05,0.05,0.05,betweenness,32.0,71.0,1.0,1.0,247.0,0.854,17441.0,0.914,17794.0,16880.0,849.0,258.0,0.05
WS,15,0.05,0.05,0.05,kcore,31.0,65.0,1.0,1.0,213.0,0.851,16467.0,0.912,16983.0,16071.0,846.0,227.0,0.05
WS,15,0.05,0.05,0.05,collective_influence,33.0,88.0,1.0,1.0,179.0,0.876,17326.0,0.94,18424.0,17484.0,871.0,227.0,0.05
WS,15,0.05,0.05,0.05,community_bridge,40.0,86.0,1.0,1.0,193.0,0.786,15673.0,0.88,16213.0,15333.0,781.0,231.0,0.05
WS,15,0.15,0.05,0.05,random,8.0,16.0,1.0,1.0,624.0,0.949,19594.0,0.945,6968.0,6023.0,944.0,137.0,0.05
WS,15,0.15,0.05,0.05,degree,9.0,19.0,1.0,1.0,583.0,0.948,19030.0,0.945,7070.0,6125.0,943.0,161.0,0.05
WS,15,0.15,0.05,0.05,betweenness,9.0,18.0,1.0,1.0,540.0,0.95,18770.0,0.945,6976.0,6031.0,945.0,155.0,0.05
WS,15,0.15,0.05,0.05,kcore,8.0,18.0,1.0,1.0,522.0,0.948,18244.0,0.945,6778.0,5833.0,943.0,172.0,0.05
WS,15,0.15,0.05,0.05,collective_influence,11.0,22.0,1.0,1.0,527.0,0.95,19159.0,0.945,6879.0,5934.0,945.0,169.0,0.05
WS,15,0.15,0.05,0.05,community_bridge,11.0,23.0,1.0,1.0,514.0,0.946,18402.0,0.945,7308.0,6363.0,941.0,186.0,0.05
WS,16,0.01,0.05,0.05,random,,,0.0,0.0,7.0,0.028,536.0,0.065,1860.0,1795.0,23.0,208.0,0.05
WS,16,0.01,0.05,0.05,degree,,,0.0,0.0,9.0,0.034,684.0,0.076,1848.0,1772.0,29.0,162.0,0.05
WS,16,0.01,0.05,0.05,betweenness,,,0.0,0.0,6.0,0.012,278.0,0.054,1358.0,1304.0,7.0,88.0,0.05
WS,16,0.01,0.05,0.05,kcore,,,0.0,0.0,10.0,0.027,487.0,0.068,1325.0,1257.0,22.0,117.0,0.05
WS,16,0.01,0.05,0.05,collective_influence,,,0.0,0.0,11.0,0.018,511.0,0.047,1315.0,1268.0,13.0,94.0,0.05
WS,16,0.01,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.028,623.0,0.071,2373.0,2302.0,23.0,221.0,0.05
WS,16,0.02,0.05,0.05,random,255.0,,1.0,0.0,18.0,0.124,2568.0,0.254,6402.0,6148.0,119.0,320.0,0.05
WS,16,0.02,0.05,0.05,degree,104.0,,1.0,0.0,28.0,0.196,4465.0,0.333,8792.0,8459.0,191.0,394.0,0.05
WS,16,0.02,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.005,25.0,0.029,143.0,114.0,0.0,10.0,0.05
WS,16,0.02,0.05,0.05,kcore,,,0.0,0.0,11.0,0.028,473.0,0.066,1493.0,1427.0,23.0,94.0,0.05
WS,16,0.02,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.02,418.0,0.053,1189.0,1136.0,15.0,132.0,0.05
WS,16,0.02,0.05,0.05,community_bridge,135.0,,1.0,0.0,23.0,0.161,3521.0,0.288,6280.0,5992.0,156.0,385.0,0.05
WS,16,0.05,0.05,0.05,random,27.0,59.0,1.0,1.0,270.0,0.911,18020.0,0.945,18688.0,17743.0,906.0,221.0,0.05
WS,16,0.05,0.05,0.05,degree,29.0,70.0,1.0,1.0,225.0,0.847,18015.0,0.909,17422.0,16513.0,842.0,240.0,0.05
WS,16,0.05,0.05,0.05,betweenness,34.0,82.0,1.0,1.0,209.0,0.863,17445.0,0.914,17385.0,16471.0,858.0,248.0,0.05
WS,16,0.05,0.05,0.05,kcore,22.0,65.0,1.0,1.0,170.0,0.829,15806.0,0.911,17480.0,16569.0,824.0,296.0,0.05
WS,16,0.05,0.05,0.05,collective_influence,42.0,91.0,1.0,1.0,222.0,0.905,18849.0,0.942,18499.0,17557.0,900.0,285.0,0.05
WS,16,0.05,0.05,0.05,community_bridge,34.0,87.0,1.0,1.0,184.0,0.897,18489.0,0.941,18403.0,17462.0,892.0,285.0,0.05
WS,16,0.15,0.05,0.05,random,8.0,17.0,1.0,1.0,583.0,0.95,19400.0,0.945,6697.0,5752.0,945.0,219.0,0.05
WS,16,0.15,0.05,0.05,degree,9.0,18.0,1.0,1.0,516.0,0.94,19158.0,0.939,7196.0,6257.0,935.0,160.0,0.05
WS,16,0.15,0.05,0.05,betweenness,8.0,18.0,1.0,1.0,557.0,0.95,18735.0,0.945,6810.0,5865.0,945.0,134.0,0.05
WS,16,0.15,0.05,0.05,kcore,10.0,20.0,1.0,1.0,588.0,0.949,19095.0,0.945,7135.0,6190.0,944.0,155.0,0.05
WS,16,0.15,0.05,0.05,collective_influence,10.0,23.0,1.0,1.0,514.0,0.948,18590.0,0.945,7204.0,6259.0,943.0,172.0,0.05
WS,16,0.15,0.05,0.05,community_bridge,8.0,17.0,1.0,1.0,584.0,0.95,20029.0,0.945,6694.0,5749.0,945.0,171.0,0.05
WS,12,0.01,0.05,0.05,random,,,0.0,0.0,6.0,0.011,220.0,0.04,1102.0,1062.0,6.0,58.0,0.05
WS,12,0.01,0.05,0.05,degree,,,0.0,0.0,5.0,0.006,84.0,0.03,469.0,439.0,1.0,32.0,0.05
WS,12,0.01,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.01,191.0,0.034,894.0,860.0,5.0,52.0,0.05
WS,12,0.01,0.05,0.05,kcore,,,0.0,0.0,11.0,0.025,478.0,0.066,1586.0,1520.0,20.0,107.0,0.05
WS,12,0.01,0.05,0.05,collective_influence,,,0.0,0.0,11.0,0.038,865.0,0.092,2937.0,2845.0,33.0,131.0,0.05
WS,12,0.01,0.05,0.05,community_bridge,,,0.0,0.0,12.0,0.029,533.0,0.072,1889.0,1817.0,24.0,78.0,0.05
WS,12,0.02,0.05,0.05,random,,,0.0,0.0,11.0,0.028,399.0,0.087,1390.0,1303.0,23.0,61.0,0.05
WS,12,0.02,0.05,0.05,degree,,,0.0,0.0,21.0,0.085,1934.0,0.187,4771.0,4584.0,80.0,199.0,0.05
WS,12,0.02,0.05,0.05,betweenness,,,0.0,0.0,15.0,0.036,765.0,0.091,2186.0,2095.0,31.0,139.0,0.05
WS,12,0.02,0.05,0.05,kcore,299.0,,1.0,0.0,25.0,0.126,2688.0,0.261,6395.0,6134.0,121.0,491.0,0.05
WS,12,0.02,0.05,0.05,collective_influence,,,0.0,0.0,18.0,0.049,1182.0,0.105,2410.0,2305.0,44.0,276.0,0.05
WS,12,0.02,0.05,0.05,community_bridge,,,0.0,0.0,13.0,0.06,1399.0,0.127,3331.0,3204.0,55.0,271.0,0.05
WS,12,0.05,0.05,0.05,random,27.0,85.0,1.0,1.0,195.0,0.881,18047.0,0.932,18932.0,18000.0,876.0,252.0,0.05
WS,12,0.05,0.05,0.05,degree,33.0,72.0,1.0,1.0,242.0,0.84,16013.0,0.897,16745.0,15848.0,835.0,241.0,0.05
WS,12,0.05,0.05,0.05,betweenness,24.0,67.0,1.0,1.0,236.0,0.896,18770.0,0.937,18712.0,17775.0,891.0,241.0,0.05
WS,12,0.05,0.05,0.05,kcore,29.0,82.0,1.0,1.0,179.0,0.859,16544.0,0.909,17836.0,16927.0,854.0,232.0,0.05
WS,12,0.05,0.05,0.05,collective_influence,28.0,73.0,1.0,1.0,194.0,0.824,16102.0,0.906,17279.0,16373.0,819.0,304.0,0.05
WS,12,0.05,0.05,0.05,community_bridge,40.0,102.0,1.0,1.0,143.0,0.863,17340.0,0.925,17568.0,16643.0,858.0,331.0,0.05
WS,12,0.15,0.05,0.05,random,8.0,18.0,1.0,1.0,569.0,0.95,18856.0,0.945,7345.0,6400.0,945.0,145.0,0.05
WS,12,0.15,0.05,0.05,degree,10.0,20.0,1.0,1.0,525.0,0.941,21110.0,0.938,7288.0,6350.0,936.0,211.0,0.05
WS,12,0.15,0.05,0.05,betweenness,8.0,18.0,1.0,1.0,538.0,0.95,18655.0,0.945,6962.0,6017.0,945.0,136.0,0.05
WS,12,0.15,0.05,0.05,kcore,9.0,18.0,1.0,1.0,539.0,0.943,18802.0,0.943,7149.0,6206.0,938.0,187.0,0.05
WS,12,0.15,0.05,0.05,collective_influence,12.0,25.0,1.0,1.0,529.0,0.948,18949.0,0.945,6929.0,5984.0,943.0,177.0,0.05
WS,12,0.15,0.05,0.05,community_bridge,14.0,25.0,1.0,1.0,563.0,0.947,18900.0,0.945,6926.0,5981.0,942.0,154.0,0.05
WS,17,0.01,0.05,0.05,random,,,0.0,0.0,11.0,0.028,594.0,0.079,1905.0,1826.0,23.0,146.0,0.05
WS,17,0.01,0.05,0.05,degree,,,0.0,0.0,7.0,0.008,107.0,0.033,494.0,461.0,3.0,40.0,0.05
WS,17,0.01,0.05,0.05,betweenness,,,0.0,0.0,12.0,0.032,753.0,0.071,2264.0,2193.0,27.0,132.0,0.05
WS,17,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.01,200.0,0.036,591.0,555.0,5.0,70.0,0.05
WS,17,0.01,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.012,198.0,0.034,623.0,589.0,7.0,98.0,0.05
WS,17,0.01,0.05,0.05,community_bridge,,,0.0,0.0,6.0,0.008,79.0,0.036,399.0,363.0,3.0,35.0,0.05
WS,17,0.02,0.05,0.05,random,146.0,,1.0,0.0,37.0,0.22,4348.0,0.458,9879.0,9421.0,215.0,324.0,0.05
WS,17,0.02,0.05,0.05,degree,,,0.0,0.0,17.0,0.056,1043.0,0.126,2541.0,2415.0,51.0,174.0,0.05
WS,17,0.02,0.05,0.05,betweenness,173.0,,1.0,0.0,21.0,0.138,2954.0,0.276,6687.0,6411.0,133.0,296.0,0.05
WS,17,0.02,0.05,0.05,kcore,,,0.0,0.0,13.0,0.044,752.0,0.096,1885.0,1789.0,39.0,146.0,0.05
WS,17,0.02,0.05,0.05,collective_influence,,,0.0,0.0,14.0,0.037,640.0,0.096,1553.0,1457.0,32.0,98.0,0.05
WS,17,0.02,0.05,0.05,community_bridge,,,0.0,0.0,7.0,0.011,68.0,0.038,269.0,231.0,6.0,19.0,0.05
WS,17,0.05,0.05,0.05,random,30.0,67.0,1.0,1.0,227.0,0.859,16671.0,0.922,17665.0,16743.0,854.0,200.0,0.05
WS,17,0.05,0.05,0.05,degree,30.0,70.0,1.0,1.0,183.0,0.867,16534.0,0.924,17711.0,16787.0,862.0,196.0,0.05
WS,17,0.05,0.05,0.05,betweenness,27.0,83.0,1.0,1.0,192.0,0.884,16820.0,0.935,17811.0,16876.0,879.0,249.0,0.05
WS,17,0.05,0.05,0.05,kcore,58.0,106.0,1.0,1.0,207.0,0.85,16434.0,0.913,17373.0,16460.0,845.0,279.0,0.05
WS,17,0.05,0.05,0.05,collective_influence,34.0,86.0,1.0,1.0,176.0,0.841,16754.0,0.925,18387.0,17462.0,836.0,269.0,0.05
WS,17,0.05,0.05,0.05,community_bridge,29.0,74.0,1.0,1.0,202.0,0.868,17999.0,0.921,18058.0,17137.0,863.0,286.0,0.05
WS,17,0.15,0.05,0.05,random,10.0,20.0,1.0,1.0,558.0,0.949,17780.0,0.945,7002.0,6057.0,944.0,143.0,0.05
WS,17,0.15,0.05,0.05,degree,8.0,18.0,1.0,1.0,516.0,0.936,18824.0,0.938,6887.0,5949.0,931.0,184.0,0.05
WS,17,0.15,0.05,0.05,betweenness,9.0,19.0,1.0,1.0,524.0,0.95,19062.0,0.945,7087.0,6142.0,945.0,167.0,0.05
WS,17,0.15,0.05,0.05,kcore,9.0,18.0,1.0,1.0,547.0,0.929,18342.0,0.928,6587.0,5659.0,924.0,158.0,0.05
WS,17,0.15,0.05,0.05,collective_influence,9.0,20.0,1.0,1.0,534.0,0.948,19014.0,0.945,6935.0,5990.0,943.0,255.0,0.05
WS,17,0.15,0.05,0.05,community_bridge,8.0,18.0,1.0,1.0,571.0,0.95,19944.0,0.945,6920.0,5975.0,945.0,162.0,0.05
WS,14,0.01,0.05,0.05,random,,,0.0,0.0,11.0,0.025,450.0,0.069,1601.0,1532.0,20.0,96.0,0.05
WS,14,0.01,0.05,0.05,degree,,,0.0,0.0,9.0,0.027,530.0,0.066,1734.0,1668.0,22.0,154.0,0.05
WS,14,0.01,0.05,0.05,betweenness,,,0.0,0.0,10.0,0.021,433.0,0.052,1390.0,1338.0,16.0,68.0,0.05
WS,14,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.016,400.0,0.046,1434.0,1388.0,11.0,188.0,0.05
WS,14,0.01,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.007,93.0,0.032,459.0,427.0,2.0,55.0,0.05
WS,14,0.01,0.05,0.05,community_bridge,,,0.0,0.0,7.0,0.017,412.0,0.047,1384.0,1337.0,12.0,152.0,0.05
WS,14,0.02,0.05,0.05,random,,,0.0,0.0,14.0,0.094,1834.0,0.214,4308.0,4094.0,89.0,280.0,0.05
WS,14,0.02,0.05,0.05,degree,,,0.0,0.0,12.0,0.041,809.0,0.085,1892.0,1807.0,36.0,237.0,0.05
WS,14,0.02,0.05,0.05,betweenness,168.0,,1.0,0.0,21.0,0.11,2367.0,0.205,5666.0,5461.0,105.0,272.0,0.05
WS,14,0.02,0.05,0.05,kcore,,,0.0,0.0,16.0,0.061,1084.0,0.133,2659.0,2526.0,56.0,160.0,0.05
WS,14,0.02,0.05,0.05,collective_influence,,,0.0,0.0,14.0,0.046,773.0,0.104,1872.0,1768.0,41.0,116.0,0.05
WS,14,0.02,0.05,0.05,community_bridge,134.0,,1.0,0.0,25.0,0.104,2162.0,0.22,5556.0,5336.0,99.0,185.0,0.05
WS,14,0.05,0.05,0.05,random,28.0,63.0,1.0,1.0,244.0,0.902,17922.0,0.942,18046.0,17104.0,897.0,188.0,0.05
WS,14,0.05,0.05,0.05,degree,35.0,89.0,1.0,1.0,156.0,0.825,15340.0,0.897,16946.0,16049.0,820.0,247.0,0.05
WS,14,0.05,0.05,0.05,betweenness,23.0,64.0,1.0,1.0,227.0,0.905,18686.0,0.944,18181.0,17237.0,900.0,235.0,0.05
WS,14,0.05,0.05,0.05,kcore,24.0,69.0,1.0,1.0,226.0,0.898,18612.0,0.932,18526.0,17594.0,893.0,305.0,0.05
WS,14,0.05,0.05,0.05,collective_influence,24.0,65.0,1.0,1.0,197.0,0.869,17384.0,0.927,17894.0,16967.0,864.0,230.0,0.05
WS,14,0.05,0.05,0.05,community_bridge,35.0,86.0,1.0,1.0,176.0,0.834,17512.0,0.919,17614.0,16695.0,829.0,367.0,0.05
WS,14,0.15,0.05,0.05,random,9.0,16.0,1.0,1.0,571.0,0.948,18988.0,0.945,6890.0,5945.0,943.0,138.0,0.05
WS,14,0.15,0.05,0.05,degree,9.0,18.0,1.0,1.0,577.0,0.95,18894.0,0.945,7062.0,6117.0,945.0,152.0,0.05
WS,14,0.15,0.05,0.05,betweenness,7.0,17.0,1.0,1.0,520.0,0.95,19245.0,0.945,7280.0,6335.0,945.0,148.0,0.05
WS,14,0.15,0.05,0.05,kcore,7.0,16.0,1.0,1.0,570.0,0.95,20058.0,0.945,7107.0,6162.0,945.0,157.0,0.05
WS,14,0.15,0.05,0.05,collective_influence,8.0,18.0,1.0,1.0,545.0,0.949,18846.0,0.945,6639.0,5694.0,944.0,180.0,0.05
WS,14,0.15,0.05,0.05,community_bridge,9.0,19.0,1.0,1.0,519.0,0.95,18696.0,0.945,6995.0,6050.0,945.0,153.0,0.05
WS,13,0.01,0.05,0.05,random,,,0.0,0.0,6.0,0.011,293.0,0.037,1231.0,1194.0,6.0,98.0,0.05
WS,13,0.01,0.05,0.05,degree,,,0.0,0.0,6.0,0.011,134.0,0.041,544.0,503.0,6.0,35.0,0.05
WS,13,0.01,0.05,0.05,betweenness,,,0.0,0.0,13.0,0.042,959.0,0.103,2882.0,2779.0,37.0,171.0,0.05
WS,13,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.011,161.0,0.04,734.0,694.0,6.0,53.0,0.05
WS,13,0.01,0.05,0.05,collective_influence,,,0.0,0.0,12.0,0.071,1606.0,0.179,5558.0,5379.0,66.0,293.0,0.05
WS,13,0.01,0.05,0.05,community_bridge,,,0.0,0.0,7.0,0.015,290.0,0.044,1121.0,1077.0,10.0,73.0,0.05
WS,13,0.02,0.05,0.05,random,,,0.0,0.0,22.0,0.052,1046.0,0.11,2977.0,2867.0,47.0,142.0,0.05
WS,13,0.02,0.05,0.05,degree,233.0,,1.0,0.0,14.0,0.155,3089.0,0.322,7764.0,7442.0,150.0,403.0,0.05
WS,13,0.02,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.016,286.0,0.048,921.0,873.0,11.0,88.0,0.05
WS,13,0.02,0.05,0.05,kcore,98.0,,1.0,0.0,34.0,0.239,5231.0,0.447,11954.0,11507.0,234.0,331.0,0.05
WS,13,0.02,0.05,0.05,collective_influence,,,0.0,0.0,26.0,0.052,1039.0,0.098,2323.0,2225.0,47.0,116.0,0.05
WS,13,0.02,0.05,0.05,community_bridge,96.0,,1.0,0.0,28.0,0.107,2485.0,0.222,6188.0,5966.0,102.0,181.0,0.05
WS,13,0.05,0.05,0.05,random,39.0,77.0,1.0,1.0,217.0,0.885,16717.0,0.943,18298.0,17355.0,880.0,241.0,0.05
WS,13,0.05,0.05,0.05,degree,29.0,68.0,1.0,1.0,206.0,0.872,17750.0,0.923,18506.0,17583.0,867.0,240.0,0.05
WS,13,0.05,0.05,0.05,betweenness,37.0,94.0,1.0,1.0,182.0,0.893,17525.0,0.937,18178.0,17241.0,888.0,235.0,0.05
WS,13,0.05,0.05,0.05,kcore,25.0,62.0,1.0,1.0,215.0,0.903,18763.0,0.938,19207.0,18269.0,898.0,290.0,0.05
WS,13,0.05,0.05,0.05,collective_influence,33.0,83.0,1.0,1.0,184.0,0.88,18453.0,0.942,17908.0,16966.0,875.0,327.0,0.05
WS,13,0.05,0.05,0.05,community_bridge,38.0,82.0,1.0,1.0,193.0,0.883,17568.0,0.934,18768.0,17834.0,878.0,258.0,0.05
WS,13,0.15,0.05,0.05,random,8.0,16.0,1.0,1.0,561.0,0.946,18429.0,0.945,7071.0,6126.0,941.0,199.0,0.05
WS,13,0.15,0.05,0.05,degree,8.0,18.0,1.0,1.0,576.0,0.949,19046.0,0.945,7048.0,6103.0,944.0,190.0,0.05
WS,13,0.15,0.05,0.05,betweenness,8.0,18.0,1.0,1.0,556.0,0.949,18745.0,0.945,7335.0,6390.0,944.0,167.0,0.05
WS,13,0.15,0.05,0.05,kcore,10.0,18.0,1.0,1.0,581.0,0.942,18440.0,0.943,6986.0,6043.0,937.0,142.0,0.05
WS,13,0.15,0.05,0.05,collective_influence,9.0,19.0,1.0,1.0,547.0,0.95,19422.0,0.945,7048.0,6103.0,945.0,171.0,0.05
WS,13,0.15,0.05,0.05,community_bridge,8.0,18.0,1.0,1.0,568.0,0.948,19221.0,0.945,6694.0,5749.0,943.0,190.0,0.05
WS,18,0.01,0.05,0.05,random,,,0.0,0.0,9.0,0.013,285.0,0.041,945.0,904.0,8.0,62.0,0.05
WS,18,0.01,0.05,0.05,degree,,,0.0,0.0,6.0,0.011,173.0,0.039,834.0,795.0,6.0,71.0,0.05
WS,18,0.01,0.05,0.05,betweenness,,,0.0,0.0,11.0,0.018,410.0,0.054,1722.0,1668.0,13.0,94.0,0.05
WS,18,0.01,0.05,0.05,kcore,,,0.0,0.0,7.0,0.016,394.0,0.055,1524.0,1469.0,11.0,154.0,0.05
WS,18,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.012,267.0,0.044,1141.0,1097.0,7.0,94.0,0.05
WS,18,0.01,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.016,302.0,0.047,1303.0,1256.0,11.0,115.0,0.05
WS,18,0.02,0.05,0.05,random,208.0,,1.0,0.0,17.0,0.156,3141.0,0.305,6901.0,6596.0,151.0,400.0,0.05
WS,18,0.02,0.05,0.05,degree,,,0.0,0.0,18.0,0.045,757.0,0.115,2072.0,1957.0,40.0,124.0,0.05
WS,18,0.02,0.05,0.05,betweenness,,,0.0,0.0,6.0,0.01,129.0,0.033,593.0,560.0,5.0,53.0,0.05
WS,18,0.02,0.05,0.05,kcore,,,0.0,0.0,13.0,0.078,1307.0,0.179,3474.0,3295.0,73.0,238.0,0.05
WS,18,0.02,0.05,0.05,collective_influence,,,0.0,0.0,14.0,0.067,1433.0,0.123,3255.0,3132.0,62.0,211.0,0.05
WS,18,0.02,0.05,0.05,community_bridge,71.0,,1.0,0.0,40.0,0.347,7183.0,0.567,15298.0,14731.0,342.0,366.0,0.05
WS,18,0.05,0.05,0.05,random,34.0,68.0,1.0,1.0,238.0,0.89,17479.0,0.941,18573.0,17632.0,885.0,207.0,0.05
WS,18,0.05,0.05,0.05,degree,25.0,63.0,1.0,1.0,215.0,0.866,17230.0,0.931,17132.0,16201.0,861.0,240.0,0.05
WS,18,0.05,0.05,0.05,betweenness,34.0,88.0,1.0,1.0,166.0,0.827,16740.0,0.913,18141.0,17228.0,822.0,248.0,0.05
WS,18,0.05,0.05,0.05,kcore,22.0,56.0,1.0,1.0,247.0,0.829,16393.0,0.916,16931.0,16015.0,824.0,191.0,0.05
WS,18,0.05,0.05,0.05,collective_influence,39.0,107.0,1.0,1.0,157.0,0.898,18071.0,0.945,18448.0,17503.0,893.0,280.0,0.05
WS,18,0.05,0.05,0.05,community_bridge,26.0,68.0,1.0,1.0,212.0,0.897,19231.0,0.936,18248.0,17312.0,892.0,240.0,0.05
WS,18,0.15,0.05,0.05,random,10.0,18.0,1.0,1.0,587.0,0.95,18971.0,0.945,6899.0,5954.0,945.0,155.0,0.05
WS,18,0.15,0.05,0.05,degree,9.0,20.0,1.0,1.0,535.0,0.95,19604.0,0.945,7150.0,6205.0,945.0,160.0,0.05
WS,18,0.15,0.05,0.05,betweenness,9.0,20.0,1.0,1.0,563.0,0.948,19605.0,0.945,6819.0,5874.0,943.0,180.0,0.05
WS,18,0.15,0.05,0.05,kcore,9.0,19.0,1.0,1.0,538.0,0.94,18803.0,0.938,7150.0,6212.0,935.0,151.0,0.05
WS,18,0.15,0.05,0.05,collective_influence,11.0,22.0,1.0,1.0,520.0,0.95,18291.0,0.945,7141.0,6196.0,945.0,178.0,0.05
WS,18,0.15,0.05,0.05,community_bridge,9.0,19.0,1.0,1.0,601.0,0.95,19544.0,0.945,6943.0,5998.0,945.0,160.0,0.05
