topology,trial,family,beta,gamma,initial_spreaders,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
BA,0,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,39.0,0.025,180.0,155.0,0.0,18.0,0.0
BA,0,beta_gamma,0.01,0.05,5,50.0,,1.0,0.0,84.0,0.387,7352.0,0.959,37819.0,36860.0,382.0,253.0,0.0
BA,0,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.009,78.0,0.038,320.0,282.0,4.0,47.0,0.0
BA,0,beta_gamma,0.02,0.05,5,21.0,58.0,1.0,1.0,206.0,0.682,13920.0,0.992,34112.0,33120.0,677.0,200.0,0.0
BA,0,beta_gamma,0.02,0.1,5,18.0,,1.0,0.0,84.0,0.304,2933.0,0.925,15145.0,14220.0,299.0,83.0,0.0
BA,0,beta_gamma,0.05,0.05,5,7.0,16.0,1.0,1.0,498.0,0.939,19980.0,0.995,19329.0,18334.0,934.0,220.0,0.0
BA,0,beta_gamma,0.05,0.1,5,8.0,20.0,1.0,1.0,282.0,0.763,7760.0,0.994,16496.0,15502.0,758.0,118.0,0.0
BA,0,beta_gamma,0.15,0.05,5,6.0,9.0,1.0,1.0,749.0,0.998,19323.0,0.995,7502.0,6507.0,993.0,130.0,0.0
BA,0,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,607.0,0.975,9881.0,0.995,7146.0,6151.0,970.0,72.0,0.0
BA,0,seed_count,0.15,0.05,1,7.0,10.0,1.0,1.0,740.0,0.996,20157.0,0.999,7480.0,6481.0,995.0,146.0,0.0
BA,0,seed_count,0.15,0.05,5,4.0,8.0,1.0,1.0,732.0,0.994,19453.0,0.995,7675.0,6680.0,989.0,132.0,0.0
BA,0,seed_count,0.15,0.05,10,3.0,6.0,1.0,1.0,719.0,0.992,19736.0,0.99,7481.0,6491.0,982.0,132.0,0.0
BA,4,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.008,123.0,0.066,1569.0,1503.0,3.0,37.0,0.0
BA,4,beta_gamma,0.005,0.1,5,,,0.0,0.0,6.0,0.007,71.0,0.045,405.0,360.0,2.0,18.0,0.0
BA,4,beta_gamma,0.01,0.05,5,,,0.0,0.0,7.0,0.011,145.0,0.083,563.0,480.0,6.0,39.0,0.0
BA,4,beta_gamma,0.01,0.1,5,,,0.0,0.0,21.0,0.07,717.0,0.451,6339.0,5888.0,65.0,88.0,0.0
BA,4,beta_gamma,0.02,0.05,5,15.0,54.0,1.0,1.0,199.0,0.636,12447.0,0.994,32037.0,31043.0,631.0,220.0,0.0
BA,4,beta_gamma,0.02,0.1,5,23.0,,1.0,0.0,79.0,0.341,3561.0,0.926,17320.0,16394.0,336.0,167.0,0.0
BA,4,beta_gamma,0.05,0.05,5,18.0,27.0,1.0,1.0,503.0,0.934,18461.0,0.995,19026.0,18031.0,929.0,140.0,0.0
BA,4,beta_gamma,0.05,0.1,5,11.0,21.0,1.0,1.0,299.0,0.783,7775.0,0.995,16023.0,15028.0,778.0,99.0,0.0
BA,4,beta_gamma,0.15,0.05,5,5.0,8.0,1.0,1.0,774.0,0.997,20500.0,0.995,7684.0,6689.0,992.0,169.0,0.0
BA,4,beta_gamma,0.15,0.1,5,6.0,10.0,1.0,1.0,558.0,0.967,9325.0,0.995,7399.0,6404.0,962.0,71.0,0.0
BA,4,seed_count,0.15,0.05,1,6.0,9.0,1.0,1.0,726.0,0.994,19438.0,0.999,7312.0,6313.0,993.0,148.0,0.0
BA,4,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,732.0,0.996,20382.0,0.995,7219.0,6224.0,991.0,176.0,0.0
BA,4,seed_count,0.15,0.05,10,3.0,6.0,1.0,1.0,732.0,0.997,20506.0,0.99,7390.0,6400.0,987.0,181.0,0.0
BA,5,beta_gamma,0.005,0.05,5,,,0.0,0.0,18.0,0.06,1343.0,0.491,11909.0,11418.0,55.0,184.0,0.0
BA,5,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.006,53.0,0.025,163.0,138.0,1.0,30.0,0.0
BA,5,beta_gamma,0.01,0.05,5,,,0.0,0.0,8.0,0.016,287.0,0.103,1251.0,1148.0,11.0,69.0,0.0
BA,5,beta_gamma,0.01,0.1,5,,,0.0,0.0,11.0,0.036,371.0,0.258,2415.0,2157.0,31.0,68.0,0.0
BA,5,beta_gamma,0.02,0.05,5,23.0,54.0,1.0,1.0,211.0,0.675,12701.0,0.993,32659.0,31666.0,670.0,205.0,0.0
BA,5,beta_gamma,0.02,0.1,5,19.0,,1.0,0.0,87.0,0.344,3508.0,0.927,17424.0,16497.0,339.0,106.0,0.0
BA,5,beta_gamma,0.05,0.05,5,12.0,21.0,1.0,1.0,475.0,0.927,18409.0,0.995,19635.0,18640.0,922.0,171.0,0.0
BA,5,beta_gamma,0.05,0.1,5,9.0,18.0,1.0,1.0,330.0,0.797,7898.0,0.995,15828.0,14833.0,792.0,82.0,0.0
BA,5,beta_gamma,0.15,0.05,5,4.0,7.0,1.0,1.0,743.0,0.986,19030.0,0.995,7566.0,6571.0,981.0,172.0,0.0
BA,5,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,622.0,0.98,9983.0,0.995,7106.0,6111.0,975.0,105.0,0.0
BA,5,seed_count,0.15,0.05,1,6.0,9.0,1.0,1.0,738.0,0.999,19845.0,0.999,7592.0,6593.0,998.0,231.0,0.0
BA,5,seed_count,0.15,0.05,5,6.0,9.0,1.0,1.0,724.0,0.994,20340.0,0.995,7827.0,6832.0,989.0,172.0,0.0
BA,5,seed_count,0.15,0.05,10,3.0,6.0,1.0,1.0,732.0,0.998,20251.0,0.99,7268.0,6278.0,988.0,175.0,0.0
BA,6,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.007,204.0,0.025,600.0,575.0,2.0,90.0,0.0
BA,6,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.007,38.0,0.048,309.0,261.0,2.0,13.0,0.0
BA,6,beta_gamma,0.01,0.05,5,63.0,,1.0,0.0,75.0,0.38,7392.0,0.946,37712.0,36766.0,375.0,251.0,0.0
BA,6,beta_gamma,0.01,0.1,5,,,0.0,0.0,6.0,0.007,67.0,0.029,257.0,228.0,2.0,20.0,0.0
BA,6,beta_gamma,0.02,0.05,5,30.0,70.0,1.0,1.0,181.0,0.609,12041.0,0.99,30932.0,29942.0,604.0,285.0,0.0
BA,6,beta_gamma,0.02,0.1,5,70.0,,1.0,0.0,95.0,0.361,3451.0,0.942,16818.0,15876.0,356.0,179.0,0.0
BA,6,beta_gamma,0.05,0.05,5,15.0,25.0,1.0,1.0,479.0,0.931,18670.0,0.995,19597.0,18602.0,926.0,137.0,0.0
BA,6,beta_gamma,0.05,0.1,5,8.0,19.0,1.0,1.0,284.0,0.784,7800.0,0.995,14873.0,13878.0,779.0,103.0,0.0
BA,6,beta_gamma,0.15,0.05,5,4.0,7.0,1.0,1.0,726.0,0.992,19979.0,0.995,7636.0,6641.0,987.0,195.0,0.0
BA,6,beta_gamma,0.15,0.1,5,3.0,7.0,1.0,1.0,601.0,0.985,10016.0,0.995,7629.0,6634.0,980.0,78.0,0.0
BA,6,seed_count,0.15,0.05,1,6.0,9.0,1.0,1.0,731.0,0.994,19824.0,0.999,7390.0,6391.0,993.0,129.0,0.0
BA,6,seed_count,0.15,0.05,5,3.0,6.0,1.0,1.0,727.0,0.993,19973.0,0.995,7548.0,6553.0,988.0,165.0,0.0
BA,6,seed_count,0.15,0.05,10,4.0,7.0,1.0,1.0,736.0,0.997,19586.0,0.99,7513.0,6523.0,987.0,143.0,0.0
BA,7,beta_gamma,0.005,0.05,5,132.0,,1.0,0.0,23.0,0.111,2567.0,0.663,19476.0,18813.0,106.0,212.0,0.0
BA,7,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,35.0,0.035,268.0,233.0,0.0,10.0,0.0
BA,7,beta_gamma,0.01,0.05,5,65.0,,1.0,0.0,70.0,0.411,9401.0,0.967,39659.0,38692.0,406.0,318.0,0.0
BA,7,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.005,25.0,0.035,104.0,69.0,0.0,9.0,0.0
BA,7,beta_gamma,0.02,0.05,5,22.0,58.0,1.0,1.0,190.0,0.665,14326.0,0.987,34184.0,33197.0,660.0,223.0,0.0
BA,7,beta_gamma,0.02,0.1,5,,,0.0,0.0,6.0,0.006,34.0,0.026,139.0,113.0,1.0,8.0,0.0
BA,7,beta_gamma,0.05,0.05,5,9.0,17.0,1.0,1.0,488.0,0.932,19237.0,0.995,18579.0,17584.0,927.0,218.0,0.0
BA,7,beta_gamma,0.05,0.1,5,16.0,31.0,1.0,1.0,223.0,0.738,7115.0,0.995,14800.0,13805.0,733.0,121.0,0.0
BA,7,beta_gamma,0.15,0.05,5,4.0,7.0,1.0,1.0,735.0,0.993,19724.0,0.995,7533.0,6538.0,988.0,155.0,0.0
BA,7,beta_gamma,0.15,0.1,5,6.0,9.0,1.0,1.0,586.0,0.98,9487.0,0.995,7325.0,6330.0,975.0,73.0,0.0
BA,7,seed_count,0.15,0.05,1,6.0,9.0,1.0,1.0,704.0,0.994,19133.0,0.999,7408.0,6409.0,993.0,136.0,0.0
BA,7,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,732.0,0.994,19844.0,0.995,7489.0,6494.0,989.0,190.0,0.0
BA,7,seed_count,0.15,0.05,10,4.0,7.0,1.0,1.0,729.0,0.995,20103.0,0.99,7187.0,6197.0,985.0,151.0,0.0
BA,10,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.006,132.0,0.044,703.0,659.0,1.0,57.0,0.0
BA,10,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,82.0,0.017,300.0,283.0,0.0,41.0,0.0
BA,10,beta_gamma,0.01,0.05,5,53.0,,1.0,0.0,39.0,0.306,6622.0,0.924,31056.0,30132.0,301.0,331.0,0.0
BA,10,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.005,88.0,0.024,336.0,312.0,0.0,42.0,0.0
BA,10,beta_gamma,0.02,0.05,5,33.0,67.0,1.0,1.0,203.0,0.699,14383.0,0.993,37508.0,36515.0,694.0,210.0,0.0
BA,10,beta_gamma,0.02,0.1,5,22.0,,1.0,0.0,86.0,0.344,3620.0,0.942,16710.0,15768.0,339.0,105.0,0.0
BA,10,beta_gamma,0.05,0.05,5,15.0,24.0,1.0,1.0,468.0,0.935,19086.0,0.995,19461.0,18466.0,930.0,251.0,0.0
BA,10,beta_gamma,0.05,0.1,5,10.0,23.0,1.0,1.0,262.0,0.776,7604.0,0.994,15103.0,14109.0,771.0,91.0,0.0
BA,10,beta_gamma,0.15,0.05,5,4.0,7.0,1.0,1.0,738.0,0.994,19525.0,0.995,7739.0,6744.0,989.0,136.0,0.0
BA,10,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,617.0,0.971,9869.0,0.995,7159.0,6164.0,966.0,79.0,0.0
BA,10,seed_count,0.15,0.05,1,4.0,7.0,1.0,1.0,758.0,0.998,20279.0,0.999,7741.0,6742.0,997.0,152.0,0.0
BA,10,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,737.0,0.991,18855.0,0.995,7251.0,6256.0,986.0,177.0,0.0
BA,10,seed_count,0.15,0.05,10,4.0,6.0,1.0,1.0,749.0,0.996,19930.0,0.99,7080.0,6090.0,986.0,180.0,0.0
BA,8,beta_gamma,0.005,0.05,5,,,0.0,0.0,16.0,0.052,1072.0,0.373,10328.0,9955.0,47.0,155.0,0.0
BA,8,beta_gamma,0.005,0.1,5,,,0.0,0.0,14.0,0.068,852.0,0.496,10248.0,9752.0,63.0,107.0,0.0
BA,8,beta_gamma,0.01,0.05,5,44.0,,1.0,0.0,101.0,0.374,7186.0,0.957,35814.0,34857.0,369.0,204.0,0.0
BA,8,beta_gamma,0.01,0.1,5,,,0.0,0.0,6.0,0.008,99.0,0.048,673.0,625.0,3.0,41.0,0.0
BA,8,beta_gamma,0.02,0.05,5,17.0,47.0,1.0,1.0,227.0,0.683,13581.0,0.995,33944.0,32949.0,678.0,236.0,0.0
BA,8,beta_gamma,0.02,0.1,5,,,0.0,0.0,5.0,0.008,76.0,0.036,287.0,251.0,3.0,27.0,0.0
BA,8,beta_gamma,0.05,0.05,5,11.0,19.0,1.0,1.0,509.0,0.948,19172.0,0.995,19286.0,18291.0,943.0,165.0,0.0
BA,8,beta_gamma,0.05,0.1,5,10.0,21.0,1.0,1.0,256.0,0.745,7213.0,0.994,14968.0,13974.0,740.0,90.0,0.0
BA,8,beta_gamma,0.15,0.05,5,4.0,8.0,1.0,1.0,717.0,0.996,20744.0,0.995,7868.0,6873.0,991.0,212.0,0.0
BA,8,beta_gamma,0.15,0.1,5,4.0,7.0,1.0,1.0,602.0,0.972,10054.0,0.995,7041.0,6046.0,967.0,87.0,0.0
BA,8,seed_count,0.15,0.05,1,6.0,9.0,1.0,1.0,725.0,0.994,20150.0,0.999,7474.0,6475.0,993.0,166.0,0.0
BA,8,seed_count,0.15,0.05,5,5.0,8.0,1.0,1.0,764.0,1.0,21284.0,0.995,7525.0,6530.0,995.0,140.0,0.0
BA,8,seed_count,0.15,0.05,10,4.0,8.0,1.0,1.0,720.0,0.993,19411.0,0.99,7687.0,6697.0,983.0,141.0,0.0
BA,12,beta_gamma,0.005,0.05,5,,,0.0,0.0,6.0,0.007,104.0,0.036,266.0,230.0,2.0,48.0,0.0
BA,12,beta_gamma,0.005,0.1,5,,,0.0,0.0,15.0,0.047,601.0,0.482,6787.0,6305.0,42.0,84.0,0.0
BA,12,beta_gamma,0.01,0.05,5,67.0,,1.0,0.0,66.0,0.359,7020.0,0.936,35236.0,34300.0,354.0,290.0,0.0
BA,12,beta_gamma,0.01,0.1,5,,,0.0,0.0,8.0,0.021,242.0,0.141,1485.0,1344.0,16.0,97.0,0.0
BA,12,beta_gamma,0.02,0.05,5,58.0,102.0,1.0,1.0,190.0,0.652,13193.0,0.993,34676.0,33683.0,647.0,243.0,0.0
BA,12,beta_gamma,0.02,0.1,5,33.0,,1.0,0.0,66.0,0.33,3304.0,0.924,16583.0,15659.0,325.0,149.0,0.0
BA,12,beta_gamma,0.05,0.05,5,12.0,20.0,1.0,1.0,453.0,0.908,17757.0,0.995,19356.0,18361.0,903.0,229.0,0.0
BA,12,beta_gamma,0.05,0.1,5,10.0,22.0,1.0,1.0,267.0,0.767,7313.0,0.993,14575.0,13582.0,762.0,91.0,0.0
BA,12,beta_gamma,0.15,0.05,5,5.0,8.0,1.0,1.0,722.0,0.991,18645.0,0.995,7308.0,6313.0,986.0,160.0,0.0
BA,12,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,618.0,0.977,9607.0,0.995,7204.0,6209.0,972.0,63.0,0.0
BA,12,seed_count,0.15,0.05,1,8.0,11.0,1.0,1.0,714.0,0.995,19601.0,0.999,7585.0,6586.0,994.0,178.0,0.0
BA,12,seed_count,0.15,0.05,5,3.0,6.0,1.0,1.0,735.0,0.995,19971.0,0.995,7760.0,6765.0,990.0,125.0,0.0
BA,12,seed_count,0.15,0.05,10,3.0,6.0,1.0,1.0,750.0,0.997,20089.0,0.99,7355.0,6365.0,987.0,167.0,0.0
BA,11,beta_gamma,0.005,0.05,5,,,0.0,0.0,15.0,0.052,1160.0,0.301,8649.0,8348.0,47.0,188.0,0.0
BA,11,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.006,70.0,0.04,414.0,374.0,1.0,21.0,0.0
BA,11,beta_gamma,0.01,0.05,5,46.0,,1.0,0.0,71.0,0.341,7190.0,0.918,35998.0,35080.0,336.0,259.0,0.0
BA,11,beta_gamma,0.01,0.1,5,,,0.0,0.0,7.0,0.018,187.0,0.145,963.0,818.0,13.0,55.0,0.0
BA,11,beta_gamma,0.02,0.05,5,19.0,43.0,1.0,1.0,261.0,0.717,14576.0,0.995,34387.0,33392.0,712.0,167.0,0.0
BA,11,beta_gamma,0.02,0.1,5,40.0,,1.0,0.0,77.0,0.36,3580.0,0.941,16552.0,15611.0,355.0,132.0,0.0
BA,11,beta_gamma,0.05,0.05,5,6.0,15.0,1.0,1.0,455.0,0.901,17743.0,0.995,18605.0,17610.0,896.0,157.0,0.0
BA,11,beta_gamma,0.05,0.1,5,12.0,24.0,1.0,1.0,259.0,0.76,7406.0,0.995,16148.0,15153.0,755.0,91.0,0.0
BA,11,beta_gamma,0.15,0.05,5,4.0,7.0,1.0,1.0,739.0,0.997,20299.0,0.995,7351.0,6356.0,992.0,131.0,0.0
BA,11,beta_gamma,0.15,0.1,5,4.0,7.0,1.0,1.0,614.0,0.987,10654.0,0.995,7253.0,6258.0,982.0,74.0,0.0
BA,11,seed_count,0.15,0.05,1,9.0,12.0,1.0,1.0,760.0,0.997,20247.0,0.999,7278.0,6279.0,996.0,145.0,0.0
BA,11,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,740.0,0.997,19673.0,0.995,7257.0,6262.0,992.0,129.0,0.0
BA,11,seed_count,0.15,0.05,10,4.0,7.0,1.0,1.0,742.0,0.998,20842.0,0.99,7699.0,6709.0,988.0,155.0,0.0
BA,9,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.005,71.0,0.024,354.0,330.0,0.0,20.0,0.0
BA,9,beta_gamma,0.005,0.1,5,,,0.0,0.0,6.0,0.013,105.0,0.066,564.0,498.0,8.0,42.0,0.0
BA,9,beta_gamma,0.01,0.05,5,122.0,,1.0,0.0,34.0,0.236,4639.0,0.875,21362.0,20487.0,231.0,318.0,0.0
BA,9,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.005,30.0,0.021,114.0,93.0,0.0,12.0,0.0
BA,9,beta_gamma,0.02,0.05,5,29.0,62.0,1.0,1.0,222.0,0.676,13273.0,0.993,32608.0,31615.0,671.0,240.0,0.0
BA,9,beta_gamma,0.02,0.1,5,24.0,,1.0,0.0,91.0,0.361,3553.0,0.938,16698.0,15760.0,356.0,111.0,0.0
BA,9,beta_gamma,0.05,0.05,5,9.0,18.0,1.0,1.0,507.0,0.928,18843.0,0.995,19261.0,18266.0,923.0,170.0,0.0
BA,9,beta_gamma,0.05,0.1,5,11.0,22.0,1.0,1.0,283.0,0.777,7576.0,0.995,16117.0,15122.0,772.0,87.0,0.0
BA,9,beta_gamma,0.15,0.05,5,3.0,6.0,1.0,1.0,742.0,0.993,18884.0,0.995,7057.0,6062.0,988.0,130.0,0.0
BA,9,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,604.0,0.979,10136.0,0.995,7329.0,6334.0,974.0,75.0,0.0
BA,9,seed_count,0.15,0.05,1,10.0,13.0,1.0,1.0,734.0,0.993,20055.0,0.999,7390.0,6391.0,992.0,158.0,0.0
BA,9,seed_count,0.15,0.05,5,4.0,8.0,1.0,1.0,749.0,0.995,19612.0,0.995,7388.0,6393.0,990.0,154.0,0.0
BA,9,seed_count,0.15,0.05,10,4.0,7.0,1.0,1.0,727.0,0.997,19532.0,0.99,7043.0,6053.0,987.0,148.0,0.0
BA,13,beta_gamma,0.005,0.05,5,,,0.0,0.0,7.0,0.008,119.0,0.056,724.0,668.0,3.0,48.0,0.0
BA,13,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.006,53.0,0.025,165.0,140.0,1.0,22.0,0.0
BA,13,beta_gamma,0.01,0.05,5,,,0.0,0.0,5.0,0.007,87.0,0.023,238.0,215.0,2.0,42.0,0.0
BA,13,beta_gamma,0.01,0.1,5,,,0.0,0.0,7.0,0.011,85.0,0.049,440.0,391.0,6.0,16.0,0.0
BA,13,beta_gamma,0.02,0.05,5,22.0,66.0,1.0,1.0,193.0,0.628,12601.0,0.992,32818.0,31826.0,623.0,296.0,0.0
BA,13,beta_gamma,0.02,0.1,5,18.0,,1.0,0.0,111.0,0.425,4404.0,0.96,19413.0,18453.0,420.0,114.0,0.0
BA,13,beta_gamma,0.05,0.05,5,10.0,20.0,1.0,1.0,412.0,0.905,18171.0,0.995,18865.0,17870.0,900.0,192.0,0.0
BA,13,beta_gamma,0.05,0.1,5,28.0,39.0,1.0,1.0,280.0,0.751,7359.0,0.995,15134.0,14139.0,746.0,108.0,0.0
BA,13,beta_gamma,0.15,0.05,5,5.0,8.0,1.0,1.0,736.0,0.993,20498.0,0.995,7479.0,6484.0,988.0,146.0,0.0
BA,13,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,576.0,0.976,9700.0,0.995,7397.0,6402.0,971.0,63.0,0.0
BA,13,seed_count,0.15,0.05,1,6.0,9.0,1.0,1.0,738.0,0.997,19464.0,0.999,7573.0,6574.0,996.0,199.0,0.0
BA,13,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,752.0,0.991,20495.0,0.995,7350.0,6355.0,986.0,174.0,0.0
BA,13,seed_count,0.15,0.05,10,4.0,7.0,1.0,1.0,753.0,0.998,19332.0,0.99,7511.0,6521.0,988.0,153.0,0.0
BA,14,beta_gamma,0.005,0.05,5,,,0.0,0.0,7.0,0.008,109.0,0.068,951.0,883.0,3.0,38.0,0.0
BA,14,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,57.0,0.016,175.0,159.0,0.0,18.0,0.0
BA,14,beta_gamma,0.01,0.05,5,46.0,,1.0,0.0,92.0,0.368,7437.0,0.949,32846.0,31897.0,363.0,274.0,0.0
BA,14,beta_gamma,0.01,0.1,5,,,0.0,0.0,6.0,0.007,70.0,0.032,291.0,259.0,2.0,21.0,0.0
BA,14,beta_gamma,0.02,0.05,5,24.0,59.0,1.0,1.0,201.0,0.664,12880.0,0.992,31768.0,30776.0,659.0,255.0,0.0
BA,14,beta_gamma,0.02,0.1,5,18.0,,1.0,0.0,105.0,0.41,4201.0,0.96,19305.0,18345.0,405.0,146.0,0.0
BA,14,beta_gamma,0.05,0.05,5,10.0,19.0,1.0,1.0,457.0,0.914,18393.0,0.995,19178.0,18183.0,909.0,193.0,0.0
BA,14,beta_gamma,0.05,0.1,5,12.0,24.0,1.0,1.0,275.0,0.776,7745.0,0.995,15363.0,14368.0,771.0,106.0,0.0
BA,14,beta_gamma,0.15,0.05,5,4.0,7.0,1.0,1.0,754.0,0.994,20105.0,0.995,7291.0,6296.0,989.0,147.0,0.0
BA,14,beta_gamma,0.15,0.1,5,4.0,7.0,1.0,1.0,555.0,0.975,9542.0,0.995,7086.0,6091.0,970.0,68.0,0.0
BA,14,seed_count,0.15,0.05,1,5.0,8.0,1.0,1.0,741.0,0.996,20504.0,0.999,7203.0,6204.0,995.0,127.0,0.0
BA,14,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,732.0,0.99,18867.0,0.995,7575.0,6580.0,985.0,119.0,0.0
BA,14,seed_count,0.15,0.05,10,4.0,6.0,1.0,1.0,734.0,0.993,19952.0,0.99,7728.0,6738.0,983.0,154.0,0.0
BA,15,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.013,312.0,0.127,1699.0,1572.0,8.0,103.0,0.0
BA,15,beta_gamma,0.005,0.1,5,,,0.0,0.0,6.0,0.016,183.0,0.141,1510.0,1369.0,11.0,61.0,0.0
BA,15,beta_gamma,0.01,0.05,5,129.0,,1.0,0.0,58.0,0.275,5388.0,0.909,26813.0,25904.0,270.0,336.0,0.0
BA,15,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.005,27.0,0.021,125.0,104.0,0.0,11.0,0.0
BA,15,beta_gamma,0.02,0.05,5,21.0,55.0,1.0,1.0,223.0,0.677,13571.0,0.992,33693.0,32701.0,672.0,192.0,0.0
BA,15,beta_gamma,0.02,0.1,5,23.0,,1.0,0.0,54.0,0.296,2845.0,0.908,14657.0,13749.0,291.0,109.0,0.0
BA,15,beta_gamma,0.05,0.05,5,12.0,21.0,1.0,1.0,436.0,0.922,18939.0,0.995,19070.0,18075.0,917.0,147.0,0.0
BA,15,beta_gamma,0.05,0.1,5,13.0,25.0,1.0,1.0,251.0,0.764,7415.0,0.994,15805.0,14811.0,759.0,110.0,0.0
BA,15,beta_gamma,0.15,0.05,5,5.0,8.0,1.0,1.0,736.0,0.995,20010.0,0.995,7463.0,6468.0,990.0,123.0,0.0
BA,15,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,575.0,0.978,9457.0,0.995,7029.0,6034.0,973.0,75.0,0.0
BA,15,seed_count,0.15,0.05,1,12.0,15.0,1.0,1.0,747.0,0.992,21169.0,0.999,7497.0,6498.0,991.0,144.0,0.0
BA,15,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,763.0,0.989,20494.0,0.995,7483.0,6488.0,984.0,132.0,0.0
BA,15,seed_count,0.15,0.05,10,5.0,8.0,1.0,1.0,722.0,0.995,18421.0,0.99,7645.0,6655.0,985.0,148.0,0.0
BA,16,beta_gamma,0.005,0.05,5,,,0.0,0.0,19.0,0.077,1498.0,0.528,13961.0,13433.0,72.0,184.0,0.0
BA,16,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,50.0,0.016,151.0,135.0,0.0,27.0,0.0
BA,16,beta_gamma,0.01,0.05,5,38.0,,1.0,0.0,80.0,0.374,7735.0,0.93,35816.0,34886.0,369.0,252.0,0.0
BA,16,beta_gamma,0.01,0.1,5,,,0.0,0.0,13.0,0.039,342.0,0.339,3341.0,3002.0,34.0,54.0,0.0
BA,16,beta_gamma,0.02,0.05,5,28.0,56.0,1.0,1.0,246.0,0.681,13191.0,0.994,32717.0,31723.0,676.0,174.0,0.0
BA,16,beta_gamma,0.02,0.1,5,,,0.0,0.0,5.0,0.006,54.0,0.024,182.0,158.0,1.0,35.0,0.0
BA,16,beta_gamma,0.05,0.05,5,10.0,19.0,1.0,1.0,504.0,0.942,19932.0,0.995,19604.0,18609.0,937.0,161.0,0.0
BA,16,beta_gamma,0.05,0.1,5,10.0,21.0,1.0,1.0,278.0,0.767,7650.0,0.993,15159.0,14166.0,762.0,102.0,0.0
BA,16,beta_gamma,0.15,0.05,5,6.0,9.0,1.0,1.0,723.0,0.994,19467.0,0.995,7774.0,6779.0,989.0,141.0,0.0
BA,16,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,616.0,0.973,9476.0,0.995,7273.0,6278.0,968.0,74.0,0.0
BA,16,seed_count,0.15,0.05,1,6.0,9.0,1.0,1.0,755.0,0.996,20152.0,0.999,7035.0,6036.0,995.0,122.0,0.0
BA,16,seed_count,0.15,0.05,5,5.0,7.0,1.0,1.0,753.0,0.996,20219.0,0.995,7447.0,6452.0,991.0,195.0,0.0
BA,16,seed_count,0.15,0.05,10,4.0,6.0,1.0,1.0,735.0,0.995,20082.0,0.99,7641.0,6651.0,985.0,129.0,0.0
BA,17,beta_gamma,0.005,0.05,5,,,0.0,0.0,15.0,0.051,933.0,0.369,8671.0,8302.0,46.0,150.0,0.0
BA,17,beta_gamma,0.005,0.1,5,,,0.0,0.0,6.0,0.012,95.0,0.187,1221.0,1034.0,7.0,28.0,0.0
BA,17,beta_gamma,0.01,0.05,5,,,0.0,0.0,21.0,0.057,982.0,0.342,6519.0,6177.0,52.0,221.0,0.0
BA,17,beta_gamma,0.01,0.1,5,,,0.0,0.0,10.0,0.04,457.0,0.282,3146.0,2864.0,35.0,118.0,0.0
BA,17,beta_gamma,0.02,0.05,5,22.0,56.0,1.0,1.0,205.0,0.666,13462.0,0.995,33488.0,32493.0,661.0,181.0,0.0
BA,17,beta_gamma,0.02,0.1,5,42.0,,1.0,0.0,68.0,0.37,3822.0,0.942,18162.0,17220.0,365.0,158.0,0.0
