topology,trial,strategy,fraction,remaining_nodes,remaining_edges,components_after,lcc_fraction_original_n,incident_edges_blocked,incident_edge_fraction,cross_community_edges_blocked,approx_mean_path_after,protected_mean_degree
BA,44,pagerank,0.01,990,2365,1,0.99,626,0.20929455031761954,383,2.763157894736842,64.5
BA,44,pagerank,0.05,950,1671,12,0.938,1320,0.44132397191574724,792,4.468421052631579,28.84
BA,44,pagerank,0.1,900,1201,36,0.862,1790,0.5984620528251421,1048,5.88421052631579,20.49
BA,44,random,0.01,990,2944,1,0.99,47,0.015713808090939484,22,1.7842105263157895,4.8
BA,44,random,0.05,950,2700,1,0.95,291,0.09729187562688064,152,1.8157894736842106,5.98
BA,44,random,0.1,900,2417,2,0.899,574,0.19190906051487797,297,1.8842105263157896,6.03
BA,45,betweenness,0.01,990,2448,1,0.99,543,0.1815446339017051,328,2.942105263157895,56.4
BA,45,betweenness,0.05,950,1759,13,0.938,1232,0.41190237378803074,767,4.089473684210526,27.28
BA,45,betweenness,0.1,900,1316,41,0.859,1675,0.5600133734536944,998,5.657894736842105,19.4
BA,45,collective_influence,0.01,990,2453,1,0.99,538,0.17987295218990304,328,2.963157894736842,56.1
BA,45,collective_influence,0.05,950,1690,18,0.933,1301,0.43497158141089937,789,4.8052631578947365,28.66
BA,45,collective_influence,0.1,900,1232,53,0.846,1759,0.5880976262119693,1055,6.773684210526316,20.38
BA,45,community_bridge,0.01,990,2456,1,0.99,535,0.1788699431628218,332,2.9368421052631577,55.4
BA,45,community_bridge,0.05,950,1703,16,0.935,1288,0.430625208960214,820,4.410526315789474,28.36
BA,45,community_bridge,0.1,900,1230,50,0.846,1761,0.5887662988966901,1079,7.08421052631579,20.31
BA,45,degree,0.01,990,2448,1,0.99,543,0.1815446339017051,328,2.942105263157895,56.4
BA,45,degree,0.05,950,1685,17,0.934,1306,0.43664326312270146,797,4.636842105263158,28.74
BA,45,degree,0.1,900,1211,51,0.848,1780,0.5951186894015379,1071,6.842105263157895,20.52
BA,45,eigenvector,0.01,990,2466,2,0.989,525,0.17552657973921765,319,2.863157894736842,54.8
BA,45,eigenvector,0.05,950,1820,15,0.936,1171,0.3915078569040455,700,3.8473684210526318,26.18
BA,45,eigenvector,0.1,900,1529,27,0.874,1462,0.4887997325309261,859,4.6947368421052635,17.36
BA,45,kcore,0.01,990,2448,1,0.99,543,0.1815446339017051,328,2.942105263157895,56.4
BA,45,kcore,0.05,950,1685,17,0.934,1306,0.43664326312270146,797,4.636842105263158,28.74
BA,45,kcore,0.1,900,1211,51,0.848,1780,0.5951186894015379,1071,6.842105263157895,20.52
BA,45,pagerank,0.01,990,2448,1,0.99,543,0.1815446339017051,328,2.942105263157895,56.4
BA,45,pagerank,0.05,950,1683,17,0.934,1308,0.4373119358074223,801,4.505263157894737,28.74
BA,45,pagerank,0.1,900,1202,53,0.846,1789,0.5981277164827816,1064,6.531578947368421,20.52
BA,45,random,0.01,990,2943,1,0.99,48,0.0160481444332999,20,1.8,4.8
BA,45,random,0.05,950,2622,1,0.95,369,0.12337011033099297,184,1.9631578947368422,7.64
BA,45,random,0.1,900,2401,1,0.9,590,0.1972584419926446,282,1.9684210526315788,6.24
BA,46,betweenness,0.01,990,2452,1,0.99,539,0.18020728853226345,335,2.8842105263157896,55.4
BA,46,betweenness,0.05,950,1698,16,0.932,1293,0.43229689067201604,778,4.4526315789473685,28.42
BA,46,betweenness,0.1,900,1300,38,0.857,1691,0.565362754931461,1006,5.073684210526316,19.57
BA,46,collective_influence,0.01,990,2457,1,0.99,534,0.17853560682046138,332,2.9157894736842107,55.2
BA,46,collective_influence,0.05,950,1670,18,0.931,1321,0.44165830825810765,805,4.5473684210526315,29.12
BA,46,collective_influence,0.1,900,1227,50,0.843,1764,0.5897693079237714,1045,5.947368421052632,20.44
BA,46,community_bridge,0.01,990,2449,1,0.99,542,0.1812102975593447,343,2.9,55.7
BA,46,community_bridge,0.05,950,1657,16,0.933,1334,0.44600468070879307,827,4.1421052631578945,29.22
BA,46,community_bridge,0.1,900,1213,43,0.85,1778,0.5944500167168171,1085,5.947368421052632,20.47
BA,46,degree,0.01,990,2444,1,0.99,547,0.18288197927114677,340,2.8842105263157896,56.1
BA,46,degree,0.05,950,1651,20,0.929,1340,0.4480106987629555,821,4.568421052631579,29.4
BA,46,degree,0.1,900,1195,45,0.846,1796,0.6004680708793045,1066,6.442105263157894,20.7
BA,46,eigenvector,0.01,990,2486,1,0.99,505,0.16883985289200937,320,2.8473684210526318,52.6
BA,46,eigenvector,0.05,950,1859,13,0.938,1132,0.3784687395519893,675,3.889473684210526,25.3
BA,46,eigenvector,0.1,900,1545,26,0.872,1446,0.4834503510531595,834,4.0,17.17
BA,46,kcore,0.01,990,2444,1,0.99,547,0.18288197927114677,340,2.8842105263157896,56.1
BA,46,kcore,0.05,950,1651,20,0.929,1340,0.4480106987629555,821,4.568421052631579,29.4
BA,46,kcore,0.1,900,1195,45,0.846,1796,0.6004680708793045,1066,6.442105263157894,20.7
BA,46,pagerank,0.01,990,2444,1,0.99,547,0.18288197927114677,340,2.8842105263157896,56.1
BA,46,pagerank,0.05,950,1649,19,0.93,1342,0.4486793714476764,820,4.521052631578947,29.4
BA,46,pagerank,0.1,900,1184,47,0.845,1807,0.6041457706452691,1077,6.321052631578947,20.7
BA,46,random,0.01,990,2935,1,0.99,56,0.018722835172183216,24,1.8368421052631578,5.7
BA,46,random,0.05,950,2702,1,0.95,289,0.09662320294215981,134,1.8526315789473684,5.96
BA,46,random,0.1,900,2403,1,0.9,588,0.19658976930792377,296,1.9947368421052631,6.16
BA,47,betweenness,0.01,990,2470,3,0.988,521,0.17418923436977599,357,2.557894736842105,54.0
BA,47,betweenness,0.05,950,1734,20,0.931,1257,0.4202607823470411,806,4.157894736842105,27.68
BA,47,betweenness,0.1,900,1324,41,0.855,1667,0.5573386827148111,1038,5.2,19.39
BA,47,collective_influence,0.01,990,2463,3,0.988,528,0.1765295887662989,353,2.836842105263158,55.0
BA,47,collective_influence,0.05,950,1695,19,0.931,1296,0.43329989969909727,837,4.247368421052632,28.6
BA,47,collective_influence,0.1,900,1254,43,0.851,1737,0.5807422266800402,1093,6.552631578947368,20.2
BA,47,community_bridge,0.01,990,2472,2,0.989,519,0.17352056168505517,364,2.5736842105263156,53.7
BA,47,community_bridge,0.05,950,1683,16,0.934,1308,0.4373119358074223,858,4.121052631578947,28.76
BA,47,community_bridge,0.1,900,1236,45,0.847,1755,0.5867602808425276,1141,5.921052631578948,20.23
BA,47,degree,0.01,990,2463,3,0.988,528,0.1765295887662989,353,2.836842105263158,55.0
BA,47,degree,0.05,950,1681,18,0.932,1310,0.4379806084921431,849,4.163157894736842,28.82
BA,47,degree,0.1,900,1219,52,0.838,1772,0.5924439986626546,1122,6.078947368421052,20.49
BA,47,eigenvector,0.01,990,2487,1,0.99,504,0.16850551654964896,338,2.7842105263157895,52.7
BA,47,eigenvector,0.05,950,1854,15,0.933,1137,0.3801404212637914,731,3.736842105263158,25.4
BA,47,eigenvector,0.1,900,1565,22,0.878,1426,0.4767636242059512,883,4.2,16.82
BA,47,kcore,0.01,990,2463,3,0.988,528,0.1765295887662989,353,2.836842105263158,55.0
BA,47,kcore,0.05,950,1681,18,0.932,1310,0.4379806084921431,849,4.163157894736842,28.82
BA,47,kcore,0.1,900,1219,52,0.838,1772,0.5924439986626546,1122,6.078947368421052,20.49
BA,47,pagerank,0.01,990,2463,3,0.988,528,0.1765295887662989,353,2.836842105263158,55.0
BA,47,pagerank,0.05,950,1678,18,0.932,1313,0.4389836175192243,851,4.147368421052631,28.82
BA,47,pagerank,0.1,900,1207,53,0.838,1784,0.5964560347709796,1125,6.168421052631579,20.49
BA,47,random,0.01,990,2943,1,0.99,48,0.0160481444332999,19,1.8210526315789475,4.8
BA,47,random,0.05,950,2708,1,0.95,283,0.09461718488799732,137,1.8631578947368421,5.7
BA,47,random,0.1,900,2386,2,0.899,605,0.20227348712805082,311,1.9157894736842105,6.38
BA,48,betweenness,0.01,990,2390,2,0.989,601,0.20093614175860916,367,2.963157894736842,62.3
BA,48,betweenness,0.05,950,1680,16,0.935,1311,0.4383149448345035,799,4.331578947368421,28.74
BA,48,betweenness,0.1,900,1257,39,0.857,1734,0.5797392176529589,1007,5.847368421052631,19.96
BA,48,collective_influence,0.01,990,2387,1,0.99,604,0.2019391507856904,373,3.163157894736842,62.7
BA,48,collective_influence,0.05,950,1617,15,0.936,1374,0.4593781344032096,830,4.963157894736842,30.16
BA,48,collective_influence,0.1,900,1168,62,0.83,1823,0.6094951521230357,1076,6.878947368421053,21.03
BA,48,community_bridge,0.01,990,2387,1,0.99,604,0.2019391507856904,375,3.094736842105263,62.6
BA,48,community_bridge,0.05,950,1611,17,0.934,1380,0.46138415245737213,848,4.989473684210527,30.22
BA,48,community_bridge,0.1,900,1158,54,0.839,1833,0.6128385155466399,1097,7.2368421052631575,21.06
BA,48,degree,0.01,990,2382,1,0.99,609,0.20361083249749248,371,3.0842105263157893,63.0
BA,48,degree,0.05,950,1606,17,0.934,1385,0.4630558341691742,838,5.0473684210526315,30.32
BA,48,degree,0.1,900,1154,56,0.837,1837,0.6141758609160816,1086,7.173684210526316,21.16
BA,48,eigenvector,0.01,990,2387,1,0.99,604,0.2019391507856904,372,3.126315789473684,62.7
BA,48,eigenvector,0.05,950,1750,12,0.939,1241,0.41491140086927447,750,4.463157894736842,27.68
BA,48,eigenvector,0.1,900,1433,30,0.869,1558,0.5208960213975259,904,4.173684210526316,18.35
BA,48,kcore,0.01,990,2382,1,0.99,609,0.20361083249749248,371,3.0842105263157893,63.0
BA,48,kcore,0.05,950,1606,17,0.934,1385,0.4630558341691742,838,5.0473684210526315,30.32
BA,48,kcore,0.1,900,1154,56,0.837,1837,0.6141758609160816,1086,7.173684210526316,21.16
BA,48,pagerank,0.01,990,2383,1,0.99,608,0.20327649615513207,372,3.0105263157894737,62.9
BA,48,pagerank,0.05,950,1606,17,0.934,1385,0.4630558341691742,839,4.921052631578948,30.32
BA,48,pagerank,0.1,900,1143,60,0.832,1848,0.6178535606820461,1087,7.331578947368421,21.16
BA,48,random,0.01,990,2908,1,0.99,83,0.02774991641591441,41,1.8368421052631578,8.5
BA,48,random,0.05,950,2684,1,0.95,307,0.10264125710464728,141,1.8631578947368421,6.26
BA,48,random,0.1,900,2351,1,0.9,640,0.21397525911066534,314,1.9526315789473685,6.73
BA,49,betweenness,0.01,990,2486,1,0.99,505,0.16883985289200937,322,2.778947368421053,52.6
BA,49,betweenness,0.05,950,1758,17,0.931,1233,0.41223671013039115,741,4.221052631578948,27.1
BA,49,betweenness,0.1,900,1361,33,0.859,1630,0.5449682380474757,967,4.552631578947368,18.81
BA,49,collective_influence,0.01,990,2476,1,0.99,515,0.1721832163156135,325,2.7842105263157895,53.5
BA,49,collective_influence,0.05,950,1727,19,0.931,1264,0.42260113674356403,771,4.08421052631579,27.9
BA,49,collective_influence,0.1,900,1285,55,0.839,1706,0.5703778000668672,1018,6.110526315789474,19.79
BA,49,community_bridge,0.01,990,2480,1,0.99,511,0.17084587094617185,327,2.721052631578947,53.2
BA,49,community_bridge,0.05,950,1710,18,0.932,1281,0.4282848545636911,792,3.9368421052631577,28.0
BA,49,community_bridge,0.1,900,1244,49,0.844,1747,0.5840855901036442,1065,5.647368421052631,19.98
BA,49,degree,0.01,990,2476,1,0.99,515,0.1721832163156135,325,2.7842105263157895,53.5
BA,49,degree,0.05,950,1702,18,0.932,1289,0.4309595453025744,786,4.257894736842105,28.2
BA,49,degree,0.1,900,1237,52,0.841,1754,0.5864259445001672,1042,6.1,20.09
BA,49,eigenvector,0.01,990,2493,1,0.99,498,0.16649949849548645,317,2.7421052631578946,52.1
BA,49,eigenvector,0.05,950,1926,11,0.939,1065,0.35606820461384153,637,3.431578947368421,23.94
BA,49,eigenvector,0.1,900,1630,16,0.884,1361,0.45503176195252426,793,3.8789473684210525,16.21
BA,49,kcore,0.01,990,2476,1,0.99,515,0.1721832163156135,325,2.7842105263157895,53.5
BA,49,kcore,0.05,950,1702,18,0.932,1289,0.4309595453025744,786,4.257894736842105,28.2
BA,49,kcore,0.1,900,1237,52,0.841,1754,0.5864259445001672,1042,6.1,20.09
BA,49,pagerank,0.01,990,2476,1,0.99,515,0.1721832163156135,325,2.7842105263157895,53.5
BA,49,pagerank,0.05,950,1701,18,0.932,1290,0.4312938816449348,785,4.257894736842105,28.2
BA,49,pagerank,0.1,900,1226,48,0.845,1765,0.5901036442661317,1051,5.594736842105263,20.08
BA,49,random,0.01,990,2930,1,0.99,61,0.02039451688398529,29,1.805263157894737,6.1
BA,49,random,0.05,950,2768,1,0.95,223,0.07455700434637245,101,1.805263157894737,4.48
BA,49,random,0.1,900,2475,1,0.9,516,0.17251755265797392,256,1.8210526315789475,5.37
BA,50,betweenness,0.01,990,2497,1,0.99,494,0.1651621531260448,293,2.5736842105263156,51.3
BA,50,betweenness,0.05,950,1724,14,0.936,1267,0.42360414577064526,746,4.594736842105263,27.98
BA,50,betweenness,0.1,900,1332,50,0.842,1659,0.5546639919759278,948,5.673684210526316,19.24
BA,50,collective_influence,0.01,990,2475,1,0.99,516,0.17251755265797392,302,2.594736842105263,53.1
BA,50,collective_influence,0.05,950,1705,17,0.934,1286,0.42995653627549313,753,5.089473684210526,28.48
BA,50,collective_influence,0.1,900,1225,56,0.836,1766,0.5904379806084922,1021,7.157894736842105,20.46
BA,50,community_bridge,0.01,990,2475,1,0.99,516,0.17251755265797392,302,2.594736842105263,53.1
BA,50,community_bridge,0.05,950,1703,15,0.936,1288,0.430625208960214,787,4.484210526315789,28.22
BA,50,community_bridge,0.1,900,1208,53,0.839,1783,0.5961216984286192,1052,6.184210526315789,20.51
BA,50,degree,0.01,990,2475,1,0.99,516,0.17251755265797392,302,2.594736842105263,53.1
BA,50,degree,0.05,950,1694,18,0.932,1297,0.43363423604145773,760,4.926315789473684,28.62
BA,50,degree,0.1,900,1195,54,0.838,1796,0.6004680708793045,1045,6.594736842105263,20.66
BA,50,eigenvector,0.01,990,2507,1,0.99,484,0.16181878970244065,282,2.6789473684210527,50.5
BA,50,eigenvector,0.05,950,1830,11,0.94,1161,0.3881644934804413,678,4.468421052631579,26.0
BA,50,eigenvector,0.1,900,1494,32,0.863,1497,0.5005015045135406,851,5.089473684210526,17.7
BA,50,kcore,0.01,990,2475,1,0.99,516,0.17251755265797392,302,2.594736842105263,53.1
BA,50,kcore,0.05,950,1694,18,0.932,1297,0.43363423604145773,760,4.926315789473684,28.62
BA,50,kcore,0.1,900,1195,54,0.838,1796,0.6004680708793045,1045,6.594736842105263,20.66
BA,50,pagerank,0.01,990,2475,1,0.99,516,0.17251755265797392,302,2.594736842105263,53.1
BA,50,pagerank,0.05,950,1689,18,0.932,1302,0.4353059177532598,765,4.610526315789474,28.62
BA,50,pagerank,0.1,900,1188,57,0.833,1803,0.6028084252758275,1048,6.473684210526316,20.66
BA,50,random,0.01,990,2947,1,0.99,44,0.014710799063858242,17,1.8105263157894738,4.4
BA,50,random,0.05,950,2681,1,0.95,310,0.10364426613172852,146,1.831578947368421,6.36
BA,50,random,0.1,900,2361,2,0.899,630,0.21063189568706117,298,1.831578947368421,6.62
BA,51,betweenness,0.01,990,2452,1,0.99,539,0.18020728853226345,342,2.6210526315789475,55.7
BA,51,betweenness,0.05,950,1744,12,0.939,1247,0.416917418923437,772,4.205263157894737,27.34
BA,51,betweenness,0.1,900,1324,33,0.863,1667,0.5573386827148111,1021,5.605263157894737,19.35
BA,51,collective_influence,0.01,990,2451,1,0.99,540,0.18054162487462388,342,2.7736842105263158,56.0
BA,51,collective_influence,0.05,950,1708,13,0.938,1283,0.4289535272484119,794,4.336842105263158,28.32
BA,51,collective_influence,0.1,900,1239,37,0.862,1752,0.5857572718154463,1075,6.5473684210526315,20.34
BA,51,community_bridge,0.01,990,2448,1,0.99,543,0.1815446339017051,349,2.736842105263158,56.1
BA,51,community_bridge,0.05,950,1710,8,0.943,1281,0.4282848545636911,821,3.8526315789473684,27.98
BA,51,community_bridge,0.1,900,1217,40,0.857,1774,0.5931126713473754,1101,6.278947368421052,20.47
BA,51,degree,0.01,990,2445,1,0.99,546,0.18254764292878636,344,2.6473684210526316,56.2
BA,51,degree,0.05,950,1690,16,0.934,1301,0.43497158141089937,801,4.068421052631579,28.48
BA,51,degree,0.1,900,1210,37,0.859,1781,0.5954530257438984,1097,7.105263157894737,20.55
BA,51,eigenvector,0.01,990,2451,1,0.99,540,0.18054162487462388,342,2.7736842105263158,56.0
BA,51,eigenvector,0.05,950,1868,6,0.945,1123,0.37545971247074555,698,3.9526315789473685,25.2
BA,51,eigenvector,0.1,900,1546,20,0.879,1445,0.48311601471079907,873,4.431578947368421,17.05
BA,51,kcore,0.01,990,2445,1,0.99,546,0.18254764292878636,344,2.6473684210526316,56.2
BA,51,kcore,0.05,950,1690,16,0.934,1301,0.43497158141089937,801,4.068421052631579,28.48
BA,51,kcore,0.1,900,1210,37,0.859,1781,0.5954530257438984,1097,7.105263157894737,20.55
BA,51,pagerank,0.01,990,2442,1,0.99,549,0.18355065195586762,350,2.5526315789473686,56.2
BA,51,pagerank,0.05,950,1690,16,0.934,1301,0.43497158141089937,801,4.068421052631579,28.48
BA,51,pagerank,0.1,900,1206,39,0.856,1785,0.59679037111334,1099,6.826315789473684,20.55
BA,51,random,0.01,990,2947,1,0.99,44,0.014710799063858242,22,1.8526315789473684,4.5
BA,51,random,0.05,950,2758,1,0.95,233,0.0779003677699766,103,1.8578947368421053,4.72
BA,51,random,0.1,900,2521,1,0.9,470,0.15713808090939485,210,1.8736842105263158,4.83
BA,52,betweenness,0.01,990,2477,1,0.99,514,0.1718488799732531,316,2.636842105263158,53.3
BA,52,betweenness,0.05,950,1744,21,0.93,1247,0.416917418923437,795,3.789473684210526,27.44
BA,52,betweenness,0.1,900,1329,39,0.86,1662,0.555667001003009,1034,4.910526315789474,19.25
BA,52,collective_influence,0.01,990,2460,2,0.989,531,0.17753259779338015,325,2.857894736842105,55.1
BA,52,collective_influence,0.05,950,1717,21,0.929,1274,0.42594450016716817,814,4.41578947368421,28.1
BA,52,collective_influence,0.1,900,1266,50,0.848,1725,0.5767301905717152,1081,5.852631578947369,20.08
BA,52,community_bridge,0.01,990,2450,3,0.988,541,0.1808759612169843,347,2.8157894736842106,55.6
BA,52,community_bridge,0.05,950,1712,17,0.934,1279,0.42761618187897027,836,4.431578947368421,28.02
BA,52,community_bridge,0.1,900,1227,51,0.848,1764,0.5897693079237714,1118,5.894736842105263,20.31
BA,52,degree,0.01,990,2449,3,0.988,542,0.1812102975593447,337,2.789473684210526,55.9
BA,52,degree,0.05,950,1705,21,0.929,1286,0.42995653627549313,821,4.294736842105263,28.26
BA,52,degree,0.1,900,1228,53,0.846,1763,0.5894349715814109,1112,5.921052631578948,20.36
BA,52,eigenvector,0.01,990,2469,2,0.989,522,0.17452357071213642,312,2.931578947368421,54.3
BA,52,eigenvector,0.05,950,1875,17,0.934,1116,0.3731193580742227,693,4.010526315789473,25.04
BA,52,eigenvector,0.1,900,1505,33,0.868,1486,0.49682380474757604,915,4.3578947368421055,17.58
BA,52,kcore,0.01,990,2449,3,0.988,542,0.1812102975593447,337,2.789473684210526,55.9
BA,52,kcore,0.05,950,1705,21,0.929,1286,0.42995653627549313,821,4.294736842105263,28.26
BA,52,kcore,0.1,900,1228,53,0.846,1763,0.5894349715814109,1112,5.921052631578948,20.36
BA,52,pagerank,0.01,990,2448,1,0.99,543,0.1815446339017051,337,2.568421052631579,55.8
BA,52,pagerank,0.05,950,1703,21,0.929,1288,0.430625208960214,819,4.294736842105263,28.26
BA,52,pagerank,0.1,900,1219,53,0.846,1772,0.5924439986626546,1117,5.994736842105263,20.36
BA,52,random,0.01,990,2917,1,0.99,74,0.02474088933467068,40,1.8789473684210527,7.4
BA,52,random,0.05,950,2706,1,0.95,285,0.09528585757271815,149,1.8789473684210527,5.82
BA,52,random,0.1,900,2390,1,0.9,601,0.20093614175860916,325,1.9631578947368422,6.36
BA,53,betweenness,0.01,990,2472,3,0.988,519,0.17352056168505517,324,2.5473684210526315,54.0
BA,53,betweenness,0.05,950,1716,15,0.935,1275,0.4262788365095286,771,4.173684210526316,28.08
BA,53,betweenness,0.1,900,1335,26,0.873,1656,0.5536609829488466,975,5.089473684210526,19.09
BA,53,collective_influence,0.01,990,2468,3,0.988,523,0.17485790705449683,325,2.5526315789473686,54.3
BA,53,collective_influence,0.05,950,1705,15,0.935,1286,0.42995653627549313,774,4.4,28.36
BA,53,collective_influence,0.1,900,1252,42,0.851,1739,0.581410899364761,1019,6.21578947368421,20.16
BA,53,community_bridge,0.01,990,2470,3,0.988,521,0.17418923436977599,333,2.5210526315789474,54.0
BA,53,community_bridge,0.05,950,1694,15,0.935,1297,0.43363423604145773,802,4.2894736842105265,28.44
BA,53,community_bridge,0.1,900,1247,37,0.861,1744,0.5830825810765631,1057,5.484210526315789,20.12
BA,53,degree,0.01,990,2468,3,0.988,523,0.17485790705449683,325,2.5526315789473686,54.3
BA,53,degree,0.05,950,1685,17,0.933,1306,0.43664326312270146,791,4.268421052631579,28.66
BA,53,degree,0.1,900,1233,38,0.861,1758,0.5877632898696088,1041,6.678947368421053,20.34
BA,53,eigenvector,0.01,990,2489,3,0.988,502,0.16783684386492811,307,2.636842105263158,52.3
BA,53,eigenvector,0.05,950,1826,7,0.944,1165,0.389501838849883,705,3.857894736842105,26.02
BA,53,eigenvector,0.1,900,1531,15,0.882,1460,0.4881310598462053,854,3.857894736842105,17.34
BA,53,kcore,0.01,990,2468,3,0.988,523,0.17485790705449683,325,2.5526315789473686,54.3
BA,53,kcore,0.05,950,1685,17,0.933,1306,0.43664326312270146,791,4.268421052631579,28.66
BA,53,kcore,0.1,900,1233,38,0.861,1758,0.5877632898696088,1041,6.678947368421053,20.34
BA,53,pagerank,0.01,990,2466,2,0.989,525,0.17552657973921765,327,2.536842105263158,54.3
BA,53,pagerank,0.05,950,1679,17,0.933,1312,0.4386492811768639,793,4.126315789473685,28.66
BA,53,pagerank,0.1,900,1226,40,0.858,1765,0.5901036442661317,1046,5.994736842105263,20.34
BA,53,random,0.01,990,2932,1,0.99,59,0.01972584419926446,27,1.805263157894737,6.0
BA,53,random,0.05,950,2592,1,0.95,399,0.1334002006018054,207,2.0052631578947366,8.28
BA,53,random,0.1,900,2337,1,0.9,654,0.21865596790371114,327,2.057894736842105,6.93
BA,54,betweenness,0.01,990,2444,1,0.99,547,0.18288197927114677,349,2.7157894736842105,56.4
BA,54,betweenness,0.05,950,1728,11,0.94,1263,0.4222668004012036,778,4.489473684210527,27.78
BA,54,betweenness,0.1,900,1328,33,0.864,1663,0.5560013373453695,992,5.015789473684211,19.29
BA,54,collective_influence,0.01,990,2443,1,0.99,548,0.18321631561350718,355,2.6736842105263157,56.6
BA,54,collective_influence,0.05,950,1695,13,0.938,1296,0.43329989969909727,803,4.394736842105263,28.62
BA,54,collective_influence,0.1,900,1245,41,0.856,1746,0.5837512537612839,1053,6.3052631578947365,20.23
BA,54,community_bridge,0.01,990,2443,1,0.99,548,0.18321631561350718,355,2.6736842105263157,56.6
BA,54,community_bridge,0.05,950,1685,15,0.936,1306,0.43664326312270146,825,4.478947368421053,28.64
BA,54,community_bridge,0.1,900,1224,44,0.852,1767,0.5907723169508525,1090,5.8578947368421055,20.31
BA,54,degree,0.01,990,2443,1,0.99,548,0.18321631561350718,355,2.6736842105263157,56.6
BA,54,degree,0.05,950,1679,15,0.936,1312,0.4386492811768639,810,4.405263157894737,28.8
BA,54,degree,0.1,900,1210,46,0.848,1781,0.5954530257438984,1073,6.7631578947368425,20.47
BA,54,eigenvector,0.01,990,2468,2,0.989,523,0.17485790705449683,339,2.768421052631579,54.4
BA,54,eigenvector,0.05,950,1878,9,0.942,1113,0.3721163490471414,694,3.6894736842105265,25.06
BA,54,eigenvector,0.1,900,1543,20,0.88,1448,0.4841190237378803,864,3.957894736842105,17.2
BA,54,kcore,0.01,990,2443,1,0.99,548,0.18321631561350718,355,2.6736842105263157,56.6
BA,54,kcore,0.05,950,1679,15,0.936,1312,0.4386492811768639,810,4.405263157894737,28.8
BA,54,kcore,0.1,900,1210,46,0.848,1781,0.5954530257438984,1073,6.7631578947368425,20.47
BA,54,pagerank,0.01,990,2440,1,0.99,551,0.18421932464058843,352,2.636842105263158,56.6
BA,54,pagerank,0.05,950,1671,17,0.934,1320,0.44132397191574724,817,4.2894736842105265,28.78
BA,54,pagerank,0.1,900,1200,51,0.841,1791,0.5987963891675026,1076,6.089473684210526,20.47
BA,54,random,0.01,990,2935,1,0.99,56,0.018722835172183216,27,1.7947368421052632,5.6
BA,54,random,0.05,950,2718,1,0.95,273,0.09127382146439318,141,1.7947368421052632,5.54
BA,54,random,0.1,900,2360,2,0.899,631,0.2109662320294216,340,2.1,6.63
BA,55,betweenness,0.01,990,2462,1,0.99,529,0.1768639251086593,316,2.768421052631579,54.8
BA,55,betweenness,0.05,950,1745,11,0.94,1246,0.41658308258107657,749,4.184210526315789,27.44
BA,55,betweenness,0.1,900,1309,44,0.855,1682,0.5623537278502173,998,5.542105263157895,19.48
BA,55,collective_influence,0.01,990,2452,1,0.99,539,0.18020728853226345,324,2.768421052631579,55.8
BA,55,collective_influence,0.05,950,1720,11,0.94,1271,0.42494149114008695,767,4.315789473684211,28.02
BA,55,collective_influence,0.1,900,1236,50,0.843,1755,0.5867602808425276,1038,6.331578947368421,20.35
BA,55,community_bridge,0.01,990,2455,1,0.99,536,0.17920427950518222,328,2.6736842105263157,55.4
BA,55,community_bridge,0.05,950,1712,11,0.94,1279,0.42761618187897027,799,4.126315789473685,27.88
BA,55,community_bridge,0.1,900,1212,46,0.848,1779,0.5947843530591775,1083,6.2631578947368425,20.47
BA,55,degree,0.01,990,2452,1,0.99,539,0.18020728853226345,324,2.768421052631579,55.8
BA,55,degree,0.05,950,1707,11,0.94,1284,0.4292878635907723,775,4.321052631578947,28.22
BA,55,degree,0.1,900,1203,51,0.841,1788,0.5977933801404213,1072,6.973684210526316,20.59
BA,55,eigenvector,0.01,990,2467,1,0.99,524,0.17519224339685724,313,2.8842105263157896,54.3
BA,55,eigenvector,0.05,950,1844,15,0.936,1147,0.3834837846873955,691,3.8947368421052633,25.68
BA,55,eigenvector,0.1,900,1466,24,0.875,1525,0.5098629220996322,889,4.894736842105263,17.95
BA,55,kcore,0.01,990,2452,1,0.99,539,0.18020728853226345,324,2.768421052631579,55.8
BA,55,kcore,0.05,950,1707,11,0.94,1284,0.4292878635907723,775,4.321052631578947,28.22
BA,55,kcore,0.1,900,1203,51,0.841,1788,0.5977933801404213,1072,6.973684210526316,20.59
BA,55,pagerank,0.01,990,2452,1,0.99,539,0.18020728853226345,324,2.768421052631579,55.8
BA,55,pagerank,0.05,950,1707,11,0.94,1284,0.4292878635907723,775,4.321052631578947,28.22
BA,55,pagerank,0.1,900,1198,52,0.84,1793,0.5994650618522234,1070,6.347368421052631,20.59
BA,55,random,0.01,990,2864,1,0.99,127,0.04246071547977265,73,1.9052631578947368,12.8
BA,55,random,0.05,950,2575,1,0.95,416,0.13908391842193246,230,1.9157894736842105,8.64
BA,55,random,0.1,900,2270,3,0.898,721,0.24105650284185892,386,2.0052631578947366,7.69
BA,56,betweenness,0.01,990,2450,1,0.99,541,0.1808759612169843,343,2.9842105263157896,56.3
BA,56,betweenness,0.05,950,1728,11,0.939,1263,0.4222668004012036,784,4.389473684210526,27.8
BA,56,betweenness,0.1,900,1344,31,0.868,1647,0.5506519558676028,999,5.057894736842106,19.06
BA,56,collective_influence,0.01,990,2439,1,0.99,552,0.18455366098294884,350,2.9842105263157896,57.3
