topology,trial,strategy,fraction,remaining_nodes,remaining_edges,components_after,lcc_fraction_original_n,incident_edges_blocked,incident_edge_fraction,cross_community_edges_blocked,approx_mean_path_after,protected_mean_degree
WS,41,community_bridge,0.05,950,2661,1,0.95,339,0.113,123,2.905263157894737,7.3
WS,41,community_bridge,0.1,900,2375,1,0.9,625,0.20833333333333334,196,2.9368421052631577,6.97
WS,41,degree,0.01,990,2917,1,0.99,83,0.027666666666666666,16,3.0526315789473686,8.3
WS,41,degree,0.05,950,2640,1,0.95,360,0.12,86,3.8210526315789473,7.64
WS,41,degree,0.1,900,2331,1,0.9,669,0.223,146,3.8210526315789473,7.32
WS,41,eigenvector,0.01,990,2949,1,0.99,51,0.017,8,2.768421052631579,7.1
WS,41,eigenvector,0.05,950,2729,1,0.95,271,0.09033333333333333,47,2.768421052631579,7.06
WS,41,eigenvector,0.1,900,2540,1,0.9,460,0.15333333333333332,76,2.768421052631579,6.71
WS,41,kcore,0.01,990,2917,1,0.99,83,0.027666666666666666,16,3.0526315789473686,8.3
WS,41,kcore,0.05,950,2640,1,0.95,360,0.12,86,3.8210526315789473,7.64
WS,41,kcore,0.1,900,2331,1,0.9,669,0.223,146,3.8210526315789473,7.32
WS,41,pagerank,0.01,990,2918,1,0.99,82,0.027333333333333334,20,2.768421052631579,8.3
WS,41,pagerank,0.05,950,2625,1,0.95,375,0.125,82,3.0526315789473686,7.64
WS,41,pagerank,0.1,900,2300,1,0.9,700,0.23333333333333334,140,3.1789473684210527,7.32
WS,41,random,0.01,990,2942,1,0.99,58,0.019333333333333334,7,2.768421052631579,5.9
WS,41,random,0.05,950,2704,1,0.95,296,0.09866666666666667,33,2.9263157894736844,6.0
WS,41,random,0.1,900,2418,1,0.9,582,0.194,63,3.5,6.02
WS,42,betweenness,0.01,990,2927,1,0.99,73,0.024333333333333332,27,2.968421052631579,7.5
WS,42,betweenness,0.05,950,2669,1,0.95,331,0.11033333333333334,86,3.0736842105263156,7.3
WS,42,betweenness,0.1,900,2404,1,0.9,596,0.19866666666666666,137,3.6578947368421053,6.91
WS,42,collective_influence,0.01,990,2919,1,0.99,81,0.027,28,2.968421052631579,8.2
WS,42,collective_influence,0.05,950,2642,1,0.95,358,0.11933333333333333,94,3.9,7.64
WS,42,collective_influence,0.1,900,2345,2,0.897,655,0.21833333333333332,156,4.973684210526316,7.34
WS,42,community_bridge,0.01,990,2917,1,0.99,83,0.027666666666666666,34,2.931578947368421,8.3
WS,42,community_bridge,0.05,950,2652,1,0.95,348,0.116,126,3.1157894736842104,7.28
WS,42,community_bridge,0.1,900,2380,1,0.9,620,0.20666666666666667,186,3.8473684210526318,7.03
WS,42,degree,0.01,990,2919,1,0.99,81,0.027,23,3.1157894736842104,8.3
WS,42,degree,0.05,950,2623,1,0.95,377,0.12566666666666668,93,4.0473684210526315,7.84
WS,42,degree,0.1,900,2319,2,0.897,681,0.227,147,4.5,7.42
WS,42,eigenvector,0.01,990,2954,1,0.99,46,0.015333333333333332,7,2.968421052631579,6.9
WS,42,eigenvector,0.05,950,2724,1,0.95,276,0.092,58,2.968421052631579,7.12
WS,42,eigenvector,0.1,900,2481,1,0.9,519,0.173,101,2.968421052631579,6.95
WS,42,kcore,0.01,990,2919,1,0.99,81,0.027,23,3.1157894736842104,8.3
WS,42,kcore,0.05,950,2623,1,0.95,377,0.12566666666666668,93,4.0473684210526315,7.84
WS,42,kcore,0.1,900,2319,2,0.897,681,0.227,147,4.5,7.42
WS,42,pagerank,0.01,990,2917,1,0.99,83,0.027666666666666666,26,3.1157894736842104,8.3
WS,42,pagerank,0.05,950,2616,1,0.95,384,0.128,95,3.1157894736842104,7.84
WS,42,pagerank,0.1,900,2286,1,0.9,714,0.238,146,3.231578947368421,7.42
WS,42,random,0.01,990,2937,1,0.99,63,0.021,11,2.968421052631579,6.3
WS,42,random,0.05,950,2707,1,0.95,293,0.09766666666666667,38,3.294736842105263,5.98
WS,42,random,0.1,900,2428,1,0.9,572,0.19066666666666668,63,3.294736842105263,6.04
WS,43,betweenness,0.01,990,2930,1,0.99,70,0.023333333333333334,25,2.705263157894737,7.4
WS,43,betweenness,0.05,950,2672,1,0.95,328,0.10933333333333334,92,2.963157894736842,7.22
WS,43,betweenness,0.1,900,2393,2,0.899,607,0.20233333333333334,146,2.9789473684210526,6.94
WS,43,collective_influence,0.01,990,2922,1,0.99,78,0.026,32,2.705263157894737,8.2
WS,43,collective_influence,0.05,950,2664,1,0.95,336,0.112,97,2.7157894736842105,7.48
WS,43,collective_influence,0.1,900,2374,1,0.9,626,0.20866666666666667,154,2.9789473684210526,7.16
WS,43,community_bridge,0.01,990,2929,1,0.99,71,0.023666666666666666,39,2.7473684210526317,7.5
WS,43,community_bridge,0.05,950,2660,2,0.945,340,0.11333333333333333,129,2.7473684210526317,7.3
WS,43,community_bridge,0.1,900,2379,2,0.895,621,0.207,203,2.7473684210526317,6.96
WS,43,degree,0.01,990,2916,1,0.99,84,0.028,26,2.957894736842105,8.4
WS,43,degree,0.05,950,2632,1,0.95,368,0.12266666666666666,93,3.1157894736842104,7.7
WS,43,degree,0.1,900,2328,1,0.9,672,0.224,143,3.1157894736842104,7.35
WS,43,eigenvector,0.01,990,2930,1,0.99,70,0.023333333333333334,22,2.705263157894737,7.9
WS,43,eigenvector,0.05,950,2738,1,0.95,262,0.08733333333333333,54,2.705263157894737,7.02
WS,43,eigenvector,0.1,900,2518,1,0.9,482,0.16066666666666668,94,2.705263157894737,6.82
WS,43,kcore,0.01,990,2916,1,0.99,84,0.028,26,2.957894736842105,8.4
WS,43,kcore,0.05,950,2632,1,0.95,368,0.12266666666666666,93,3.1157894736842104,7.7
WS,43,kcore,0.1,900,2328,1,0.9,672,0.224,143,3.1157894736842104,7.35
WS,43,pagerank,0.01,990,2916,1,0.99,84,0.028,24,2.705263157894737,8.4
WS,43,pagerank,0.05,950,2622,1,0.95,378,0.126,94,2.957894736842105,7.7
WS,43,pagerank,0.1,900,2293,1,0.9,707,0.23566666666666666,141,2.973684210526316,7.35
WS,43,random,0.01,990,2943,1,0.99,57,0.019,8,2.705263157894737,5.9
WS,43,random,0.05,950,2705,1,0.95,295,0.09833333333333333,27,2.905263157894737,6.04
WS,43,random,0.1,900,2432,1,0.9,568,0.18933333333333333,58,2.873684210526316,5.97
WS,44,betweenness,0.01,990,2930,1,0.99,70,0.023333333333333334,21,2.4526315789473685,7.3
WS,44,betweenness,0.05,950,2678,1,0.95,322,0.10733333333333334,76,2.731578947368421,7.08
WS,44,betweenness,0.1,900,2404,1,0.9,596,0.19866666666666666,133,2.731578947368421,6.82
WS,44,collective_influence,0.01,990,2924,1,0.99,76,0.025333333333333333,26,2.731578947368421,7.9
WS,44,collective_influence,0.05,950,2650,1,0.95,350,0.11666666666666667,96,2.731578947368421,7.42
WS,44,collective_influence,0.1,900,2357,1,0.9,643,0.21433333333333332,156,2.794736842105263,7.16
WS,44,community_bridge,0.01,990,2923,1,0.99,77,0.025666666666666667,33,2.794736842105263,7.8
WS,44,community_bridge,0.05,950,2657,1,0.95,343,0.11433333333333333,114,2.794736842105263,7.26
WS,44,community_bridge,0.1,900,2381,1,0.9,619,0.20633333333333334,176,2.794736842105263,6.92
WS,44,degree,0.01,990,2919,1,0.99,81,0.027,22,2.731578947368421,8.1
WS,44,degree,0.05,950,2638,1,0.95,362,0.12066666666666667,83,3.7157894736842105,7.56
WS,44,degree,0.1,900,2328,1,0.9,672,0.224,141,3.721052631578947,7.28
WS,44,eigenvector,0.01,990,2943,1,0.99,57,0.019,12,2.4526315789473685,7.2
WS,44,eigenvector,0.05,950,2733,3,0.948,267,0.089,55,2.4526315789473685,6.98
WS,44,eigenvector,0.1,900,2510,3,0.898,490,0.16333333333333333,88,2.731578947368421,6.79
WS,44,kcore,0.01,990,2919,1,0.99,81,0.027,22,2.731578947368421,8.1
WS,44,kcore,0.05,950,2638,1,0.95,362,0.12066666666666667,83,3.7157894736842105,7.56
WS,44,kcore,0.1,900,2328,1,0.9,672,0.224,141,3.721052631578947,7.28
WS,44,pagerank,0.01,990,2919,1,0.99,81,0.027,23,2.731578947368421,8.1
WS,44,pagerank,0.05,950,2629,1,0.95,371,0.12366666666666666,86,2.731578947368421,7.56
WS,44,pagerank,0.1,900,2306,1,0.9,694,0.23133333333333334,142,3.6894736842105265,7.28
WS,44,random,0.01,990,2943,1,0.99,57,0.019,4,2.4526315789473685,5.7
WS,44,random,0.05,950,2711,1,0.95,289,0.09633333333333334,24,2.568421052631579,6.0
WS,44,random,0.1,900,2429,1,0.9,571,0.19033333333333333,60,2.568421052631579,6.03
WS,45,betweenness,0.01,990,2927,1,0.99,73,0.024333333333333332,20,2.794736842105263,7.4
WS,45,betweenness,0.05,950,2673,1,0.95,327,0.109,86,2.8684210526315788,7.1
WS,45,betweenness,0.1,900,2406,1,0.9,594,0.198,147,3.1315789473684212,6.88
WS,45,collective_influence,0.01,990,2916,1,0.99,84,0.028,28,2.8210526315789473,8.5
WS,45,collective_influence,0.05,950,2648,1,0.95,352,0.11733333333333333,102,2.8526315789473684,7.66
WS,45,collective_influence,0.1,900,2361,1,0.9,639,0.213,157,2.9263157894736844,7.3
WS,45,community_bridge,0.01,990,2930,1,0.99,70,0.023333333333333334,41,2.794736842105263,7.3
WS,45,community_bridge,0.05,950,2672,1,0.95,328,0.10933333333333334,129,3.036842105263158,7.14
WS,45,community_bridge,0.1,900,2383,1,0.9,617,0.20566666666666666,199,3.636842105263158,7.03
WS,45,degree,0.01,990,2914,1,0.99,86,0.028666666666666667,24,2.8263157894736843,8.6
WS,45,degree,0.05,950,2625,1,0.95,375,0.125,93,2.9894736842105263,7.86
WS,45,degree,0.1,900,2317,1,0.9,683,0.22766666666666666,153,2.9894736842105263,7.43
WS,45,eigenvector,0.01,990,2927,1,0.99,73,0.024333333333333332,23,2.794736842105263,7.9
WS,45,eigenvector,0.05,950,2722,1,0.95,278,0.09266666666666666,56,2.8263157894736843,7.12
WS,45,eigenvector,0.1,900,2500,4,0.892,500,0.16666666666666666,93,2.7736842105263158,6.88
WS,45,kcore,0.01,990,2914,1,0.99,86,0.028666666666666667,24,2.8263157894736843,8.6
WS,45,kcore,0.05,950,2625,1,0.95,375,0.125,93,2.9894736842105263,7.86
WS,45,kcore,0.1,900,2317,1,0.9,683,0.22766666666666666,153,2.9894736842105263,7.43
WS,45,pagerank,0.01,990,2914,1,0.99,86,0.028666666666666667,26,2.794736842105263,8.6
WS,45,pagerank,0.05,950,2612,1,0.95,388,0.12933333333333333,95,2.9947368421052634,7.86
WS,45,pagerank,0.1,900,2292,1,0.9,708,0.236,151,2.9947368421052634,7.43
WS,45,random,0.01,990,2939,1,0.99,61,0.02033333333333333,5,2.794736842105263,6.1
WS,45,random,0.05,950,2703,1,0.95,297,0.099,42,3.0210526315789474,6.12
WS,45,random,0.1,900,2438,1,0.9,562,0.18733333333333332,68,3.0210526315789474,5.99
WS,46,betweenness,0.01,990,2930,1,0.99,70,0.023333333333333334,24,2.8526315789473684,7.4
WS,46,betweenness,0.05,950,2681,1,0.95,319,0.10633333333333334,90,3.0157894736842104,7.1
WS,46,betweenness,0.1,900,2399,1,0.9,601,0.20033333333333334,154,3.026315789473684,6.92
WS,46,collective_influence,0.01,990,2918,1,0.99,82,0.027333333333333334,28,2.8473684210526318,8.3
WS,46,collective_influence,0.05,950,2647,1,0.95,353,0.11766666666666667,111,2.8473684210526318,7.52
WS,46,collective_influence,0.1,900,2366,1,0.9,634,0.21133333333333335,175,2.8473684210526318,7.13
WS,46,community_bridge,0.01,990,2927,1,0.99,73,0.024333333333333332,43,2.8473684210526318,7.6
WS,46,community_bridge,0.05,950,2694,1,0.95,306,0.102,141,2.8526315789473684,6.82
WS,46,community_bridge,0.1,900,2401,1,0.9,599,0.19966666666666666,208,3.0157894736842104,6.91
WS,46,degree,0.01,990,2916,1,0.99,84,0.028,23,2.8473684210526318,8.4
WS,46,degree,0.05,950,2638,1,0.95,362,0.12066666666666667,81,3.042105263157895,7.6
WS,46,degree,0.1,900,2331,1,0.9,669,0.223,144,3.042105263157895,7.3
WS,46,eigenvector,0.01,990,2948,1,0.99,52,0.017333333333333333,7,2.8473684210526318,7.0
WS,46,eigenvector,0.05,950,2756,1,0.95,244,0.08133333333333333,45,2.8473684210526318,6.88
WS,46,eigenvector,0.1,900,2546,2,0.899,454,0.15133333333333332,87,2.8473684210526318,6.75
WS,46,kcore,0.01,990,2916,1,0.99,84,0.028,23,2.8473684210526318,8.4
WS,46,kcore,0.05,950,2638,1,0.95,362,0.12066666666666667,81,3.042105263157895,7.6
WS,46,kcore,0.1,900,2331,1,0.9,669,0.223,144,3.042105263157895,7.3
WS,46,pagerank,0.01,990,2916,1,0.99,84,0.028,28,2.8473684210526318,8.4
WS,46,pagerank,0.05,950,2624,1,0.95,376,0.12533333333333332,78,2.8526315789473684,7.6
WS,46,pagerank,0.1,900,2294,1,0.9,706,0.23533333333333334,154,3.0,7.3
WS,46,random,0.01,990,2942,1,0.99,58,0.019333333333333334,6,2.8473684210526318,5.8
WS,46,random,0.05,950,2714,1,0.95,286,0.09533333333333334,25,2.8473684210526318,5.9
WS,46,random,0.1,900,2443,1,0.9,557,0.18566666666666667,59,2.8473684210526318,5.96
WS,47,betweenness,0.01,990,2932,1,0.99,68,0.02266666666666667,29,2.7842105263157895,7.5
WS,47,betweenness,0.05,950,2686,1,0.95,314,0.10466666666666667,105,2.8,7.08
WS,47,betweenness,0.1,900,2406,1,0.9,594,0.198,150,2.8,6.86
WS,47,collective_influence,0.01,990,2923,1,0.99,77,0.025666666666666667,31,2.8,8.1
WS,47,collective_influence,0.05,950,2658,1,0.95,342,0.114,99,2.8,7.5
WS,47,collective_influence,0.1,900,2368,1,0.9,632,0.21066666666666667,168,2.836842105263158,7.13
WS,47,community_bridge,0.01,990,2929,1,0.99,71,0.023666666666666666,41,2.7842105263157895,7.4
WS,47,community_bridge,0.05,950,2664,1,0.95,336,0.112,126,2.8526315789473684,7.3
WS,47,community_bridge,0.1,900,2390,2,0.899,610,0.20333333333333334,192,2.8526315789473684,6.9
WS,47,degree,0.01,990,2917,1,0.99,83,0.027666666666666666,24,2.7842105263157895,8.4
WS,47,degree,0.05,950,2637,1,0.95,363,0.121,88,6.294736842105263,7.64
WS,47,degree,0.1,900,2341,3,0.887,659,0.21966666666666668,140,6.757894736842105,7.32
WS,47,eigenvector,0.01,990,2927,1,0.99,73,0.024333333333333332,16,2.7842105263157895,7.9
WS,47,eigenvector,0.05,950,2736,1,0.95,264,0.088,49,2.7842105263157895,6.94
WS,47,eigenvector,0.1,900,2492,3,0.895,508,0.16933333333333334,84,2.831578947368421,6.81
WS,47,kcore,0.01,990,2917,1,0.99,83,0.027666666666666666,24,2.7842105263157895,8.4
WS,47,kcore,0.05,950,2637,1,0.95,363,0.121,88,6.294736842105263,7.64
WS,47,kcore,0.1,900,2341,3,0.887,659,0.21966666666666668,140,6.757894736842105,7.32
WS,47,pagerank,0.01,990,2917,1,0.99,83,0.027666666666666666,24,2.7842105263157895,8.4
WS,47,pagerank,0.05,950,2628,1,0.95,372,0.124,88,2.8,7.64
WS,47,pagerank,0.1,900,2305,1,0.9,695,0.23166666666666666,145,6.410526315789474,7.32
WS,47,random,0.01,990,2942,1,0.99,58,0.019333333333333334,7,2.7842105263157895,5.8
WS,47,random,0.05,950,2705,1,0.95,295,0.09833333333333333,39,2.9526315789473685,6.0
WS,47,random,0.1,900,2428,1,0.9,572,0.19066666666666668,56,2.9526315789473685,5.97
WS,48,betweenness,0.01,990,2927,1,0.99,73,0.024333333333333332,22,2.7421052631578946,7.7
WS,48,betweenness,0.05,950,2672,1,0.95,328,0.10933333333333334,87,2.9210526315789473,7.12
WS,48,betweenness,0.1,900,2393,1,0.9,607,0.20233333333333334,141,3.126315789473684,6.92
WS,48,collective_influence,0.01,990,2922,1,0.99,78,0.026,29,2.7421052631578946,8.0
WS,48,collective_influence,0.05,950,2650,1,0.95,350,0.11666666666666667,100,2.7526315789473683,7.58
WS,48,collective_influence,0.1,900,2380,1,0.9,620,0.20666666666666667,160,2.9210526315789473,7.15
WS,48,community_bridge,0.01,990,2929,1,0.99,71,0.023666666666666666,41,2.7421052631578946,7.2
WS,48,community_bridge,0.05,950,2675,1,0.95,325,0.10833333333333334,131,2.7526315789473683,7.0
WS,48,community_bridge,0.1,900,2402,1,0.9,598,0.19933333333333333,201,2.9210526315789473,6.81
WS,48,degree,0.01,990,2917,1,0.99,83,0.027666666666666666,23,2.7421052631578946,8.4
WS,48,degree,0.05,950,2634,1,0.95,366,0.122,86,3.636842105263158,7.62
WS,48,degree,0.1,900,2339,2,0.895,661,0.22033333333333333,137,3.636842105263158,7.31
WS,48,eigenvector,0.01,990,2941,1,0.99,59,0.019666666666666666,14,2.7421052631578946,7.4
WS,48,eigenvector,0.05,950,2765,1,0.95,235,0.07833333333333334,47,2.7421052631578946,6.82
WS,48,eigenvector,0.1,900,2552,5,0.891,448,0.14933333333333335,84,2.7421052631578946,6.71
WS,48,kcore,0.01,990,2917,1,0.99,83,0.027666666666666666,23,2.7421052631578946,8.4
WS,48,kcore,0.05,950,2634,1,0.95,366,0.122,86,3.636842105263158,7.62
WS,48,kcore,0.1,900,2339,2,0.895,661,0.22033333333333333,137,3.636842105263158,7.31
WS,48,pagerank,0.01,990,2916,1,0.99,84,0.028,23,2.7421052631578946,8.4
WS,48,pagerank,0.05,950,2622,1,0.95,378,0.126,88,3.0210526315789474,7.62
WS,48,pagerank,0.1,900,2302,1,0.9,698,0.23266666666666666,138,3.4368421052631577,7.31
WS,48,random,0.01,990,2941,1,0.99,59,0.019666666666666666,5,2.7421052631578946,5.9
WS,48,random,0.05,950,2709,1,0.95,291,0.097,25,2.7421052631578946,6.02
WS,48,random,0.1,900,2432,1,0.9,568,0.18933333333333333,47,2.9,6.0
WS,49,betweenness,0.01,990,2928,1,0.99,72,0.024,26,2.721052631578947,7.4
WS,49,betweenness,0.05,950,2693,1,0.95,307,0.10233333333333333,82,2.721052631578947,6.96
WS,49,betweenness,0.1,900,2413,1,0.9,587,0.19566666666666666,122,2.731578947368421,6.79
WS,49,collective_influence,0.01,990,2922,1,0.99,78,0.026,24,2.721052631578947,8.0
WS,49,collective_influence,0.05,950,2662,1,0.95,338,0.11266666666666666,90,2.731578947368421,7.28
WS,49,collective_influence,0.1,900,2395,1,0.9,605,0.20166666666666666,142,2.731578947368421,6.99
WS,49,community_bridge,0.01,990,2933,1,0.99,67,0.022333333333333334,35,2.721052631578947,6.9
WS,49,community_bridge,0.05,950,2676,1,0.95,324,0.108,112,2.731578947368421,7.02
WS,49,community_bridge,0.1,900,2424,1,0.9,576,0.192,163,3.0736842105263156,6.75
WS,49,degree,0.01,990,2920,1,0.99,80,0.02666666666666667,22,2.721052631578947,8.1
WS,49,degree,0.05,950,2646,1,0.95,354,0.118,72,3.0526315789473686,7.36
WS,49,degree,0.1,900,2331,1,0.9,669,0.223,125,3.0526315789473686,7.18
WS,49,eigenvector,0.01,990,2949,1,0.99,51,0.017,9,2.721052631578947,6.9
WS,49,eigenvector,0.05,950,2786,1,0.95,214,0.07133333333333333,28,2.721052631578947,6.56
WS,49,eigenvector,0.1,900,2560,2,0.899,440,0.14666666666666667,62,2.731578947368421,6.58
WS,49,kcore,0.01,990,2920,1,0.99,80,0.02666666666666667,22,2.721052631578947,8.1
WS,49,kcore,0.05,950,2646,1,0.95,354,0.118,72,3.0526315789473686,7.36
WS,49,kcore,0.1,900,2331,1,0.9,669,0.223,125,3.0526315789473686,7.18
WS,49,pagerank,0.01,990,2921,1,0.99,79,0.026333333333333334,20,2.721052631578947,8.1
WS,49,pagerank,0.05,950,2641,1,0.95,359,0.11966666666666667,76,2.731578947368421,7.36
WS,49,pagerank,0.1,900,2317,1,0.9,683,0.22766666666666666,136,2.9789473684210526,7.18
WS,49,random,0.01,990,2940,1,0.99,60,0.02,6,2.9105263157894736,6.0
WS,49,random,0.05,950,2703,1,0.95,297,0.099,20,2.9105263157894736,6.0
WS,49,random,0.1,900,2423,1,0.9,577,0.19233333333333333,45,2.8842105263157896,6.0
WS,50,betweenness,0.01,990,2932,1,0.99,68,0.02266666666666667,24,2.636842105263158,7.1
WS,50,betweenness,0.05,950,2690,1,0.95,310,0.10333333333333333,83,2.636842105263158,6.8
WS,50,betweenness,0.1,900,2417,1,0.9,583,0.19433333333333333,145,2.7842105263157895,6.7
WS,50,collective_influence,0.01,990,2922,1,0.99,78,0.026,29,2.636842105263158,7.8
WS,50,collective_influence,0.05,950,2666,1,0.95,334,0.11133333333333334,106,2.7842105263157895,7.26
WS,50,collective_influence,0.1,900,2385,1,0.9,615,0.205,160,2.7842105263157895,7.01
WS,50,community_bridge,0.01,990,2930,1,0.99,70,0.023333333333333334,42,2.636842105263158,7.3
WS,50,community_bridge,0.05,950,2668,1,0.95,332,0.11066666666666666,131,2.636842105263158,7.08
WS,50,community_bridge,0.1,900,2402,1,0.9,598,0.19933333333333333,197,2.7526315789473683,6.72
WS,50,degree,0.01,990,2920,1,0.99,80,0.02666666666666667,21,2.7842105263157895,8.0
WS,50,degree,0.05,950,2644,1,0.95,356,0.11866666666666667,76,3.1578947368421053,7.38
WS,50,degree,0.1,900,2329,1,0.9,671,0.22366666666666668,124,3.1578947368421053,7.19
WS,50,eigenvector,0.01,990,2931,1,0.99,69,0.023,16,2.636842105263158,7.6
WS,50,eigenvector,0.05,950,2753,1,0.95,247,0.08233333333333333,41,2.636842105263158,6.82
WS,50,eigenvector,0.1,900,2534,2,0.899,466,0.15533333333333332,79,2.636842105263158,6.71
WS,50,kcore,0.01,990,2920,1,0.99,80,0.02666666666666667,21,2.7842105263157895,8.0
WS,50,kcore,0.05,950,2644,1,0.95,356,0.11866666666666667,76,3.1578947368421053,7.38
WS,50,kcore,0.1,900,2329,1,0.9,671,0.22366666666666668,124,3.1578947368421053,7.19
WS,50,pagerank,0.01,990,2920,1,0.99,80,0.02666666666666667,29,2.7842105263157895,8.0
WS,50,pagerank,0.05,950,2635,1,0.95,365,0.12166666666666667,80,2.963157894736842,7.38
WS,50,pagerank,0.1,900,2304,1,0.9,696,0.232,139,3.1578947368421053,7.19
WS,50,random,0.01,990,2940,1,0.99,60,0.02,7,2.636842105263158,6.0
WS,50,random,0.05,950,2714,1,0.95,286,0.09533333333333334,38,2.8157894736842106,5.92
WS,50,random,0.1,900,2448,1,0.9,552,0.184,57,2.8157894736842106,5.88
WS,51,betweenness,0.01,990,2929,1,0.99,71,0.023666666666666666,25,2.7842105263157895,7.2
WS,51,betweenness,0.05,950,2683,1,0.95,317,0.10566666666666667,92,2.7842105263157895,6.92
WS,51,betweenness,0.1,900,2414,1,0.9,586,0.19533333333333333,160,2.7842105263157895,6.75
WS,51,collective_influence,0.01,990,2921,1,0.99,79,0.026333333333333334,27,2.7842105263157895,8.0
WS,51,collective_influence,0.05,950,2651,1,0.95,349,0.11633333333333333,107,2.7842105263157895,7.36
WS,51,collective_influence,0.1,900,2363,1,0.9,637,0.21233333333333335,177,2.7842105263157895,7.1
WS,51,community_bridge,0.01,990,2932,1,0.99,68,0.02266666666666667,39,2.7842105263157895,6.8
WS,51,community_bridge,0.05,950,2694,1,0.95,306,0.102,136,2.7842105263157895,6.62
WS,51,community_bridge,0.1,900,2372,1,0.9,628,0.20933333333333334,212,2.7842105263157895,6.92
WS,51,degree,0.01,990,2919,1,0.99,81,0.027,24,2.7842105263157895,8.1
WS,51,degree,0.05,950,2646,1,0.95,354,0.118,93,5.063157894736842,7.48
WS,51,degree,0.1,900,2342,2,0.894,658,0.21933333333333332,145,5.742105263157895,7.24
WS,51,eigenvector,0.01,990,2949,1,0.99,51,0.017,8,2.7842105263157895,6.9
WS,51,eigenvector,0.05,950,2755,1,0.95,245,0.08166666666666667,40,2.7842105263157895,6.84
WS,51,eigenvector,0.1,900,2527,3,0.895,473,0.15766666666666668,72,2.7842105263157895,6.76
WS,51,kcore,0.01,990,2919,1,0.99,81,0.027,24,2.7842105263157895,8.1
WS,51,kcore,0.05,950,2646,1,0.95,354,0.118,93,5.063157894736842,7.48
WS,51,kcore,0.1,900,2342,2,0.894,658,0.21933333333333332,145,5.742105263157895,7.24
WS,51,pagerank,0.01,990,2919,1,0.99,81,0.027,24,2.7842105263157895,8.1
WS,51,pagerank,0.05,950,2628,1,0.95,372,0.124,94,3.3947368421052633,7.48
WS,51,pagerank,0.1,900,2307,1,0.9,693,0.231,154,3.5631578947368423,7.24
WS,51,random,0.01,990,2937,1,0.99,63,0.021,6,2.7842105263157895,6.3
WS,51,random,0.05,950,2703,1,0.95,297,0.099,43,2.7842105263157895,6.14
WS,51,random,0.1,900,2417,1,0.9,583,0.19433333333333333,75,2.7842105263157895,6.07
WS,52,betweenness,0.01,990,2921,1,0.99,79,0.026333333333333334,24,2.7736842105263158,8.1
WS,52,betweenness,0.05,950,2662,1,0.95,338,0.11266666666666666,92,2.931578947368421,7.36
WS,52,betweenness,0.1,900,2392,1,0.9,608,0.20266666666666666,143,3.3789473684210525,6.97
WS,52,collective_influence,0.01,990,2918,1,0.99,82,0.027333333333333334,28,2.7736842105263158,8.5
WS,52,collective_influence,0.05,950,2645,1,0.95,355,0.11833333333333333,102,2.778947368421053,7.66
WS,52,collective_influence,0.1,900,2365,1,0.9,635,0.21166666666666667,161,3.4473684210526314,7.3
WS,52,community_bridge,0.01,990,2933,1,0.99,67,0.022333333333333334,39,2.7736842105263158,7.1
WS,52,community_bridge,0.05,950,2656,1,0.95,344,0.11466666666666667,128,2.778947368421053,7.32
WS,52,community_bridge,0.1,900,2378,1,0.9,622,0.20733333333333334,197,3.0631578947368423,6.97
WS,52,degree,0.01,990,2914,1,0.99,86,0.028666666666666667,24,2.7736842105263158,8.6
WS,52,degree,0.05,950,2627,1,0.95,373,0.12433333333333334,95,3.6210526315789475,7.86
WS,52,degree,0.1,900,2328,1,0.9,672,0.224,145,3.6210526315789475,7.43
WS,52,eigenvector,0.01,990,2942,1,0.99,58,0.019333333333333334,11,2.768421052631579,7.4
WS,52,eigenvector,0.05,950,2752,1,0.95,248,0.08266666666666667,46,2.7736842105263158,6.92
WS,52,eigenvector,0.1,900,2525,2,0.899,475,0.15833333333333333,80,2.7736842105263158,6.83
WS,52,kcore,0.01,990,2914,1,0.99,86,0.028666666666666667,24,2.7736842105263158,8.6
WS,52,kcore,0.05,950,2627,1,0.95,373,0.12433333333333334,95,3.6210526315789475,7.86
WS,52,kcore,0.1,900,2328,1,0.9,672,0.224,145,3.6210526315789475,7.43
WS,52,pagerank,0.01,990,2914,1,0.99,86,0.028666666666666667,26,2.7736842105263158,8.6
WS,52,pagerank,0.05,950,2620,1,0.95,380,0.12666666666666668,97,2.7736842105263158,7.86
WS,52,pagerank,0.1,900,2291,1,0.9,709,0.23633333333333334,150,3.3842105263157896,7.43
WS,52,random,0.01,990,2940,1,0.99,60,0.02,3,2.9789473684210526,6.0
WS,52,random,0.05,950,2710,1,0.95,290,0.09666666666666666,27,3.389473684210526,6.02
WS,52,random,0.1,900,2428,1,0.9,572,0.19066666666666668,53,3.389473684210526,5.99
WS,53,betweenness,0.01,990,2922,1,0.99,78,0.026,26,2.731578947368421,7.9
WS,53,betweenness,0.05,950,2672,1,0.95,328,0.10933333333333334,99,2.731578947368421,7.2
WS,53,betweenness,0.1,900,2397,1,0.9,603,0.201,149,2.731578947368421,6.94
WS,53,collective_influence,0.01,990,2918,1,0.99,82,0.027333333333333334,29,2.7,8.3
WS,53,collective_influence,0.05,950,2653,1,0.95,347,0.11566666666666667,107,2.731578947368421,7.56
WS,53,collective_influence,0.1,900,2360,1,0.9,640,0.21333333333333335,177,2.731578947368421,7.29
