family,value,topology,trial,nodes,edges,mean_degree,density,clustering,transitivity,assortativity,components,lcc_fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
mean_degree,10.0,WS,13,1000,5000,10.0,0.01001001001001001,0.48359329559329556,0.4746772810239043,-0.005281634452167806,1,1.0,5.0,10.0,1.0,1.0,804.0,1.0,20325.0,0.995,8354.0,7359.0,995.0,121.0,0.0
mean_degree,10.0,WS,15,1000,5000,10.0,0.01001001001001001,0.48795952935952935,0.47951144366197185,-0.00016520278642810483,1,1.0,5.0,9.0,1.0,1.0,792.0,1.0,19793.0,0.995,8160.0,7165.0,995.0,141.0,0.0
mean_degree,10.0,WS,14,1000,5000,10.0,0.01001001001001001,0.503034237984238,0.49509307749856973,-0.00154718626141526,1,1.0,7.0,11.0,1.0,1.0,790.0,1.0,19232.0,0.995,8393.0,7398.0,995.0,150.0,0.0
mean_degree,10.0,WS,16,1000,5000,10.0,0.01001001001001001,0.4805973082473083,0.4730624546274501,-0.027954193223760977,1,1.0,4.0,8.0,1.0,1.0,809.0,1.0,20078.0,0.995,8434.0,7439.0,995.0,136.0,0.0
mean_degree,10.0,WS,17,1000,5000,10.0,0.01001001001001001,0.4871445942945943,0.4787465640461792,0.026810557794821634,1,1.0,5.0,9.0,1.0,1.0,791.0,1.0,20348.0,0.995,8638.0,7643.0,995.0,138.0,0.0
mean_degree,10.0,WS,18,1000,5000,10.0,0.01001001001001001,0.4917537018537018,0.4823550118806653,-0.0087815769122029,1,1.0,5.0,9.0,1.0,1.0,780.0,1.0,20799.0,0.995,8463.0,7468.0,995.0,172.0,0.0
mean_degree,10.0,WS,19,1000,5000,10.0,0.01001001001001001,0.4889678266178266,0.4804038004750594,0.0021737261596301103,1,1.0,5.0,9.0,1.0,1.0,789.0,1.0,20507.0,0.995,8458.0,7463.0,995.0,131.0,0.0
mean_degree,10.0,BA,0,1000,4975,9.95,0.00995995995995996,0.03912080115557606,0.029226613979590765,-0.052596942839614476,1,1.0,3.0,4.0,1.0,1.0,807.0,1.0,19764.0,0.995,8654.0,7659.0,995.0,153.0,0.0
mean_degree,10.0,BA,1,1000,4975,9.95,0.00995995995995996,0.0410194710412677,0.029693801959008972,-0.05891305341265685,1,1.0,3.0,5.0,1.0,1.0,822.0,1.0,19534.0,0.995,8367.0,7372.0,995.0,126.0,0.0
mean_degree,10.0,BA,2,1000,4975,9.95,0.00995995995995996,0.04296654976860991,0.031075426191997692,-0.047526027451895166,1,1.0,3.0,5.0,1.0,1.0,794.0,1.0,20452.0,0.995,8266.0,7271.0,995.0,147.0,0.0
mean_degree,10.0,BA,3,1000,4975,9.95,0.00995995995995996,0.03804333225999441,0.03046386665204518,-0.04260251965656679,1,1.0,3.0,5.0,1.0,1.0,813.0,0.998,20062.0,0.995,8479.0,7484.0,993.0,165.0,0.0
mean_degree,10.0,BA,4,1000,4975,9.95,0.00995995995995996,0.04201656890195221,0.030692406065404056,-0.06535176893753682,1,1.0,3.0,5.0,1.0,1.0,829.0,1.0,20756.0,0.995,8437.0,7442.0,995.0,144.0,0.0
mean_degree,10.0,BA,5,1000,4975,9.95,0.00995995995995996,0.04277565837366409,0.03187517357004001,-0.054234919857534473,1,1.0,3.0,5.0,1.0,1.0,800.0,0.999,19854.0,0.995,8380.0,7385.0,994.0,116.0,0.0
mean_degree,10.0,BA,6,1000,4975,9.95,0.00995995995995996,0.043974715049202216,0.03135270541082164,-0.061896270170395604,1,1.0,4.0,6.0,1.0,1.0,834.0,1.0,20168.0,0.995,8256.0,7261.0,995.0,178.0,0.0
mean_degree,10.0,BA,7,1000,4975,9.95,0.00995995995995996,0.04125649186694795,0.032424768577974585,-0.05402581576883739,1,1.0,4.0,6.0,1.0,1.0,829.0,1.0,20104.0,0.995,8387.0,7392.0,995.0,177.0,0.0
mean_degree,10.0,BA,8,1000,4975,9.95,0.00995995995995996,0.0410230478947374,0.02871897832881419,-0.06588058040170737,1,1.0,3.0,5.0,1.0,1.0,805.0,1.0,19737.0,0.995,8736.0,7741.0,995.0,115.0,0.0
mean_degree,10.0,BA,9,1000,4975,9.95,0.00995995995995996,0.037700653268156116,0.03012178972277099,-0.048352314967453895,1,1.0,3.0,5.0,1.0,1.0,846.0,1.0,21839.0,0.995,8411.0,7416.0,995.0,139.0,0.0
mean_degree,10.0,BA,11,1000,4975,9.95,0.00995995995995996,0.04031682393100566,0.030014350706848644,-0.06298775917810458,1,1.0,4.0,6.0,1.0,1.0,822.0,1.0,20577.0,0.995,8501.0,7506.0,995.0,154.0,0.0
mean_degree,10.0,BA,10,1000,4975,9.95,0.00995995995995996,0.047807935163556456,0.03159787382465931,-0.07259682590402444,1,1.0,4.0,6.0,1.0,1.0,822.0,1.0,19406.0,0.995,8682.0,7687.0,995.0,144.0,0.0
mean_degree,10.0,BA,12,1000,4975,9.95,0.00995995995995996,0.033203785100926475,0.028892455858747994,-0.038391454006962054,1,1.0,3.0,5.0,1.0,1.0,820.0,1.0,19771.0,0.995,8641.0,7646.0,995.0,174.0,0.0
mean_degree,10.0,BA,15,1000,4975,9.95,0.00995995995995996,0.03988769147213318,0.029056892733707238,-0.05912644233256937,1,1.0,4.0,6.0,1.0,1.0,832.0,1.0,19424.0,0.995,8058.0,7063.0,995.0,139.0,0.0
mean_degree,10.0,BA,13,1000,4975,9.95,0.00995995995995996,0.03948943498438473,0.030676878493065617,-0.051294990852338684,1,1.0,3.0,5.0,1.0,1.0,835.0,0.999,20542.0,0.995,8421.0,7426.0,994.0,192.0,0.0
mean_degree,10.0,BA,14,1000,4975,9.95,0.00995995995995996,0.04365655098394268,0.03155711393155217,-0.05382103269571319,1,1.0,3.0,5.0,1.0,1.0,801.0,1.0,19340.0,0.995,8210.0,7215.0,995.0,144.0,0.0
mean_degree,10.0,BA,17,1000,4975,9.95,0.00995995995995996,0.03764365991056942,0.027769455664948293,-0.06278380986054274,1,1.0,4.0,6.0,1.0,1.0,821.0,1.0,20895.0,0.995,8202.0,7207.0,995.0,144.0,0.0
mean_degree,10.0,BA,16,1000,4975,9.95,0.00995995995995996,0.041502794857064075,0.030958772672988393,-0.05140208901763808,1,1.0,3.0,5.0,1.0,1.0,808.0,1.0,19617.0,0.995,8685.0,7690.0,995.0,157.0,0.0
ws_rewire,0.01,WS,2,1000,3000,6.0,0.006006006006006006,0.5828357142857142,0.5805614688664184,0.013658095538144954,1,1.0,7.0,27.0,1.0,1.0,352.0,1.0,19192.0,0.995,7151.0,6156.0,995.0,188.0,0.0
ws_rewire,0.01,WS,0,1000,3000,6.0,0.006006006006006006,0.5875880952380952,0.5851906060807665,0.03717541773419229,1,1.0,10.0,35.0,1.0,1.0,320.0,1.0,19703.0,0.995,7594.0,6599.0,995.0,251.0,0.0
ws_rewire,0.01,WS,1,1000,3000,6.0,0.006006006006006006,0.5820095238095238,0.5796860449647466,-0.01189012435122387,1,1.0,11.0,38.0,1.0,1.0,328.0,1.0,19942.0,0.995,7505.0,6510.0,995.0,180.0,0.0
ws_rewire,0.01,WS,3,1000,3000,6.0,0.006006006006006006,0.5875619047619047,0.585901617519803,0.020487531169081766,1,1.0,9.0,37.0,1.0,1.0,311.0,1.0,19083.0,0.995,7408.0,6413.0,995.0,187.0,0.0
mean_degree,10.0,BA,19,1000,4975,9.95,0.00995995995995996,0.04281604893679042,0.03122768553066951,-0.05819757370925302,1,1.0,4.0,6.0,1.0,1.0,832.0,1.0,19238.0,0.995,8390.0,7395.0,995.0,137.0,0.0
mean_degree,10.0,BA,18,1000,4975,9.95,0.00995995995995996,0.03542066442672839,0.0292395810259169,-0.04138544308049478,1,1.0,3.0,5.0,1.0,1.0,815.0,1.0,19308.0,0.995,8806.0,7811.0,995.0,185.0,0.0
ws_rewire,0.01,WS,4,1000,3000,6.0,0.006006006006006006,0.5790714285714286,0.5772530761556368,-0.011657456334901213,1,1.0,9.0,39.0,1.0,1.0,322.0,1.0,19691.0,0.995,7458.0,6463.0,995.0,178.0,0.0
ws_rewire,0.01,WS,6,1000,3000,6.0,0.006006006006006006,0.5806142857142856,0.578289211121458,-0.01662617624142743,1,1.0,12.0,38.0,1.0,1.0,288.0,1.0,19902.0,0.995,7426.0,6431.0,995.0,184.0,0.0
ws_rewire,0.01,WS,5,1000,3000,6.0,0.006006006006006006,0.5781999999999999,0.5759409495943609,-0.015301308610611384,1,1.0,14.0,36.0,1.0,1.0,363.0,1.0,20996.0,0.995,7875.0,6880.0,995.0,199.0,0.0
ws_rewire,0.01,WS,9,1000,3000,6.0,0.006006006006006006,0.5845380952380953,0.5827898309596699,0.0306511114345136,1,1.0,10.0,32.0,1.0,1.0,364.0,1.0,19099.0,0.995,7531.0,6536.0,995.0,165.0,0.0
ws_rewire,0.01,WS,8,1000,3000,6.0,0.006006006006006006,0.5845809523809523,0.5827510481133958,-0.0015022533801413442,1,1.0,11.0,34.0,1.0,1.0,352.0,1.0,20997.0,0.995,7202.0,6207.0,995.0,188.0,0.0
ws_rewire,0.01,WS,7,1000,3000,6.0,0.006006006006006006,0.5768238095238095,0.5743449926851975,0.011070153950693691,1,1.0,9.0,29.0,1.0,1.0,403.0,1.0,19086.0,0.995,7150.0,6155.0,995.0,160.0,0.0
ws_rewire,0.01,WS,10,1000,3000,6.0,0.006006006006006006,0.5833952380952381,0.5817141336172478,0.022288639471005383,1,1.0,13.0,47.0,1.0,1.0,293.0,1.0,20366.0,0.995,7460.0,6465.0,995.0,187.0,0.0
ws_rewire,0.01,WS,11,1000,3000,6.0,0.006006006006006006,0.5872238095238095,0.5854632587859425,-0.008288829550555288,1,1.0,9.0,30.0,1.0,1.0,349.0,1.0,20621.0,0.995,7161.0,6166.0,995.0,193.0,0.0
ws_rewire,0.01,WS,13,1000,3000,6.0,0.006006006006006006,0.5811190476190476,0.5786498170934486,0.012365313506408774,1,1.0,9.0,27.0,1.0,1.0,389.0,1.0,19493.0,0.995,7310.0,6315.0,995.0,141.0,0.0
ws_rewire,0.01,WS,14,1000,3000,6.0,0.006006006006006006,0.5841428571428571,0.5818363273453094,-0.012799109627136217,1,1.0,10.0,35.0,1.0,1.0,323.0,1.0,20351.0,0.995,7600.0,6605.0,995.0,175.0,0.0
ws_rewire,0.01,WS,16,1000,3000,6.0,0.006006006006006006,0.586697619047619,0.5847474545817528,0.01704408464545205,1,1.0,12.0,39.0,1.0,1.0,355.0,0.975,19680.0,0.976,7301.0,6325.0,970.0,181.0,0.0
ws_rewire,0.01,WS,12,1000,3000,6.0,0.006006006006006006,0.5848119047619048,0.5829506887602316,-0.02575307877662653,1,1.0,10.0,34.0,1.0,1.0,349.0,1.0,20099.0,0.995,7595.0,6600.0,995.0,227.0,0.0
ws_rewire,0.01,WS,15,1000,3000,6.0,0.006006006006006006,0.5779285714285715,0.575580235419299,-0.029142486582831244,1,1.0,10.0,31.0,1.0,1.0,409.0,0.999,21144.0,0.995,7729.0,6734.0,994.0,155.0,0.0
ws_rewire,0.01,WS,19,1000,3000,6.0,0.006006006006006006,0.5822928571428571,0.5794094173982443,0.0071739687419617205,1,1.0,9.0,29.0,1.0,1.0,384.0,1.0,19862.0,0.995,7702.0,6707.0,995.0,195.0,0.0
ws_rewire,0.01,WS,18,1000,3000,6.0,0.006006006006006006,0.5849333333333333,0.5834664536741214,-0.0013351134848584895,1,1.0,16.0,46.0,1.0,1.0,314.0,1.0,19504.0,0.995,7438.0,6443.0,995.0,199.0,0.0
ws_rewire,0.01,WS,17,1000,3000,6.0,0.006006006006006006,0.585695238095238,0.5842262895174709,-0.014742698191978595,1,1.0,13.0,30.0,1.0,1.0,370.0,0.988,20220.0,0.989,7510.0,6521.0,983.0,191.0,0.0
ws_rewire,0.1,WS,0,1000,3000,6.0,0.006006006006006006,0.4376269841269841,0.42333093572222585,0.011507200303487309,1,1.0,7.0,14.0,1.0,1.0,644.0,1.0,20444.0,0.995,7210.0,6215.0,995.0,171.0,0.0
ws_rewire,0.1,WS,3,1000,3000,6.0,0.006006006006006006,0.42312063492063495,0.41147230034665444,-0.014935230447911844,1,1.0,9.0,15.0,1.0,1.0,677.0,1.0,19804.0,0.995,7448.0,6453.0,995.0,164.0,0.0
ws_rewire,0.1,WS,1,1000,3000,6.0,0.006006006006006006,0.4393166666666667,0.42459669518646725,-0.01571939252980715,1,1.0,7.0,14.0,1.0,1.0,655.0,1.0,19343.0,0.995,7451.0,6456.0,995.0,146.0,0.0
ws_rewire,0.1,WS,2,1000,3000,6.0,0.006006006006006006,0.44754393939393944,0.43188064389477815,-0.0002903700045532576,1,1.0,7.0,14.0,1.0,1.0,627.0,1.0,19926.0,0.995,7190.0,6195.0,995.0,156.0,0.0
ws_rewire,0.1,WS,5,1000,3000,6.0,0.006006006006006006,0.4446769841269841,0.4306746057711182,-0.049348104871103145,1,1.0,9.0,16.0,1.0,1.0,638.0,0.999,20039.0,0.995,7381.0,6386.0,994.0,144.0,0.0
ws_rewire,0.1,WS,6,1000,3000,6.0,0.006006006006006006,0.4526468253968254,0.4385930438200039,-0.00608196795863863,1,1.0,8.0,16.0,1.0,1.0,646.0,1.0,19957.0,0.995,7266.0,6271.0,995.0,174.0,0.0
ws_rewire,0.1,WS,4,1000,3000,6.0,0.006006006006006006,0.46153492063492063,0.4448878131745928,-0.040294294432829184,1,1.0,11.0,20.0,1.0,1.0,609.0,0.998,20000.0,0.995,7339.0,6344.0,993.0,181.0,0.0
ws_rewire,0.1,WS,7,1000,3000,6.0,0.006006006006006006,0.44707380952380954,0.4326111147476599,-0.02250856632960777,1,1.0,8.0,16.0,1.0,1.0,609.0,1.0,20337.0,0.995,7694.0,6699.0,995.0,138.0,0.0
ws_rewire,0.1,WS,8,1000,3000,6.0,0.006006006006006006,0.43802857142857143,0.4223253382131887,0.010919608518761443,1,1.0,10.0,19.0,1.0,1.0,624.0,0.999,20146.0,0.995,7574.0,6579.0,994.0,200.0,0.0
ws_rewire,0.1,WS,9,1000,3000,6.0,0.006006006006006006,0.4532833333333333,0.4398821218074656,-0.010234193507892808,1,1.0,8.0,17.0,1.0,1.0,651.0,1.0,20546.0,0.995,7634.0,6639.0,995.0,172.0,0.0
ws_rewire,0.1,WS,12,1000,3000,6.0,0.006006006006006006,0.44971984126984127,0.43587056203327657,-0.028394740798036236,1,1.0,8.0,15.0,1.0,1.0,654.0,1.0,19741.0,0.995,6940.0,5945.0,995.0,141.0,0.0
ws_rewire,0.1,WS,10,1000,3000,6.0,0.006006006006006006,0.4448253968253968,0.43078837087480354,-0.004670580221644653,1,1.0,8.0,15.0,1.0,1.0,615.0,0.999,18727.0,0.995,7194.0,6199.0,994.0,148.0,0.0
ws_rewire,0.1,WS,11,1000,3000,6.0,0.006006006006006006,0.44716190476190476,0.4332264607734084,-0.01833379090332105,1,1.0,8.0,16.0,1.0,1.0,646.0,1.0,20022.0,0.995,7267.0,6272.0,995.0,132.0,0.0
ws_rewire,0.1,WS,14,1000,3000,6.0,0.006006006006006006,0.4251547619047619,0.4120070629782225,-0.013381358046247818,1,1.0,7.0,14.0,1.0,1.0,644.0,1.0,19365.0,0.995,7406.0,6411.0,995.0,156.0,0.0
ws_rewire,0.1,WS,15,1000,3000,6.0,0.006006006006006006,0.4451404761904762,0.43331369082694954,0.0038381529987495185,1,1.0,9.0,18.0,1.0,1.0,648.0,1.0,20450.0,0.995,7356.0,6361.0,995.0,188.0,0.0
ws_rewire,0.1,WS,13,1000,3000,6.0,0.006006006006006006,0.44047460317460313,0.4279550209205021,-0.011894433907532387,1,1.0,9.0,17.0,1.0,1.0,626.0,1.0,20802.0,0.995,7518.0,6523.0,995.0,149.0,0.0
ws_rewire,0.1,WS,16,1000,3000,6.0,0.006006006006006006,0.4515944444444444,0.4409510709373158,-0.0376419323804345,1,1.0,8.0,16.0,1.0,1.0,688.0,0.999,20850.0,0.995,7476.0,6481.0,994.0,215.0,0.0
ws_rewire,0.1,WS,17,1000,3000,6.0,0.006006006006006006,0.4500047619047619,0.4379834797430182,-0.0003316935361936215,1,1.0,9.0,17.0,1.0,1.0,602.0,1.0,19850.0,0.995,7485.0,6490.0,995.0,220.0,0.0
ws_rewire,0.5,WS,0,1000,3000,6.0,0.006006006006006006,0.07982835497835498,0.07385478342162667,-0.0967356662225495,1,1.0,6.0,11.0,1.0,1.0,726.0,1.0,19408.0,0.995,7862.0,6867.0,995.0,126.0,0.0
ws_rewire,0.1,WS,18,1000,3000,6.0,0.006006006006006006,0.43026984126984125,0.4171028526563727,-0.02332319236293778,1,1.0,7.0,15.0,1.0,1.0,668.0,1.0,21102.0,0.995,7139.0,6144.0,995.0,154.0,0.0
ws_rewire,0.1,WS,19,1000,3000,6.0,0.006006006006006006,0.45751031746031745,0.44442262372348784,0.0064580228514564434,1,1.0,9.0,16.0,1.0,1.0,646.0,1.0,20298.0,0.995,7409.0,6414.0,995.0,154.0,0.0
ws_rewire,0.5,WS,1,1000,3000,6.0,0.006006006006006006,0.0739512987012987,0.06701929060360921,-0.10035973202715542,1,1.0,7.0,11.0,1.0,1.0,740.0,1.0,20018.0,0.995,7540.0,6545.0,995.0,159.0,0.0
ws_rewire,0.5,WS,2,1000,3000,6.0,0.006006006006006006,0.0844572372072372,0.07453416149068323,-0.05396457145151755,1,1.0,6.0,11.0,1.0,1.0,732.0,1.0,19408.0,0.995,7711.0,6716.0,995.0,169.0,0.0
ws_rewire,0.5,WS,3,1000,3000,6.0,0.006006006006006006,0.08104516594516595,0.0719629057187017,-0.04903601268299487,1,1.0,6.0,10.0,1.0,1.0,755.0,1.0,20099.0,0.995,7312.0,6317.0,995.0,140.0,0.0
ws_rewire,0.5,WS,4,1000,3000,6.0,0.006006006006006006,0.08619618159618159,0.07581294518426758,-0.05853104314730052,1,1.0,6.0,11.0,1.0,1.0,755.0,0.997,19242.0,0.995,7403.0,6408.0,992.0,119.0,0.0
ws_rewire,0.5,WS,7,1000,3000,6.0,0.006006006006006006,0.08252941502941503,0.07156947355443226,-0.06115549635878804,1,1.0,8.0,13.0,1.0,1.0,735.0,1.0,20732.0,0.995,7661.0,6666.0,995.0,202.0,0.0
ws_rewire,0.5,WS,6,1000,3000,6.0,0.006006006006006006,0.07773023088023087,0.07178095707942772,-0.06634588186442926,1,1.0,6.0,10.0,1.0,1.0,753.0,1.0,19881.0,0.995,7094.0,6099.0,995.0,154.0,0.0
ws_rewire,0.5,WS,5,1000,3000,6.0,0.006006006006006006,0.06842388167388166,0.06112590574100452,-0.06696136846388563,1,1.0,6.0,10.0,1.0,1.0,752.0,0.999,20203.0,0.995,7531.0,6536.0,994.0,168.0,0.0
ws_rewire,0.5,WS,10,1000,3000,6.0,0.006006006006006006,0.08671421356421356,0.07748319641523525,-0.0650017365633424,1,1.0,7.0,11.0,1.0,1.0,745.0,0.999,19439.0,0.995,7353.0,6358.0,994.0,118.0,0.0
ws_rewire,0.5,WS,11,1000,3000,6.0,0.006006006006006006,0.06846334776334775,0.0638851058561347,-0.06480858768515707,1,1.0,7.0,11.0,1.0,1.0,765.0,1.0,19067.0,0.995,7204.0,6209.0,995.0,143.0,0.0
ws_rewire,0.5,WS,9,1000,3000,6.0,0.006006006006006006,0.07602359862359861,0.07121606545184084,-0.053587817715261526,1,1.0,6.0,10.0,1.0,1.0,749.0,1.0,20117.0,0.995,7094.0,6099.0,995.0,168.0,0.0
ws_rewire,0.5,WS,8,1000,3000,6.0,0.006006006006006006,0.0767067821067821,0.06754429133858268,-0.07342197987222114,1,1.0,7.0,11.0,1.0,1.0,757.0,0.999,20004.0,0.995,7262.0,6267.0,994.0,129.0,0.0
ws_rewire,0.5,WS,12,1000,3000,6.0,0.006006006006006006,0.07540239205239205,0.06710868756971124,-0.07905504512243448,1,1.0,6.0,10.0,1.0,1.0,747.0,1.0,19728.0,0.995,7519.0,6524.0,995.0,149.0,0.0
ws_rewire,0.5,WS,13,1000,3000,6.0,0.006006006006006006,0.07859221334221334,0.06950162846432742,-0.05071050276416388,1,1.0,6.0,11.0,1.0,1.0,733.0,0.998,20221.0,0.995,7660.0,6665.0,993.0,122.0,0.0
ws_rewire,0.5,WS,14,1000,3000,6.0,0.006006006006006006,0.0818933621933622,0.07331106161841129,-0.10290207976595794,1,1.0,6.0,11.0,1.0,1.0,764.0,1.0,20134.0,0.995,7173.0,6178.0,995.0,159.0,0.0
ws_rewire,0.5,WS,16,1000,3000,6.0,0.006006006006006006,0.08093823953823955,0.07264691235059761,-0.07549623023762726,1,1.0,7.0,12.0,1.0,1.0,728.0,1.0,19857.0,0.995,7450.0,6455.0,995.0,168.0,0.0
ba_m,2.0,BA,0,1000,1996,3.992,0.003995995995995996,0.019076192800229232,0.007793447142402715,-0.09007686781012698,1,1.0,7.0,11.0,1.0,1.0,637.0,0.978,18867.0,0.995,6952.0,5957.0,973.0,175.0,0.0
ws_rewire,0.5,WS,17,1000,3000,6.0,0.006006006006006006,0.07370916305916306,0.0670007423904974,-0.058826644850634296,1,1.0,8.0,12.0,1.0,1.0,714.0,0.999,18839.0,0.995,7552.0,6557.0,994.0,179.0,0.0
ws_rewire,0.5,WS,15,1000,3000,6.0,0.006006006006006006,0.08365122655122656,0.07622843619605156,-0.03132678346066533,1,1.0,6.0,11.0,1.0,1.0,731.0,1.0,20428.0,0.995,7898.0,6903.0,995.0,191.0,0.0
ws_rewire,0.5,WS,18,1000,3000,6.0,0.006006006006006006,0.07602360417360417,0.07054871220604703,-0.05933119823378576,1,1.0,6.0,11.0,1.0,1.0,722.0,0.998,19815.0,0.995,7664.0,6669.0,993.0,152.0,0.0
ws_rewire,0.5,WS,19,1000,3000,6.0,0.006006006006006006,0.07928253968253968,0.07373843957544535,-0.07684817267028243,1,1.0,6.0,11.0,1.0,1.0,759.0,1.0,19865.0,0.995,7330.0,6335.0,995.0,131.0,0.0
ba_m,2.0,BA,2,1000,1996,3.992,0.003995995995995996,0.031115807932381973,0.012154581342198214,-0.07816452413651812,1,1.0,4.0,9.0,1.0,1.0,629.0,0.958,18337.0,0.995,6665.0,5670.0,953.0,164.0,0.0
ba_m,2.0,BA,1,1000,1996,3.992,0.003995995995995996,0.028762412968635742,0.009876035183375341,-0.12267713315271947,1,1.0,5.0,9.0,1.0,1.0,640.0,0.978,21198.0,0.995,6498.0,5503.0,973.0,172.0,0.0
ba_m,2.0,BA,3,1000,1996,3.992,0.003995995995995996,0.027461662239484597,0.01104417670682731,-0.10977632098899655,1,1.0,6.0,10.0,1.0,1.0,658.0,0.97,20146.0,0.995,6655.0,5660.0,965.0,157.0,0.0
ba_m,2.0,BA,4,1000,1996,3.992,0.003995995995995996,0.02465753826144994,0.009585201793721973,-0.09490626160546492,1,1.0,5.0,10.0,1.0,1.0,615.0,0.971,19200.0,0.995,6563.0,5568.0,966.0,124.0,0.0
ba_m,2.0,BA,5,1000,1996,3.992,0.003995995995995996,0.03155389653517808,0.011720424984515698,-0.09716017100745679,1,1.0,6.0,10.0,1.0,1.0,652.0,0.967,18611.0,0.994,6989.0,5995.0,962.0,138.0,0.0
ba_m,2.0,BA,6,1000,1996,3.992,0.003995995995995996,0.025794337300857173,0.011860674607146432,-0.0701107740535501,1,1.0,6.0,11.0,1.0,1.0,616.0,0.962,19060.0,0.995,6776.0,5781.0,957.0,130.0,0.0
ba_m,2.0,BA,8,1000,1996,3.992,0.003995995995995996,0.026184211977944995,0.011861408802413901,-0.07815197143240878,1,1.0,8.0,13.0,1.0,1.0,625.0,0.953,19637.0,0.995,6502.0,5507.0,948.0,122.0,0.0
ba_m,2.0,BA,7,1000,1996,3.992,0.003995995995995996,0.027123695416612803,0.008562306501547988,-0.10371504971641023,1,1.0,5.0,9.0,1.0,1.0,668.0,0.977,19868.0,0.995,6682.0,5687.0,972.0,155.0,0.0
ba_m,2.0,BA,9,1000,1996,3.992,0.003995995995995996,0.027552304534503146,0.01053729213544811,-0.08075410537880998,1,1.0,5.0,10.0,1.0,1.0,646.0,0.975,20787.0,0.995,6815.0,5820.0,970.0,160.0,0.0
ba_m,2.0,BA,13,1000,1996,3.992,0.003995995995995996,0.03266898677872722,0.012117079311791859,-0.08282182006419708,1,1.0,6.0,10.0,1.0,1.0,669.0,0.975,20368.0,0.995,6838.0,5843.0,970.0,143.0,0.0
ba_m,2.0,BA,11,1000,1996,3.992,0.003995995995995996,0.026808099471799726,0.009123625120381165,-0.08529569474085845,1,1.0,4.0,9.0,1.0,1.0,627.0,0.959,19516.0,0.994,6663.0,5669.0,954.0,171.0,0.0
ba_m,2.0,BA,14,1000,1996,3.992,0.003995995995995996,0.024570507317057955,0.010136188793013827,-0.11088325875489322,1,1.0,8.0,13.0,1.0,1.0,637.0,0.969,20092.0,0.995,6845.0,5850.0,964.0,147.0,0.0
ba_m,2.0,BA,10,1000,1996,3.992,0.003995995995995996,0.025151145790715757,0.00938323090430202,-0.09456599365027935,1,1.0,7.0,12.0,1.0,1.0,572.0,0.961,18447.0,0.995,7011.0,6016.0,956.0,198.0,0.0
ba_m,2.0,BA,16,1000,1996,3.992,0.003995995995995996,0.012816315280755525,0.007270408163265306,-0.0973201058657513,1,1.0,7.0,12.0,1.0,1.0,595.0,0.952,17758.0,0.995,6694.0,5699.0,947.0,130.0,0.0
ba_m,2.0,BA,12,1000,1996,3.992,0.003995995995995996,0.03014371772319277,0.01197113807805838,-0.06531817151689583,1,1.0,6.0,11.0,1.0,1.0,631.0,0.97,19880.0,0.995,6759.0,5764.0,965.0,156.0,0.0
ba_m,2.0,BA,15,1000,1996,3.992,0.003995995995995996,0.027319899921544124,0.010447361371551032,-0.10663427546319873,1,1.0,5.0,9.0,1.0,1.0,632.0,0.974,19402.0,0.995,7084.0,6089.0,969.0,152.0,0.0
ba_m,2.0,BA,17,1000,1996,3.992,0.003995995995995996,0.02592934039897765,0.010344201802673765,-0.08356773985003695,1,1.0,8.0,12.0,1.0,1.0,619.0,0.97,18860.0,0.995,7152.0,6157.0,965.0,167.0,0.0
ba_m,2.0,BA,18,1000,1996,3.992,0.003995995995995996,0.029020419422934526,0.010734338874821094,-0.07891590873776963,1,1.0,5.0,10.0,1.0,1.0,655.0,0.967,19900.0,0.995,6896.0,5901.0,962.0,260.0,0.0
ba_m,2.0,BA,19,1000,1996,3.992,0.003995995995995996,0.025834076837161,0.009663154446688868,-0.09496759413592071,1,1.0,5.0,10.0,1.0,1.0,640.0,0.973,18853.0,0.995,6855.0,5860.0,968.0,252.0,0.0
ba_m,3.0,BA,0,1000,2991,5.982,0.005987987987987988,0.02709042135890838,0.016885254606276216,-0.06148972138723036,1,1.0,5.0,7.0,1.0,1.0,761.0,0.995,19565.0,0.995,7096.0,6101.0,990.0,177.0,0.0
ba_m,3.0,BA,1,1000,2991,5.982,0.005987987987987988,0.03056558151499002,0.016700783863398072,-0.08035735486537819,1,1.0,5.0,8.0,1.0,1.0,745.0,0.995,18854.0,0.995,7615.0,6620.0,990.0,164.0,0.0
ba_m,3.0,BA,2,1000,2991,5.982,0.005987987987987988,0.029524429347135315,0.01713749119649425,-0.06464692133861362,1,1.0,4.0,6.0,1.0,1.0,702.0,0.989,18976.0,0.995,7097.0,6102.0,984.0,124.0,0.0
ba_m,3.0,BA,3,1000,2991,5.982,0.005987987987987988,0.03842032394179754,0.0195578231292517,-0.07151019764881539,1,1.0,4.0,7.0,1.0,1.0,736.0,0.997,20905.0,0.995,7675.0,6680.0,992.0,166.0,0.0
ba_m,3.0,BA,4,1000,2991,5.982,0.005987987987987988,0.023006653322505954,0.015617334423548651,-0.06988328537882865,1,1.0,5.0,8.0,1.0,1.0,735.0,0.992,19296.0,0.995,7430.0,6435.0,987.0,136.0,0.0
