family,value,topology,trial,nodes,edges,mean_degree,density,clustering,transitivity,assortativity,components,lcc_fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
n,1000.0,BA,11,1000,2991,5.982,0.005987987987987988,0.02927490179001235,0.01589996912627354,-0.08564941438219323,1,1.0,4.0,7.0,1.0,1.0,770.0,0.999,20508.0,0.995,7584.0,6589.0,994.0,140.0,0.0
n,1000.0,BA,12,1000,2991,5.982,0.005987987987987988,0.029299794950954333,0.018032747469404437,-0.07805815470995882,1,1.0,4.0,8.0,1.0,1.0,725.0,0.995,19256.0,0.995,7609.0,6614.0,990.0,148.0,0.0
n,1000.0,BA,10,1000,2991,5.982,0.005987987987987988,0.027680349095732075,0.016480701354890128,-0.06850486361271511,1,1.0,4.0,7.0,1.0,1.0,732.0,0.998,20562.0,0.995,7543.0,6548.0,993.0,139.0,0.0
n,1000.0,BA,9,1000,2991,5.982,0.005987987987987988,0.03221127067485658,0.01786237188872621,-0.0703683220073477,1,1.0,5.0,8.0,1.0,1.0,729.0,0.994,20522.0,0.995,7441.0,6446.0,989.0,153.0,0.0
n,1000.0,BA,13,1000,2991,5.982,0.005987987987987988,0.035689526830064475,0.018320496522844537,-0.07337476297114033,1,1.0,7.0,10.0,1.0,1.0,745.0,0.992,19840.0,0.995,7607.0,6612.0,987.0,129.0,0.0
n,1000.0,BA,14,1000,2991,5.982,0.005987987987987988,0.027706581573365505,0.01589041095890411,-0.08680748127210598,1,1.0,3.0,6.0,1.0,1.0,731.0,0.994,19862.0,0.995,7115.0,6120.0,989.0,134.0,0.0
n,1000.0,BA,15,1000,2991,5.982,0.005987987987987988,0.03614492914083742,0.01820115539870924,-0.08729896937420198,1,1.0,4.0,7.0,1.0,1.0,711.0,0.994,19135.0,0.995,7248.0,6253.0,989.0,108.0,0.0
n,1000.0,BA,16,1000,2991,5.982,0.005987987987987988,0.03190308849588785,0.017806586201758307,-0.07263471444980474,1,1.0,4.0,7.0,1.0,1.0,763.0,0.996,20082.0,0.995,7376.0,6381.0,991.0,157.0,0.0
n,1000.0,BA,17,1000,2991,5.982,0.005987987987987988,0.03527137773255599,0.018162192603716914,-0.07929179016147245,1,1.0,5.0,8.0,1.0,1.0,727.0,0.997,20759.0,0.995,7546.0,6551.0,992.0,138.0,0.0
n,1000.0,BA,18,1000,2991,5.982,0.005987987987987988,0.03201292749519675,0.0170737139039418,-0.09167587206796347,1,1.0,5.0,8.0,1.0,1.0,721.0,0.997,19666.0,0.995,7982.0,6987.0,992.0,155.0,0.0
n,1000.0,BA,19,1000,2991,5.982,0.005987987987987988,0.036965199931578506,0.0205972254878909,-0.07113188629989788,1,1.0,4.0,7.0,1.0,1.0,765.0,0.991,19861.0,0.995,7320.0,6325.0,986.0,147.0,0.0
n,2000.0,ER,0,2000,5866,5.866,0.0029344672336168083,0.0020318320568320568,0.0027054545454545456,-0.0011398108379964101,8,0.9965,8.0,12.0,1.0,1.0,1445.0,0.9875,40139.0,0.994,15265.0,13277.0,1970.0,179.0,0.0
n,2000.0,ER,1,2000,6158,6.158,0.0030805402701350676,0.003982824120324121,0.0030856871587942084,-0.010219971852122485,3,0.999,8.0,12.0,1.0,1.0,1459.0,0.9945,39029.0,0.9965,15021.0,13028.0,1984.0,160.0,0.0
n,2000.0,ER,2,2000,5909,5.909,0.0029559779889944972,0.0021332140082140085,0.002400411499114134,-0.01805416050779008,9,0.996,9.0,13.0,1.0,1.0,1477.0,0.99,38883.0,0.9935,14488.0,12501.0,1975.0,177.0,0.0
n,2000.0,ER,3,2000,6046,6.046,0.003024512256128064,0.0025839535464535464,0.002715155504360704,-0.007780231335142661,2,0.9995,7.0,11.0,1.0,1.0,1423.0,0.9955,39842.0,0.997,15061.0,13067.0,1986.0,159.0,0.0
n,2000.0,ER,4,2000,5816,5.816,0.002909454727363682,0.0028757825507825505,0.003456629638383361,0.008220737791916375,6,0.9975,7.0,11.0,1.0,1.0,1466.0,0.988,38780.0,0.9945,14296.0,12307.0,1971.0,136.0,0.0
n,2000.0,ER,5,2000,5970,5.97,0.002986493246623312,0.0021178710178710175,0.0021049086469647218,0.014903251004295858,8,0.9965,8.0,12.0,1.0,1.0,1459.0,0.99,38908.0,0.9935,14819.0,12832.0,1975.0,157.0,0.0
n,2000.0,ER,6,2000,5885,5.885,0.0029439719859929965,0.0027547147297147297,0.0027595722662987236,0.011350597207155888,7,0.997,8.0,12.0,1.0,1.0,1465.0,0.99,39523.0,0.9945,14297.0,12308.0,1975.0,168.0,0.0
n,2000.0,ER,7,2000,6023,6.023,0.0030130065032516256,0.0025982711732711735,0.003054737595288549,-0.008747871721199955,6,0.9975,7.0,11.0,1.0,1.0,1459.0,0.99,40387.0,0.995,14876.0,12886.0,1975.0,159.0,0.0
n,2000.0,ER,8,2000,6049,6.049,0.0030260130065032516,0.002987154104065869,0.003361482331720915,-0.007162381738778144,2,0.9995,6.0,11.0,1.0,1.0,1414.0,0.9935,39981.0,0.997,15148.0,13154.0,1982.0,163.0,0.0
n,2000.0,ER,9,2000,6200,6.2,0.003101550775387694,0.0026353563103563103,0.0021824417366000676,0.007184852873449406,13,0.994,7.0,11.0,1.0,1.0,1477.0,0.985,39344.0,0.9915,14632.0,12649.0,1965.0,210.0,0.0
n,2000.0,ER,10,2000,6114,6.114,0.003058529264632316,0.0030641576560694207,0.0032927318966671127,-0.011920300961139491,9,0.996,8.0,12.0,1.0,1.0,1471.0,0.99,39619.0,0.9935,15259.0,13272.0,1975.0,163.0,0.0
n,2000.0,ER,11,2000,5999,5.999,0.003001000500250125,0.0036087440337440337,0.0026588378662826123,-0.009657874567349175,4,0.9985,7.0,11.0,1.0,1.0,1494.0,0.9895,40337.0,0.996,14402.0,12410.0,1974.0,157.0,0.0
n,2000.0,ER,12,2000,6081,6.081,0.0030420210105052527,0.002804173604173604,0.002934383915228909,-0.017769735732999548,3,0.999,9.0,13.0,1.0,1.0,1460.0,0.9915,39270.0,0.996,15150.0,13158.0,1978.0,184.0,0.0
n,2000.0,ER,15,2000,6058,6.058,0.0030305152576288142,0.0032239177489177488,0.002699754567766567,0.0047168123734637885,5,0.998,7.0,10.0,1.0,1.0,1462.0,0.988,39579.0,0.9955,14499.0,12508.0,1971.0,149.0,0.0
n,2000.0,ER,13,2000,5988,5.988,0.002995497748874437,0.0032538156288156287,0.0030014173359642054,0.020775732298531472,6,0.9975,7.0,11.0,1.0,1.0,1451.0,0.9905,39363.0,0.995,14489.0,12499.0,1976.0,166.0,0.0
n,2000.0,ER,14,2000,6045,6.045,0.0030240120060030014,0.002481865356865357,0.0025997237793484443,-0.005604136639773541,8,0.9965,7.0,11.0,1.0,1.0,1452.0,0.9895,38218.0,0.994,14983.0,12995.0,1974.0,174.0,0.0
n,2000.0,ER,16,2000,6037,6.037,0.003020010005002501,0.0028233433233433233,0.002956555065838101,-0.00031775634187645286,5,0.998,8.0,12.0,1.0,1.0,1400.0,0.993,39583.0,0.995,15004.0,13014.0,1981.0,147.0,0.0
n,2000.0,ER,17,2000,5998,5.998,0.0030005002501250627,0.0038043147212264857,0.0038867602061912507,-0.004015177161970575,5,0.998,7.0,11.0,1.0,1.0,1443.0,0.9895,39725.0,0.9955,15055.0,13064.0,1974.0,139.0,0.0
n,2000.0,ER,18,2000,6102,6.102,0.003052526263131566,0.0021952630702630704,0.002803888058107242,-0.013260876822289708,4,0.9985,8.0,12.0,1.0,1.0,1458.0,0.9905,39823.0,0.996,14575.0,12583.0,1976.0,143.0,0.0
n,2000.0,ER,19,2000,6043,6.043,0.0030230115057528766,0.003602888777888778,0.004284890268354987,-0.01122807017222485,5,0.998,7.0,11.0,1.0,1.0,1465.0,0.99,39118.0,0.9955,14633.0,12642.0,1975.0,168.0,0.0
n,2000.0,WS,2,2000,6000,6.0,0.0030015007503751876,0.4474944444444444,0.4332264607734084,0.0016151980321932212,1,1.0,11.0,19.0,1.0,1.0,1250.0,1.0,40185.0,0.9975,15413.0,13418.0,1995.0,172.0,0.0
n,2000.0,WS,1,2000,6000,6.0,0.0030015007503751876,0.44284325396825397,0.4293846304838551,-0.031024313340576263,1,1.0,10.0,19.0,1.0,1.0,1255.0,1.0,40548.0,0.9975,15203.0,13208.0,1995.0,222.0,0.0
n,2000.0,WS,0,2000,6000,6.0,0.0030015007503751876,0.4462765873015873,0.4329188481675393,-0.023096142117986537,1,1.0,11.0,21.0,1.0,1.0,1333.0,1.0,41101.0,0.9975,14747.0,12752.0,1995.0,185.0,0.0
n,2000.0,WS,3,2000,6000,6.0,0.0030015007503751876,0.4478746031746032,0.4354505847282733,-0.006382512077333344,1,1.0,12.0,19.0,1.0,1.0,1262.0,1.0,39935.0,0.9975,15040.0,13045.0,1995.0,186.0,0.0
n,2000.0,WS,5,2000,6000,6.0,0.0030015007503751876,0.4433892857142857,0.429664758789861,-0.042814782241835,1,1.0,11.0,19.0,1.0,1.0,1229.0,1.0,40156.0,0.9975,14562.0,12567.0,1995.0,235.0,0.0
n,2000.0,WS,6,2000,6000,6.0,0.0030015007503751876,0.4385031746031746,0.4234001504201955,-0.006356887640471604,1,1.0,11.0,19.0,1.0,1.0,1260.0,1.0,39464.0,0.9975,15169.0,13174.0,1995.0,211.0,0.0
n,2000.0,WS,4,2000,6000,6.0,0.0030015007503751876,0.43926468253968254,0.4255152109911678,-0.0031986459543538962,1,1.0,10.0,18.0,1.0,1.0,1315.0,0.9995,40963.0,0.9975,15272.0,13277.0,1994.0,182.0,0.0
n,2000.0,WS,8,2000,6000,6.0,0.0030015007503751876,0.4527424603174603,0.44030926484078103,-0.007855584477974322,1,1.0,11.0,20.0,1.0,1.0,1256.0,1.0,41378.0,0.9975,15231.0,13236.0,1995.0,241.0,0.0
n,2000.0,WS,9,2000,6000,6.0,0.0030015007503751876,0.44099880952380954,0.42624558650451155,-0.022384847180363945,1,1.0,10.0,18.0,1.0,1.0,1271.0,1.0,38839.0,0.9975,14685.0,12690.0,1995.0,175.0,0.0
n,2000.0,WS,7,2000,6000,6.0,0.0030015007503751876,0.44271190476190475,0.4287817807008933,-0.016645356329342584,1,1.0,11.0,18.0,1.0,1.0,1286.0,1.0,40508.0,0.9975,14639.0,12644.0,1995.0,198.0,0.0
n,2000.0,WS,11,2000,6000,6.0,0.0030015007503751876,0.4390396103896104,0.42582794434646287,-0.008667640296378778,1,1.0,11.0,19.0,1.0,1.0,1320.0,1.0,40856.0,0.9975,15282.0,13287.0,1995.0,234.0,0.0
n,2000.0,WS,10,2000,6000,6.0,0.0030015007503751876,0.4450964285714286,0.4315720595452315,-0.036496332346318223,1,1.0,10.0,18.0,1.0,1.0,1282.0,1.0,40710.0,0.9975,14885.0,12890.0,1995.0,177.0,0.0
n,2000.0,WS,12,2000,6000,6.0,0.0030015007503751876,0.4399167748917749,0.4263715425358007,-0.0036305929724548508,1,1.0,9.0,16.0,1.0,1.0,1337.0,1.0,41241.0,0.9975,14640.0,12645.0,1995.0,184.0,0.0
n,2000.0,WS,13,2000,6000,6.0,0.0030015007503751876,0.43984166666666663,0.42477702636479464,-0.010724371346986658,1,1.0,12.0,21.0,1.0,1.0,1220.0,0.9995,40237.0,0.9975,15023.0,13028.0,1994.0,192.0,0.0
n,2000.0,WS,14,2000,6000,6.0,0.0030015007503751876,0.45505595238095237,0.43975667189952905,0.00193048414145959,1,1.0,10.0,19.0,1.0,1.0,1240.0,1.0,39452.0,0.9975,14946.0,12951.0,1995.0,155.0,0.0
n,2000.0,WS,16,2000,6000,6.0,0.0030015007503751876,0.4366269841269841,0.42244677720003926,-0.015330552272354645,1,1.0,12.0,20.0,1.0,1.0,1209.0,1.0,39154.0,0.9975,15404.0,13409.0,1995.0,156.0,0.0
n,2000.0,WS,15,2000,6000,6.0,0.0030015007503751876,0.4435698412698413,0.4291458272040796,-0.011759334433957045,1,1.0,11.0,19.0,1.0,1.0,1274.0,0.999,40450.0,0.9975,14743.0,12748.0,1993.0,193.0,0.0
n,2000.0,WS,17,2000,6000,6.0,0.0030015007503751876,0.44030357142857146,0.42628634980864216,-0.0330614540187087,1,1.0,12.0,19.0,1.0,1.0,1326.0,1.0,40802.0,0.9975,14554.0,12559.0,1995.0,223.0,0.0
n,2000.0,WS,18,2000,6000,6.0,0.0030015007503751876,0.4436742063492063,0.43085890173221125,-0.020175344950387305,1,1.0,10.0,19.0,1.0,1.0,1260.0,0.9995,38831.0,0.9975,14852.0,12857.0,1994.0,201.0,0.0
n,2000.0,WS,19,2000,6000,6.0,0.0030015007503751876,0.43919682539682536,0.4259925436588397,-0.0058546990561047126,1,1.0,9.0,17.0,1.0,1.0,1290.0,1.0,40907.0,0.9975,14718.0,12723.0,1995.0,194.0,0.0
n,2000.0,BA,0,2000,5991,5.991,0.002996998499249625,0.016750921785731065,0.010120603862697142,-0.05295253840646504,1,1.0,6.0,9.0,1.0,1.0,1478.0,0.996,39293.0,0.9975,14442.0,12447.0,1987.0,182.0,0.0
n,2000.0,BA,1,2000,5991,5.991,0.002996998499249625,0.01806383729558067,0.010482400785303604,-0.05984247843054825,1,1.0,6.0,9.0,1.0,1.0,1511.0,0.997,41114.0,0.9975,14692.0,12697.0,1989.0,176.0,0.0
n,2000.0,BA,2,2000,5991,5.991,0.002996998499249625,0.0200293950557043,0.010549739427201034,-0.06191938138645089,1,1.0,6.0,9.0,1.0,1.0,1478.0,0.995,40569.0,0.9975,15608.0,13613.0,1985.0,204.0,0.0
n,2000.0,BA,3,2000,5991,5.991,0.002996998499249625,0.01812379959710469,0.009544357492869159,-0.06691397454268891,1,1.0,5.0,8.0,1.0,1.0,1455.0,0.9945,38996.0,0.9975,15069.0,13074.0,1984.0,183.0,0.0
n,2000.0,BA,4,2000,5991,5.991,0.002996998499249625,0.020184093236376113,0.010052673253692291,-0.05534755198673546,1,1.0,6.0,8.0,1.0,1.0,1461.0,0.9975,39196.0,0.9975,15146.0,13151.0,1990.0,142.0,0.0
n,2000.0,BA,5,2000,5991,5.991,0.002996998499249625,0.022838651618216754,0.011462645986529074,-0.06596633178827764,1,1.0,7.0,9.0,1.0,1.0,1520.0,0.997,39515.0,0.9975,14737.0,12742.0,1989.0,150.0,0.0
n,2000.0,BA,7,2000,5991,5.991,0.002996998499249625,0.014825389808013791,0.008781435671312732,-0.07038918082224131,1,1.0,5.0,8.0,1.0,1.0,1471.0,0.9935,37789.0,0.9975,14806.0,12811.0,1982.0,155.0,0.0
n,2000.0,BA,6,2000,5991,5.991,0.002996998499249625,0.018903441704445387,0.009915943500167123,-0.054488083801308713,1,1.0,6.0,9.0,1.0,1.0,1460.0,0.9945,38962.0,0.9975,15419.0,13424.0,1984.0,154.0,0.0
n,2000.0,BA,9,2000,5991,5.991,0.002996998499249625,0.01881180161359509,0.009967694094112507,-0.05814470679086422,1,1.0,6.0,9.0,1.0,1.0,1494.0,0.996,38075.0,0.9975,14887.0,12892.0,1987.0,129.0,0.0
n,2000.0,BA,8,2000,5991,5.991,0.002996998499249625,0.01767234652515416,0.009575906726282574,-0.06298001912434703,1,1.0,4.0,7.0,1.0,1.0,1474.0,0.9945,38948.0,0.9975,15178.0,13183.0,1984.0,164.0,0.0
n,2000.0,BA,11,2000,5991,5.991,0.002996998499249625,0.015896513835885844,0.010283795443415806,-0.05936947243091923,1,1.0,6.0,9.0,1.0,1.0,1454.0,0.9895,38312.0,0.9975,14269.0,12274.0,1974.0,169.0,0.0
n,2000.0,BA,10,2000,5991,5.991,0.002996998499249625,0.01719700879942392,0.009820078878874329,-0.05312991745810608,1,1.0,5.0,8.0,1.0,1.0,1519.0,0.9975,40854.0,0.9975,15161.0,13166.0,1990.0,147.0,0.0
n,2000.0,BA,14,2000,5991,5.991,0.002996998499249625,0.017111340489714133,0.010058358647289411,-0.05446376880478348,1,1.0,4.0,7.0,1.0,1.0,1472.0,0.995,38632.0,0.9975,14479.0,12484.0,1985.0,150.0,0.0
n,2000.0,BA,13,2000,5991,5.991,0.002996998499249625,0.018037969634013083,0.010270709067165497,-0.054670102320974016,1,1.0,5.0,8.0,1.0,1.0,1468.0,0.9925,39646.0,0.9975,14963.0,12968.0,1980.0,158.0,0.0
n,2000.0,BA,12,2000,5991,5.991,0.002996998499249625,0.016436700860687325,0.00921133123147146,-0.0662408518747081,1,1.0,5.0,8.0,1.0,1.0,1505.0,0.9965,40358.0,0.9975,15032.0,13037.0,1988.0,196.0,0.0
n,2000.0,BA,15,2000,5991,5.991,0.002996998499249625,0.016878437299611533,0.00992108744241208,-0.04923750169105284,1,1.0,5.0,8.0,1.0,1.0,1469.0,0.9945,39796.0,0.9975,15500.0,13505.0,1984.0,185.0,0.0
mean_degree,4.0,ER,0,1000,1938,3.876,0.00387987987987988,0.002349206349206349,0.0032085561497326204,-0.0354626090790421,29,0.972,7.0,14.0,1.0,1.0,573.0,0.947,19061.0,0.965,6667.0,5702.0,942.0,182.0,0.0
mean_degree,4.0,ER,2,1000,2002,4.004,0.004008008008008008,0.00514047619047619,0.004141566265060241,0.023514302454344542,14,0.986,7.0,14.0,1.0,1.0,605.0,0.958,18441.0,0.979,6777.0,5798.0,953.0,158.0,0.0
mean_degree,4.0,ER,1,1000,2012,4.024,0.004028028028028028,0.003399134199134199,0.004373177842565598,-0.007651918975996606,16,0.985,9.0,16.0,1.0,1.0,622.0,0.952,19248.0,0.978,6917.0,5939.0,947.0,178.0,0.0
n,2000.0,BA,16,2000,5991,5.991,0.002996998499249625,0.01742847351974702,0.01016075943328722,-0.057434969115082245,1,1.0,4.0,7.0,1.0,1.0,1461.0,0.9935,40152.0,0.9975,15239.0,13244.0,1982.0,145.0,0.0
n,2000.0,BA,17,2000,5991,5.991,0.002996998499249625,0.017288371543395707,0.009582665583631534,-0.06283906247772503,1,1.0,6.0,9.0,1.0,1.0,1454.0,0.9965,39435.0,0.9975,14889.0,12894.0,1988.0,148.0,0.0
mean_degree,4.0,ER,3,1000,2000,4.0,0.004004004004004004,0.002653174603174603,0.004108054276111042,-0.009471504905276361,16,0.985,9.0,15.0,1.0,1.0,609.0,0.952,18315.0,0.978,6445.0,5467.0,947.0,159.0,0.0
mean_degree,4.0,ER,6,1000,2008,4.016,0.00402002002002002,0.004177777777777778,0.003699593044765076,0.014202479659664109,28,0.97,8.0,15.0,1.0,1.0,568.0,0.931,18630.0,0.961,6831.0,5870.0,926.0,167.0,0.0
mean_degree,4.0,ER,5,1000,2003,4.006,0.00401001001001001,0.0017341269841269842,0.002630260521042084,0.045884169685452746,24,0.977,7.0,13.0,1.0,1.0,565.0,0.953,18606.0,0.968,6688.0,5720.0,948.0,204.0,0.0
mean_degree,4.0,ER,4,1000,1994,3.988,0.003991991991991992,0.0024896825396825395,0.0030329836977126246,-0.003665499619068351,20,0.98,10.0,17.0,1.0,1.0,617.0,0.953,19911.0,0.975,6789.0,5814.0,948.0,214.0,0.0
n,2000.0,BA,18,2000,5991,5.991,0.002996998499249625,0.018554953636135525,0.009957848553412888,-0.055438130503935985,1,1.0,6.0,9.0,1.0,1.0,1457.0,0.9955,38816.0,0.9975,14673.0,12678.0,1986.0,146.0,0.0
n,2000.0,BA,19,2000,5991,5.991,0.002996998499249625,0.0160387984943943,0.010120481927710843,-0.05642374810405549,1,1.0,6.0,9.0,1.0,1.0,1499.0,0.9965,39655.0,0.9975,14689.0,12694.0,1988.0,139.0,0.0
mean_degree,4.0,ER,9,1000,2054,4.108,0.004112112112112112,0.006349062049062049,0.005712245626561942,0.014865783714925298,15,0.986,9.0,15.0,1.0,1.0,623.0,0.965,18365.0,0.98,6705.0,5725.0,960.0,128.0,0.0
mean_degree,4.0,ER,8,1000,1995,3.99,0.003993993993993994,0.0026578643578643577,0.0038129130655821047,-0.021460624777782145,19,0.981,11.0,18.0,1.0,1.0,610.0,0.951,18706.0,0.976,6577.0,5601.0,946.0,171.0,0.0
mean_degree,4.0,ER,7,1000,2090,4.18,0.004184184184184184,0.005507264957264957,0.004740941415509651,-0.004691808305904455,19,0.982,8.0,14.0,1.0,1.0,616.0,0.948,19110.0,0.976,6948.0,5972.0,943.0,157.0,0.0
mean_degree,4.0,ER,12,1000,2030,4.06,0.004064064064064064,0.00283015873015873,0.004035709918062859,0.0030421810492954372,14,0.987,10.0,17.0,1.0,1.0,587.0,0.956,18164.0,0.982,6374.0,5392.0,951.0,180.0,0.0
mean_degree,4.0,ER,10,1000,2006,4.012,0.004016016016016016,0.0023412698412698415,0.002590993214065392,0.002304655580936805,22,0.979,9.0,16.0,1.0,1.0,594.0,0.946,18520.0,0.968,6526.0,5558.0,941.0,175.0,0.0
mean_degree,4.0,ER,11,1000,1956,3.912,0.003915915915915916,0.0038728715728715726,0.004254770500257865,-0.03190230939601355,22,0.979,9.0,15.0,1.0,1.0,622.0,0.948,19982.0,0.972,6642.0,5670.0,943.0,189.0,0.0
mean_degree,4.0,ER,13,1000,2039,4.078,0.004082082082082082,0.003350721500721501,0.003939828080229226,0.04108162686703394,20,0.979,7.0,15.0,1.0,1.0,586.0,0.949,18143.0,0.97,7003.0,6033.0,944.0,144.0,0.0
mean_degree,4.0,ER,16,1000,2067,4.134,0.0041381381381381385,0.001826118326118326,0.0027710426047800486,-0.01762615553564597,16,0.983,9.0,16.0,1.0,1.0,625.0,0.955,19140.0,0.974,6778.0,5804.0,950.0,157.0,0.0
mean_degree,4.0,ER,17,1000,2017,4.034,0.004038038038038038,0.003157142857142857,0.003310446297204512,-0.0046613458965826925,20,0.981,11.0,17.0,1.0,1.0,619.0,0.953,19452.0,0.975,6624.0,5649.0,948.0,165.0,0.0
mean_degree,4.0,ER,15,1000,1912,3.824,0.0038278278278278278,0.0039436507936507935,0.003744798890429958,-0.03327179578020466,20,0.98,9.0,15.0,1.0,1.0,582.0,0.945,18699.0,0.972,6368.0,5396.0,940.0,150.0,0.0
mean_degree,4.0,ER,14,1000,1991,3.982,0.003985985985985986,0.0027976190476190475,0.003826530612244898,0.033016718578314154,24,0.976,10.0,16.0,1.0,1.0,596.0,0.954,18282.0,0.97,6275.0,5305.0,949.0,120.0,0.0
mean_degree,4.0,WS,0,1000,2000,4.0,0.004004004004004004,0.3890857142857143,0.367059964441571,0.007223821913235916,1,1.0,17.0,35.0,1.0,1.0,464.0,0.991,19820.0,0.994,7094.0,6100.0,986.0,204.0,0.0
mean_degree,4.0,ER,18,1000,2010,4.02,0.004024024024024024,0.00328008658008658,0.0033482142857142855,0.003194306348601852,23,0.978,9.0,15.0,1.0,1.0,638.0,0.945,20024.0,0.969,6475.0,5506.0,940.0,186.0,0.0
mean_degree,4.0,ER,19,1000,1994,3.988,0.003991991991991992,0.005129365079365079,0.005982799451576717,-0.014248105557790982,23,0.977,7.0,14.0,1.0,1.0,628.0,0.95,19663.0,0.971,6760.0,5789.0,945.0,200.0,0.0
mean_degree,4.0,WS,1,1000,2000,4.0,0.004004004004004004,0.3771666666666667,0.35842642059252067,-0.025404283256076965,1,1.0,17.0,37.0,1.0,1.0,415.0,0.979,18934.0,0.987,6862.0,5875.0,974.0,228.0,0.0
mean_degree,4.0,WS,4,1000,2000,4.0,0.004004004004004004,0.38409999999999994,0.37037037037037035,-0.008205362699889739,1,1.0,12.0,27.0,1.0,1.0,480.0,0.981,20965.0,0.994,6639.0,5645.0,976.0,182.0,0.0
mean_degree,4.0,WS,3,1000,2000,4.0,0.004004004004004004,0.3726666666666667,0.3537392989823938,-0.017612680651186884,1,1.0,15.0,32.0,1.0,1.0,425.0,0.982,19046.0,0.99,6813.0,5823.0,977.0,145.0,0.0
mean_degree,4.0,WS,2,1000,2000,4.0,0.004004004004004004,0.3719190476190476,0.35316884373488144,-0.014720689382657326,1,1.0,14.0,32.0,1.0,1.0,407.0,0.992,19336.0,0.995,6896.0,5901.0,987.0,193.0,0.0
mean_degree,4.0,WS,5,1000,2000,4.0,0.004004004004004004,0.3671380952380952,0.3467872134323539,0.0014958579162732762,1,1.0,19.0,40.0,1.0,1.0,446.0,0.988,20093.0,0.993,7122.0,6129.0,983.0,220.0,0.0
mean_degree,4.0,WS,6,1000,2000,4.0,0.004004004004004004,0.3787523809523809,0.35758064516129034,-0.03233830845770677,1,1.0,12.0,27.0,1.0,1.0,456.0,0.964,18769.0,0.978,6375.0,5397.0,959.0,187.0,0.0
mean_degree,4.0,WS,8,1000,2000,4.0,0.004004004004004004,0.36776666666666663,0.3457823567289118,-0.03743049215702669,1,1.0,11.0,28.0,1.0,1.0,427.0,0.98,18808.0,0.988,6625.0,5637.0,975.0,134.0,0.0
mean_degree,4.0,WS,7,1000,2000,4.0,0.004004004004004004,0.3721,0.3537690067939178,-0.010240534750381248,1,1.0,15.0,34.0,1.0,1.0,398.0,0.991,19692.0,0.995,7209.0,6214.0,986.0,181.0,0.0
mean_degree,4.0,WS,12,1000,2000,4.0,0.004004004004004004,0.37443333333333334,0.354281098546042,-0.002686938855754867,1,1.0,22.0,40.0,1.0,1.0,422.0,0.991,18645.0,0.995,7212.0,6217.0,986.0,203.0,0.0
mean_degree,4.0,WS,9,1000,2000,4.0,0.004004004004004004,0.3820333333333333,0.36188471502590674,-0.0035669637224940713,1,1.0,9.0,23.0,1.0,1.0,428.0,0.992,19373.0,0.994,6563.0,5569.0,987.0,175.0,0.0
mean_degree,4.0,WS,11,1000,2000,4.0,0.004004004004004004,0.3727857142857143,0.35702720207253885,-0.01309571132017555,1,1.0,12.0,29.0,1.0,1.0,488.0,0.993,20013.0,0.995,6673.0,5678.0,988.0,157.0,0.0
mean_degree,4.0,WS,13,1000,2000,4.0,0.004004004004004004,0.35977619047619047,0.3361736334405145,-0.008211678832119106,1,1.0,11.0,26.0,1.0,1.0,418.0,0.979,19571.0,0.995,7233.0,6238.0,974.0,166.0,0.0
mean_degree,4.0,WS,10,1000,2000,4.0,0.004004004004004004,0.3781047619047619,0.35804263565891475,-0.043998732378523524,1,1.0,15.0,35.0,1.0,1.0,428.0,0.997,19953.0,0.995,6588.0,5593.0,992.0,165.0,0.0
mean_degree,4.0,WS,14,1000,2000,4.0,0.004004004004004004,0.39504285714285714,0.3814097346573336,-0.017365702207386865,1,1.0,13.0,31.0,1.0,1.0,416.0,0.981,20123.0,0.99,6458.0,5468.0,976.0,238.0,0.0
mean_degree,4.0,WS,15,1000,2000,4.0,0.004004004004004004,0.3817,0.36069812540400775,-0.030378064336309695,1,1.0,18.0,34.0,1.0,1.0,437.0,0.977,19169.0,0.985,6689.0,5704.0,972.0,174.0,0.0
mean_degree,4.0,WS,16,1000,2000,4.0,0.004004004004004004,0.3814666666666666,0.3608547838756678,-0.008181726922852225,1,1.0,13.0,28.0,1.0,1.0,455.0,0.979,19887.0,0.994,6563.0,5569.0,974.0,157.0,0.0
mean_degree,4.0,WS,19,1000,2000,4.0,0.004004004004004004,0.3747047619047619,0.35402521823472355,-0.030308233879974885,1,1.0,12.0,26.0,1.0,1.0,447.0,0.98,19195.0,0.991,6569.0,5578.0,975.0,185.0,0.0
mean_degree,4.0,WS,18,1000,2000,4.0,0.004004004004004004,0.37139999999999995,0.35739721592748463,0.0015561211463002117,1,1.0,13.0,30.0,1.0,1.0,392.0,0.979,19163.0,0.994,6566.0,5572.0,974.0,205.0,0.0
mean_degree,4.0,WS,17,1000,2000,4.0,0.004004004004004004,0.3560285714285714,0.33896668276195074,-0.02144401195663485,1,1.0,14.0,27.0,1.0,1.0,491.0,0.995,19931.0,0.995,6781.0,5786.0,990.0,138.0,0.0
mean_degree,4.0,BA,1,1000,1996,3.992,0.003995995995995996,0.031637433148206426,0.010636259103104638,-0.10411857815306697,1,1.0,5.0,9.0,1.0,1.0,612.0,0.97,18955.0,0.995,7155.0,6160.0,965.0,194.0,0.0
