topology,trial,strategy,fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
ER,56,kcore,0.1,9.0,15.0,1.0,1.0,566.0,0.876,16842.0,0.886,6277.0,5391.0,871.0,160.0,0.1
ER,56,pagerank,0.01,7.0,11.0,1.0,1.0,677.0,0.977,18179.0,0.983,7187.0,6204.0,972.0,173.0,0.01
ER,56,pagerank,0.05,6.0,11.0,1.0,1.0,641.0,0.931,18120.0,0.94,6871.0,5931.0,926.0,169.0,0.05
ER,56,pagerank,0.1,8.0,14.0,1.0,1.0,515.0,0.862,16418.0,0.883,6332.0,5449.0,857.0,153.0,0.1
ER,56,random,0.01,5.0,9.0,1.0,1.0,727.0,0.981,19696.0,0.984,7191.0,6207.0,976.0,115.0,0.01
ER,56,random,0.05,5.0,9.0,1.0,1.0,700.0,0.941,20209.0,0.943,6761.0,5818.0,936.0,179.0,0.05
ER,56,random,0.1,6.0,10.0,1.0,1.0,615.0,0.892,17027.0,0.893,6495.0,5602.0,887.0,132.0,0.1
ER,57,betweenness,0.01,7.0,10.0,1.0,1.0,713.0,0.979,20190.0,0.983,7352.0,6369.0,974.0,143.0,0.01
ER,57,betweenness,0.05,6.0,11.0,1.0,1.0,653.0,0.939,19432.0,0.943,7095.0,6152.0,934.0,155.0,0.05
ER,57,betweenness,0.1,9.0,16.0,1.0,1.0,566.0,0.884,17864.0,0.889,6594.0,5705.0,879.0,154.0,0.1
ER,57,collective_influence,0.01,6.0,10.0,1.0,1.0,723.0,0.98,19981.0,0.982,7390.0,6408.0,975.0,257.0,0.01
ER,57,collective_influence,0.05,6.0,11.0,1.0,1.0,648.0,0.937,19358.0,0.942,6866.0,5924.0,932.0,182.0,0.05
ER,57,collective_influence,0.1,7.0,13.0,1.0,1.0,576.0,0.883,17134.0,0.89,6609.0,5719.0,878.0,139.0,0.1
ER,57,community_bridge,0.01,6.0,10.0,1.0,1.0,743.0,0.982,19519.0,0.983,7131.0,6148.0,977.0,192.0,0.01
ER,57,community_bridge,0.05,7.0,12.0,1.0,1.0,657.0,0.935,19140.0,0.942,6867.0,5925.0,930.0,133.0,0.05
ER,57,community_bridge,0.1,8.0,14.0,1.0,1.0,596.0,0.882,18275.0,0.89,6513.0,5623.0,877.0,171.0,0.1
ER,57,degree,0.01,5.0,9.0,1.0,1.0,705.0,0.983,18564.0,0.984,6996.0,6012.0,978.0,151.0,0.01
ER,57,degree,0.05,8.0,13.0,1.0,1.0,659.0,0.94,19038.0,0.941,6907.0,5966.0,935.0,161.0,0.05
ER,57,degree,0.1,7.0,14.0,1.0,1.0,581.0,0.878,17711.0,0.889,6246.0,5357.0,873.0,204.0,0.1
ER,57,eigenvector,0.01,6.0,10.0,1.0,1.0,726.0,0.981,19723.0,0.983,7070.0,6087.0,976.0,191.0,0.01
ER,57,eigenvector,0.05,6.0,11.0,1.0,1.0,677.0,0.936,18620.0,0.942,6822.0,5880.0,931.0,191.0,0.05
ER,57,eigenvector,0.1,7.0,12.0,1.0,1.0,603.0,0.877,17506.0,0.889,6346.0,5457.0,872.0,152.0,0.1
ER,57,kcore,0.01,7.0,10.0,1.0,1.0,730.0,0.982,18913.0,0.984,6804.0,5820.0,977.0,159.0,0.01
ER,57,kcore,0.05,8.0,13.0,1.0,1.0,644.0,0.931,18453.0,0.941,7018.0,6077.0,926.0,147.0,0.05
ER,57,kcore,0.1,7.0,13.0,1.0,1.0,570.0,0.883,17902.0,0.89,6422.0,5532.0,878.0,157.0,0.1
ER,57,pagerank,0.01,7.0,11.0,1.0,1.0,704.0,0.977,19281.0,0.982,7380.0,6398.0,972.0,140.0,0.01
ER,57,pagerank,0.05,7.0,12.0,1.0,1.0,670.0,0.939,18907.0,0.941,6771.0,5830.0,934.0,134.0,0.05
ER,57,pagerank,0.1,8.0,14.0,1.0,1.0,607.0,0.876,18572.0,0.884,6209.0,5325.0,871.0,160.0,0.1
ER,57,random,0.01,5.0,9.0,1.0,1.0,710.0,0.98,18406.0,0.984,7039.0,6055.0,975.0,135.0,0.01
ER,57,random,0.05,6.0,11.0,1.0,1.0,677.0,0.938,18627.0,0.943,6963.0,6020.0,933.0,165.0,0.05
ER,57,random,0.1,8.0,12.0,1.0,1.0,621.0,0.887,18718.0,0.892,6597.0,5705.0,882.0,149.0,0.1
ER,58,betweenness,0.01,7.0,11.0,1.0,1.0,702.0,0.982,20227.0,0.984,7349.0,6365.0,977.0,149.0,0.01
ER,58,betweenness,0.05,7.0,11.0,1.0,1.0,667.0,0.935,18130.0,0.941,6870.0,5929.0,930.0,139.0,0.05
ER,58,betweenness,0.1,7.0,13.0,1.0,1.0,595.0,0.88,18009.0,0.89,6343.0,5453.0,875.0,147.0,0.1
ER,58,collective_influence,0.01,6.0,10.0,1.0,1.0,702.0,0.978,19968.0,0.984,7323.0,6339.0,973.0,157.0,0.01
ER,58,collective_influence,0.05,7.0,13.0,1.0,1.0,639.0,0.937,17994.0,0.944,6966.0,6022.0,932.0,166.0,0.05
ER,58,collective_influence,0.1,7.0,14.0,1.0,1.0,568.0,0.882,17143.0,0.891,6243.0,5352.0,877.0,159.0,0.1
ER,58,community_bridge,0.01,6.0,11.0,1.0,1.0,697.0,0.978,18520.0,0.984,7237.0,6253.0,973.0,151.0,0.01
ER,58,community_bridge,0.05,10.0,16.0,1.0,1.0,667.0,0.935,19302.0,0.944,7228.0,6284.0,930.0,188.0,0.05
ER,58,community_bridge,0.1,8.0,14.0,1.0,1.0,582.0,0.874,17224.0,0.892,5979.0,5087.0,869.0,165.0,0.1
ER,58,degree,0.01,7.0,11.0,1.0,1.0,701.0,0.982,21092.0,0.984,7356.0,6372.0,977.0,156.0,0.01
ER,58,degree,0.05,6.0,11.0,1.0,1.0,638.0,0.927,18461.0,0.944,6920.0,5976.0,922.0,212.0,0.05
ER,58,degree,0.1,8.0,14.0,1.0,1.0,585.0,0.881,16874.0,0.891,6121.0,5230.0,876.0,132.0,0.1
ER,58,eigenvector,0.01,5.0,9.0,1.0,1.0,708.0,0.979,19571.0,0.984,7161.0,6177.0,974.0,159.0,0.01
ER,58,eigenvector,0.05,6.0,11.0,1.0,1.0,654.0,0.936,18998.0,0.942,6881.0,5939.0,931.0,261.0,0.05
ER,58,eigenvector,0.1,9.0,15.0,1.0,1.0,563.0,0.877,17528.0,0.892,6551.0,5659.0,872.0,184.0,0.1
ER,58,kcore,0.01,6.0,11.0,1.0,1.0,684.0,0.983,19917.0,0.984,7467.0,6483.0,978.0,151.0,0.01
ER,58,kcore,0.05,7.0,12.0,1.0,1.0,613.0,0.936,18057.0,0.944,7062.0,6118.0,931.0,192.0,0.05
ER,58,kcore,0.1,8.0,14.0,1.0,1.0,600.0,0.879,18023.0,0.892,6209.0,5317.0,874.0,169.0,0.1
ER,58,pagerank,0.01,6.0,10.0,1.0,1.0,703.0,0.976,19791.0,0.983,7344.0,6361.0,971.0,150.0,0.01
ER,58,pagerank,0.05,6.0,12.0,1.0,1.0,631.0,0.937,18210.0,0.944,6873.0,5929.0,932.0,151.0,0.05
ER,58,pagerank,0.1,7.0,14.0,1.0,1.0,560.0,0.877,16668.0,0.888,6122.0,5234.0,872.0,146.0,0.1
ER,58,random,0.01,7.0,11.0,1.0,1.0,700.0,0.978,19057.0,0.984,7587.0,6603.0,973.0,127.0,0.01
ER,58,random,0.05,5.0,10.0,1.0,1.0,666.0,0.938,18613.0,0.941,7113.0,6172.0,933.0,167.0,0.05
ER,58,random,0.1,7.0,12.0,1.0,1.0,617.0,0.877,17556.0,0.888,6957.0,6069.0,872.0,119.0,0.1
ER,59,betweenness,0.01,6.0,10.0,1.0,1.0,716.0,0.979,19148.0,0.98,7416.0,6436.0,974.0,151.0,0.01
ER,59,betweenness,0.05,8.0,13.0,1.0,1.0,634.0,0.931,18013.0,0.937,6548.0,5611.0,926.0,139.0,0.05
ER,59,betweenness,0.1,9.0,14.0,1.0,1.0,591.0,0.879,17295.0,0.883,6155.0,5272.0,874.0,148.0,0.1
ER,59,collective_influence,0.01,7.0,12.0,1.0,1.0,718.0,0.979,18827.0,0.981,7409.0,6428.0,974.0,170.0,0.01
ER,59,collective_influence,0.05,7.0,11.0,1.0,1.0,683.0,0.94,19386.0,0.941,6513.0,5572.0,935.0,249.0,0.05
ER,59,collective_influence,0.1,7.0,13.0,1.0,1.0,584.0,0.876,17691.0,0.889,6361.0,5472.0,871.0,168.0,0.1
ER,59,community_bridge,0.01,7.0,11.0,1.0,1.0,738.0,0.981,20083.0,0.981,7250.0,6269.0,976.0,121.0,0.01
ER,59,community_bridge,0.05,7.0,12.0,1.0,1.0,658.0,0.932,18667.0,0.942,6499.0,5557.0,927.0,182.0,0.05
ER,59,community_bridge,0.1,9.0,15.0,1.0,1.0,614.0,0.882,16823.0,0.889,6471.0,5582.0,877.0,125.0,0.1
ER,59,degree,0.01,7.0,11.0,1.0,1.0,698.0,0.979,19751.0,0.982,7368.0,6386.0,974.0,157.0,0.01
ER,59,degree,0.05,6.0,11.0,1.0,1.0,652.0,0.928,18559.0,0.941,6859.0,5918.0,923.0,123.0,0.05
ER,59,degree,0.1,8.0,14.0,1.0,1.0,589.0,0.869,16947.0,0.886,6150.0,5264.0,864.0,146.0,0.1
ER,59,eigenvector,0.01,6.0,11.0,1.0,1.0,696.0,0.975,19162.0,0.981,7134.0,6153.0,970.0,180.0,0.01
ER,59,eigenvector,0.05,6.0,11.0,1.0,1.0,640.0,0.938,19065.0,0.941,6801.0,5860.0,933.0,154.0,0.05
ER,59,eigenvector,0.1,10.0,16.0,1.0,1.0,582.0,0.879,16912.0,0.891,6486.0,5595.0,874.0,175.0,0.1
ER,59,kcore,0.01,7.0,11.0,1.0,1.0,739.0,0.981,20091.0,0.982,7231.0,6249.0,976.0,156.0,0.01
ER,59,kcore,0.05,6.0,11.0,1.0,1.0,632.0,0.934,18520.0,0.94,6580.0,5640.0,929.0,149.0,0.05
ER,59,kcore,0.1,8.0,14.0,1.0,1.0,565.0,0.872,16954.0,0.886,6217.0,5331.0,867.0,159.0,0.1
ER,59,pagerank,0.01,7.0,12.0,1.0,1.0,708.0,0.981,19885.0,0.983,7574.0,6591.0,976.0,203.0,0.01
ER,59,pagerank,0.05,7.0,12.0,1.0,1.0,633.0,0.932,19120.0,0.939,6663.0,5724.0,927.0,146.0,0.05
ER,59,pagerank,0.1,7.0,13.0,1.0,1.0,578.0,0.872,17424.0,0.884,6011.0,5127.0,867.0,202.0,0.1
ER,59,random,0.01,6.0,10.0,1.0,1.0,720.0,0.972,20095.0,0.982,7339.0,6357.0,967.0,138.0,0.01
ER,59,random,0.05,6.0,10.0,1.0,1.0,658.0,0.935,17776.0,0.94,6609.0,5669.0,930.0,156.0,0.05
ER,59,random,0.1,6.0,11.0,1.0,1.0,653.0,0.88,17382.0,0.886,6485.0,5599.0,875.0,127.0,0.1
ER,60,betweenness,0.01,7.0,11.0,1.0,1.0,712.0,0.977,19496.0,0.98,7443.0,6463.0,972.0,164.0,0.01
ER,60,betweenness,0.05,6.0,11.0,1.0,1.0,651.0,0.932,18156.0,0.936,6542.0,5606.0,927.0,147.0,0.05
ER,60,betweenness,0.1,8.0,13.0,1.0,1.0,595.0,0.878,17233.0,0.885,6234.0,5349.0,873.0,143.0,0.1
ER,60,collective_influence,0.01,7.0,11.0,1.0,1.0,711.0,0.976,19400.0,0.981,7236.0,6255.0,971.0,172.0,0.01
ER,60,collective_influence,0.05,6.0,11.0,1.0,1.0,641.0,0.934,19159.0,0.94,6715.0,5775.0,929.0,169.0,0.05
ER,60,collective_influence,0.1,8.0,14.0,1.0,1.0,583.0,0.877,17036.0,0.886,6389.0,5503.0,872.0,200.0,0.1
ER,60,community_bridge,0.01,6.0,10.0,1.0,1.0,702.0,0.979,18945.0,0.979,7232.0,6253.0,974.0,194.0,0.01
ER,60,community_bridge,0.05,6.0,11.0,1.0,1.0,663.0,0.934,17622.0,0.939,6535.0,5596.0,929.0,126.0,0.05
ER,60,community_bridge,0.1,7.0,13.0,1.0,1.0,591.0,0.87,17682.0,0.883,6303.0,5420.0,865.0,258.0,0.1
ER,60,degree,0.01,5.0,9.0,1.0,1.0,706.0,0.974,19395.0,0.98,7286.0,6306.0,969.0,132.0,0.01
ER,60,degree,0.05,6.0,11.0,1.0,1.0,645.0,0.933,18052.0,0.939,6870.0,5931.0,928.0,145.0,0.05
ER,60,degree,0.1,9.0,15.0,1.0,1.0,588.0,0.879,17918.0,0.884,6452.0,5568.0,874.0,150.0,0.1
ER,60,eigenvector,0.01,5.0,8.0,1.0,1.0,704.0,0.977,19232.0,0.98,6954.0,5974.0,972.0,137.0,0.01
ER,60,eigenvector,0.05,7.0,12.0,1.0,1.0,679.0,0.934,18408.0,0.941,6706.0,5765.0,929.0,142.0,0.05
ER,60,eigenvector,0.1,8.0,14.0,1.0,1.0,608.0,0.879,17672.0,0.888,6290.0,5402.0,874.0,151.0,0.1
ER,60,kcore,0.01,6.0,10.0,1.0,1.0,728.0,0.976,21110.0,0.978,7394.0,6416.0,971.0,142.0,0.01
ER,60,kcore,0.05,7.0,11.0,1.0,1.0,656.0,0.937,19170.0,0.94,6786.0,5846.0,932.0,156.0,0.05
ER,60,kcore,0.1,7.0,13.0,1.0,1.0,561.0,0.875,17738.0,0.886,6491.0,5605.0,870.0,164.0,0.1
ER,60,pagerank,0.01,6.0,11.0,1.0,1.0,688.0,0.973,19785.0,0.979,7425.0,6446.0,968.0,155.0,0.01
ER,60,pagerank,0.05,6.0,11.0,1.0,1.0,657.0,0.928,17808.0,0.936,6603.0,5667.0,923.0,131.0,0.05
ER,60,pagerank,0.1,10.0,16.0,1.0,1.0,584.0,0.876,16624.0,0.882,6226.0,5344.0,871.0,134.0,0.1
ER,60,random,0.01,7.0,11.0,1.0,1.0,702.0,0.978,19741.0,0.98,7467.0,6487.0,973.0,142.0,0.01
ER,60,random,0.05,7.0,12.0,1.0,1.0,677.0,0.941,19268.0,0.941,7014.0,6073.0,936.0,179.0,0.05
ER,60,random,0.1,8.0,12.0,1.0,1.0,651.0,0.883,18538.0,0.89,6640.0,5750.0,878.0,179.0,0.1
ER,61,betweenness,0.01,7.0,11.0,1.0,1.0,676.0,0.98,19042.0,0.981,7231.0,6250.0,975.0,147.0,0.01
ER,61,betweenness,0.05,6.0,11.0,1.0,1.0,651.0,0.933,18808.0,0.938,6798.0,5860.0,928.0,174.0,0.05
ER,61,betweenness,0.1,6.0,12.0,1.0,1.0,569.0,0.879,17375.0,0.887,6158.0,5271.0,874.0,205.0,0.1
ER,61,collective_influence,0.01,6.0,11.0,1.0,1.0,710.0,0.975,19548.0,0.98,7351.0,6371.0,970.0,194.0,0.01
ER,61,collective_influence,0.05,7.0,12.0,1.0,1.0,658.0,0.931,18838.0,0.939,6934.0,5995.0,926.0,160.0,0.05
ER,61,collective_influence,0.1,7.0,13.0,1.0,1.0,581.0,0.883,16917.0,0.889,6173.0,5284.0,878.0,153.0,0.1
ER,61,community_bridge,0.01,6.0,10.0,1.0,1.0,713.0,0.978,19985.0,0.981,7291.0,6310.0,973.0,168.0,0.01
ER,61,community_bridge,0.05,9.0,14.0,1.0,1.0,640.0,0.939,19129.0,0.938,6951.0,6013.0,934.0,158.0,0.05
ER,61,community_bridge,0.1,10.0,15.0,1.0,1.0,594.0,0.879,17688.0,0.887,5994.0,5107.0,874.0,140.0,0.1
ER,61,degree,0.01,6.0,10.0,1.0,1.0,714.0,0.979,19605.0,0.981,7299.0,6318.0,974.0,159.0,0.01
ER,61,degree,0.05,6.0,11.0,1.0,1.0,626.0,0.933,17994.0,0.939,7034.0,6095.0,928.0,123.0,0.05
ER,61,degree,0.1,7.0,13.0,1.0,1.0,590.0,0.876,18240.0,0.888,6369.0,5481.0,871.0,149.0,0.1
ER,61,eigenvector,0.01,7.0,11.0,1.0,1.0,695.0,0.978,19513.0,0.981,7274.0,6293.0,973.0,152.0,0.01
ER,61,eigenvector,0.05,7.0,12.0,1.0,1.0,682.0,0.935,18615.0,0.941,6689.0,5748.0,930.0,142.0,0.05
ER,61,eigenvector,0.1,11.0,18.0,1.0,1.0,565.0,0.874,17936.0,0.888,6684.0,5796.0,869.0,125.0,0.1
ER,61,kcore,0.01,7.0,12.0,1.0,1.0,713.0,0.979,19629.0,0.981,7446.0,6465.0,974.0,155.0,0.01
ER,61,kcore,0.05,7.0,12.0,1.0,1.0,659.0,0.936,18139.0,0.94,6792.0,5852.0,931.0,124.0,0.05
ER,61,kcore,0.1,9.0,15.0,1.0,1.0,569.0,0.875,17144.0,0.888,6031.0,5143.0,870.0,155.0,0.1
ER,61,pagerank,0.01,7.0,12.0,1.0,1.0,696.0,0.98,20120.0,0.981,7588.0,6607.0,975.0,121.0,0.01
ER,61,pagerank,0.05,7.0,12.0,1.0,1.0,652.0,0.926,18290.0,0.938,6994.0,6056.0,921.0,152.0,0.05
ER,61,pagerank,0.1,8.0,14.0,1.0,1.0,552.0,0.87,17248.0,0.885,6058.0,5173.0,865.0,187.0,0.1
ER,61,random,0.01,6.0,10.0,1.0,1.0,723.0,0.98,19172.0,0.981,7293.0,6312.0,975.0,126.0,0.01
ER,61,random,0.05,8.0,12.0,1.0,1.0,665.0,0.934,18963.0,0.941,6776.0,5835.0,929.0,163.0,0.05
ER,61,random,0.1,6.0,11.0,1.0,1.0,632.0,0.883,17565.0,0.889,6305.0,5416.0,878.0,148.0,0.1
ER,62,betweenness,0.01,6.0,10.0,1.0,1.0,709.0,0.975,19823.0,0.98,7188.0,6208.0,970.0,151.0,0.01
ER,62,betweenness,0.05,6.0,11.0,1.0,1.0,669.0,0.937,17922.0,0.938,6777.0,5839.0,932.0,114.0,0.05
ER,62,betweenness,0.1,8.0,13.0,1.0,1.0,568.0,0.877,17325.0,0.887,6256.0,5369.0,872.0,219.0,0.1
ER,62,collective_influence,0.01,5.0,10.0,1.0,1.0,688.0,0.974,19841.0,0.981,7398.0,6417.0,969.0,156.0,0.01
ER,62,collective_influence,0.05,7.0,12.0,1.0,1.0,651.0,0.941,19507.0,0.942,6831.0,5889.0,936.0,197.0,0.05
ER,62,collective_influence,0.1,8.0,14.0,1.0,1.0,605.0,0.882,17925.0,0.89,6246.0,5356.0,877.0,134.0,0.1
ER,62,community_bridge,0.01,5.0,9.0,1.0,1.0,707.0,0.983,19829.0,0.981,7374.0,6393.0,978.0,128.0,0.01
ER,62,community_bridge,0.05,7.0,12.0,1.0,1.0,651.0,0.942,19443.0,0.941,6910.0,5969.0,937.0,178.0,0.05
ER,62,community_bridge,0.1,8.0,14.0,1.0,1.0,588.0,0.879,18001.0,0.891,6484.0,5593.0,874.0,141.0,0.1
ER,62,degree,0.01,6.0,10.0,1.0,1.0,698.0,0.981,20345.0,0.981,7452.0,6471.0,976.0,210.0,0.01
ER,62,degree,0.05,7.0,12.0,1.0,1.0,651.0,0.938,18950.0,0.94,6692.0,5752.0,933.0,164.0,0.05
ER,62,degree,0.1,8.0,14.0,1.0,1.0,541.0,0.875,17769.0,0.89,6419.0,5529.0,870.0,179.0,0.1
ER,62,eigenvector,0.01,5.0,9.0,1.0,1.0,724.0,0.982,19715.0,0.981,7151.0,6170.0,977.0,163.0,0.01
ER,62,eigenvector,0.05,7.0,12.0,1.0,1.0,667.0,0.942,18985.0,0.941,6967.0,6026.0,937.0,133.0,0.05
ER,62,eigenvector,0.1,7.0,12.0,1.0,1.0,616.0,0.89,17440.0,0.89,6067.0,5177.0,885.0,216.0,0.1
ER,62,kcore,0.01,8.0,12.0,1.0,1.0,721.0,0.98,19586.0,0.981,7389.0,6408.0,975.0,147.0,0.01
ER,62,kcore,0.05,9.0,13.0,1.0,1.0,689.0,0.937,20143.0,0.94,6434.0,5494.0,932.0,161.0,0.05
ER,62,kcore,0.1,6.0,12.0,1.0,1.0,610.0,0.887,18657.0,0.89,6146.0,5256.0,882.0,139.0,0.1
ER,62,pagerank,0.01,7.0,11.0,1.0,1.0,729.0,0.981,20902.0,0.981,7144.0,6163.0,976.0,135.0,0.01
ER,62,pagerank,0.05,7.0,12.0,1.0,1.0,636.0,0.928,17837.0,0.94,6801.0,5861.0,923.0,143.0,0.05
ER,62,pagerank,0.1,13.0,19.0,1.0,1.0,556.0,0.875,16863.0,0.886,6277.0,5391.0,870.0,179.0,0.1
ER,62,random,0.01,5.0,9.0,1.0,1.0,721.0,0.981,20028.0,0.98,7230.0,6250.0,976.0,151.0,0.01
ER,62,random,0.05,5.0,9.0,1.0,1.0,694.0,0.938,18834.0,0.939,6854.0,5915.0,933.0,146.0,0.05
ER,62,random,0.1,7.0,12.0,1.0,1.0,614.0,0.883,17435.0,0.888,6683.0,5795.0,878.0,132.0,0.1
ER,63,betweenness,0.01,5.0,10.0,1.0,1.0,703.0,0.974,19028.0,0.983,7506.0,6523.0,969.0,124.0,0.01
ER,63,betweenness,0.05,7.0,11.0,1.0,1.0,654.0,0.929,18865.0,0.941,6669.0,5728.0,924.0,188.0,0.05
ER,63,betweenness,0.1,7.0,12.0,1.0,1.0,599.0,0.875,17791.0,0.886,6448.0,5562.0,870.0,150.0,0.1
ER,63,collective_influence,0.01,7.0,10.0,1.0,1.0,729.0,0.976,20895.0,0.983,7324.0,6341.0,971.0,136.0,0.01
ER,63,collective_influence,0.05,8.0,13.0,1.0,1.0,655.0,0.935,18788.0,0.942,6723.0,5781.0,930.0,159.0,0.05
ER,63,collective_influence,0.1,11.0,16.0,1.0,1.0,594.0,0.88,16651.0,0.888,6530.0,5642.0,875.0,141.0,0.1
ER,63,community_bridge,0.01,6.0,10.0,1.0,1.0,722.0,0.982,19937.0,0.982,7075.0,6093.0,977.0,150.0,0.01
ER,63,community_bridge,0.05,5.0,10.0,1.0,1.0,657.0,0.934,18401.0,0.942,6835.0,5893.0,929.0,154.0,0.05
ER,63,community_bridge,0.1,7.0,12.0,1.0,1.0,580.0,0.877,17546.0,0.889,6117.0,5228.0,872.0,136.0,0.1
ER,63,degree,0.01,6.0,10.0,1.0,1.0,702.0,0.98,19703.0,0.983,7437.0,6454.0,975.0,126.0,0.01
ER,63,degree,0.05,6.0,11.0,1.0,1.0,663.0,0.935,18976.0,0.941,6676.0,5735.0,930.0,170.0,0.05
ER,63,degree,0.1,8.0,14.0,1.0,1.0,604.0,0.883,17475.0,0.889,6024.0,5135.0,878.0,155.0,0.1
ER,63,eigenvector,0.01,7.0,11.0,1.0,1.0,694.0,0.976,20034.0,0.983,7443.0,6460.0,971.0,183.0,0.01
ER,63,eigenvector,0.05,7.0,12.0,1.0,1.0,662.0,0.929,18776.0,0.941,6990.0,6049.0,924.0,158.0,0.05
ER,63,eigenvector,0.1,7.0,13.0,1.0,1.0,610.0,0.883,17997.0,0.888,6214.0,5326.0,878.0,136.0,0.1
ER,63,kcore,0.01,6.0,10.0,1.0,1.0,716.0,0.98,19637.0,0.983,7480.0,6497.0,975.0,173.0,0.01
ER,63,kcore,0.05,6.0,11.0,1.0,1.0,689.0,0.93,19183.0,0.941,6698.0,5757.0,925.0,214.0,0.05
ER,63,kcore,0.1,7.0,13.0,1.0,1.0,593.0,0.875,17999.0,0.886,5993.0,5107.0,870.0,148.0,0.1
ER,63,pagerank,0.01,5.0,9.0,1.0,1.0,723.0,0.982,19635.0,0.982,7151.0,6169.0,977.0,143.0,0.01
ER,63,pagerank,0.05,7.0,12.0,1.0,1.0,660.0,0.933,18904.0,0.941,6847.0,5906.0,928.0,125.0,0.05
ER,63,pagerank,0.1,10.0,17.0,1.0,1.0,544.0,0.869,16566.0,0.883,6680.0,5797.0,864.0,131.0,0.1
ER,63,random,0.01,6.0,10.0,1.0,1.0,718.0,0.982,20527.0,0.983,7391.0,6408.0,977.0,203.0,0.01
ER,63,random,0.05,7.0,11.0,1.0,1.0,669.0,0.938,18366.0,0.941,6772.0,5831.0,933.0,143.0,0.05
ER,63,random,0.1,7.0,12.0,1.0,1.0,640.0,0.891,18030.0,0.891,6431.0,5540.0,886.0,158.0,0.1
ER,64,betweenness,0.01,6.0,10.0,1.0,1.0,732.0,0.981,19690.0,0.98,7327.0,6347.0,976.0,144.0,0.01
ER,64,betweenness,0.05,6.0,10.0,1.0,1.0,670.0,0.939,19065.0,0.939,6728.0,5789.0,934.0,144.0,0.05
ER,64,betweenness,0.1,9.0,14.0,1.0,1.0,609.0,0.881,17762.0,0.886,6452.0,5566.0,876.0,183.0,0.1
ER,64,collective_influence,0.01,7.0,11.0,1.0,1.0,676.0,0.981,18503.0,0.982,7431.0,6449.0,976.0,144.0,0.01
ER,64,collective_influence,0.05,10.0,15.0,1.0,1.0,645.0,0.941,18294.0,0.941,6974.0,6033.0,936.0,138.0,0.05
ER,64,collective_influence,0.1,8.0,13.0,1.0,1.0,611.0,0.883,18233.0,0.889,6390.0,5501.0,878.0,201.0,0.1
ER,64,community_bridge,0.01,6.0,10.0,1.0,1.0,740.0,0.982,19928.0,0.982,7029.0,6047.0,977.0,130.0,0.01
ER,64,community_bridge,0.05,7.0,12.0,1.0,1.0,670.0,0.936,18490.0,0.94,7329.0,6389.0,931.0,160.0,0.05
ER,64,community_bridge,0.1,10.0,16.0,1.0,1.0,575.0,0.879,16954.0,0.889,6516.0,5627.0,874.0,149.0,0.1
ER,64,degree,0.01,7.0,10.0,1.0,1.0,700.0,0.982,19572.0,0.981,7170.0,6189.0,977.0,164.0,0.01
ER,64,degree,0.05,7.0,12.0,1.0,1.0,671.0,0.937,17693.0,0.941,6728.0,5787.0,932.0,144.0,0.05
ER,64,degree,0.1,7.0,12.0,1.0,1.0,600.0,0.886,17732.0,0.89,6263.0,5373.0,881.0,205.0,0.1
ER,64,eigenvector,0.01,5.0,10.0,1.0,1.0,705.0,0.983,19417.0,0.982,7407.0,6425.0,978.0,137.0,0.01
ER,64,eigenvector,0.05,7.0,12.0,1.0,1.0,680.0,0.943,19191.0,0.942,7128.0,6186.0,938.0,143.0,0.05
ER,64,eigenvector,0.1,6.0,11.0,1.0,1.0,600.0,0.878,17018.0,0.891,6330.0,5439.0,873.0,134.0,0.1
ER,64,kcore,0.01,6.0,10.0,1.0,1.0,709.0,0.982,19503.0,0.981,7360.0,6379.0,977.0,161.0,0.01
ER,64,kcore,0.05,6.0,11.0,1.0,1.0,684.0,0.941,18558.0,0.941,6662.0,5721.0,936.0,147.0,0.05
ER,64,kcore,0.1,9.0,15.0,1.0,1.0,604.0,0.887,17896.0,0.89,6605.0,5715.0,882.0,144.0,0.1
ER,64,pagerank,0.01,7.0,11.0,1.0,1.0,725.0,0.98,20382.0,0.98,7165.0,6185.0,975.0,129.0,0.01
ER,64,pagerank,0.05,6.0,11.0,1.0,1.0,659.0,0.937,18693.0,0.94,6595.0,5655.0,932.0,197.0,0.05
ER,64,pagerank,0.1,8.0,14.0,1.0,1.0,604.0,0.878,18270.0,0.887,6117.0,5230.0,873.0,182.0,0.1
ER,64,random,0.01,6.0,10.0,1.0,1.0,710.0,0.979,19595.0,0.982,7213.0,6231.0,974.0,159.0,0.01
ER,64,random,0.05,6.0,11.0,1.0,1.0,701.0,0.937,18625.0,0.941,6971.0,6030.0,932.0,136.0,0.05
ER,64,random,0.1,7.0,12.0,1.0,1.0,650.0,0.886,16889.0,0.89,6323.0,5433.0,881.0,118.0,0.1
ER,65,betweenness,0.01,5.0,9.0,1.0,1.0,688.0,0.98,19342.0,0.983,7148.0,6165.0,975.0,145.0,0.01
ER,65,betweenness,0.05,6.0,11.0,1.0,1.0,678.0,0.94,19361.0,0.941,7126.0,6185.0,935.0,130.0,0.05
ER,65,betweenness,0.1,8.0,13.0,1.0,1.0,613.0,0.877,17488.0,0.888,6627.0,5739.0,872.0,140.0,0.1
