topology,trial,behavior,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
ER,19,moderate,0.05,random,6.0,10.0,1.0,1.0,669.0,0.94,18807.0,0.942,7331.0,6389.0,935.0,156.0,0.05
ER,19,moderate,0.05,degree,7.0,12.0,1.0,1.0,669.0,0.93,19639.0,0.94,7374.0,6434.0,925.0,183.0,0.05
ER,19,moderate,0.05,betweenness,6.0,11.0,1.0,1.0,649.0,0.923,18522.0,0.937,7166.0,6229.0,918.0,139.0,0.05
ER,19,moderate,0.05,kcore,8.0,13.0,1.0,1.0,627.0,0.93,19072.0,0.941,7765.0,6824.0,925.0,168.0,0.05
ER,19,moderate,0.05,collective_influence,8.0,13.0,1.0,1.0,632.0,0.936,19228.0,0.941,6969.0,6028.0,931.0,202.0,0.05
ER,19,moderate,0.05,community_bridge,7.0,12.0,1.0,1.0,652.0,0.933,19176.0,0.941,7195.0,6254.0,928.0,152.0,0.05
ER,19,strong,0.05,random,6.0,12.0,1.0,1.0,625.0,0.928,17418.0,0.942,8827.0,7885.0,923.0,161.0,0.05
ER,19,strong,0.05,degree,7.0,13.0,1.0,1.0,607.0,0.926,19211.0,0.938,8745.0,7807.0,921.0,138.0,0.05
ER,19,strong,0.05,betweenness,7.0,13.0,1.0,1.0,579.0,0.914,18077.0,0.936,9169.0,8233.0,909.0,139.0,0.05
ER,19,strong,0.05,kcore,8.0,14.0,1.0,1.0,618.0,0.915,17916.0,0.939,8533.0,7594.0,910.0,136.0,0.05
ER,19,strong,0.05,collective_influence,10.0,16.0,1.0,1.0,633.0,0.926,18624.0,0.941,8974.0,8033.0,921.0,150.0,0.05
ER,19,strong,0.05,community_bridge,9.0,15.0,1.0,1.0,585.0,0.931,18075.0,0.941,8785.0,7844.0,926.0,139.0,0.05
ER,19,degree_correlated,0.05,random,5.0,9.0,1.0,1.0,685.0,0.938,18169.0,0.942,6106.0,5164.0,933.0,135.0,0.05
ER,19,degree_correlated,0.05,degree,6.0,10.0,1.0,1.0,692.0,0.936,18143.0,0.94,6448.0,5508.0,931.0,122.0,0.05
ER,19,degree_correlated,0.05,betweenness,7.0,11.0,1.0,1.0,695.0,0.932,19159.0,0.938,6011.0,5073.0,927.0,175.0,0.05
ER,19,degree_correlated,0.05,kcore,5.0,10.0,1.0,1.0,682.0,0.935,18287.0,0.94,6348.0,5408.0,930.0,185.0,0.05
ER,19,degree_correlated,0.05,collective_influence,6.0,10.0,1.0,1.0,693.0,0.93,18432.0,0.942,6364.0,5422.0,925.0,175.0,0.05
ER,19,degree_correlated,0.05,community_bridge,6.0,11.0,1.0,1.0,667.0,0.935,19243.0,0.941,6188.0,5247.0,930.0,176.0,0.05
WS,4,homogeneous,0.05,random,7.0,15.0,1.0,1.0,577.0,0.949,18191.0,0.945,7062.0,6117.0,944.0,143.0,0.05
WS,4,homogeneous,0.05,degree,9.0,20.0,1.0,1.0,592.0,0.95,19833.0,0.945,7411.0,6466.0,945.0,144.0,0.05
WS,4,homogeneous,0.05,betweenness,9.0,17.0,1.0,1.0,587.0,0.948,18634.0,0.945,6771.0,5826.0,943.0,172.0,0.05
WS,4,homogeneous,0.05,kcore,13.0,22.0,1.0,1.0,554.0,0.949,18691.0,0.945,7256.0,6311.0,944.0,149.0,0.05
WS,4,homogeneous,0.05,collective_influence,9.0,18.0,1.0,1.0,564.0,0.95,19747.0,0.945,6912.0,5967.0,945.0,143.0,0.05
WS,4,homogeneous,0.05,community_bridge,8.0,18.0,1.0,1.0,591.0,0.949,18493.0,0.945,7171.0,6226.0,944.0,161.0,0.05
WS,4,moderate,0.05,random,10.0,20.0,1.0,1.0,568.0,0.943,19898.0,0.945,7721.0,6776.0,938.0,175.0,0.05
WS,4,moderate,0.05,degree,9.0,20.0,1.0,1.0,553.0,0.95,19044.0,0.945,7078.0,6133.0,945.0,150.0,0.05
WS,4,moderate,0.05,betweenness,12.0,21.0,1.0,1.0,545.0,0.947,19635.0,0.945,7371.0,6426.0,942.0,155.0,0.05
WS,4,moderate,0.05,kcore,9.0,21.0,1.0,1.0,545.0,0.948,18392.0,0.945,7867.0,6922.0,943.0,147.0,0.05
WS,4,moderate,0.05,collective_influence,9.0,21.0,1.0,1.0,538.0,0.947,19343.0,0.945,7191.0,6246.0,942.0,185.0,0.05
WS,4,moderate,0.05,community_bridge,11.0,21.0,1.0,1.0,546.0,0.94,19493.0,0.945,7514.0,6569.0,935.0,175.0,0.05
WS,4,strong,0.05,random,12.0,25.0,1.0,1.0,480.0,0.94,19636.0,0.945,9360.0,8415.0,935.0,151.0,0.05
WS,4,strong,0.05,degree,15.0,29.0,1.0,1.0,459.0,0.943,18813.0,0.945,8876.0,7931.0,938.0,188.0,0.05
WS,4,strong,0.05,betweenness,11.0,24.0,1.0,1.0,466.0,0.945,18942.0,0.945,9052.0,8107.0,940.0,169.0,0.05
WS,4,strong,0.05,kcore,11.0,26.0,1.0,1.0,478.0,0.944,19469.0,0.945,9298.0,8353.0,939.0,217.0,0.05
WS,4,strong,0.05,collective_influence,11.0,26.0,1.0,1.0,465.0,0.935,19493.0,0.941,10070.0,9129.0,930.0,159.0,0.05
WS,4,strong,0.05,community_bridge,10.0,21.0,1.0,1.0,494.0,0.947,18763.0,0.945,8523.0,7578.0,942.0,159.0,0.05
WS,4,degree_correlated,0.05,random,9.0,16.0,1.0,1.0,583.0,0.948,17527.0,0.945,6999.0,6054.0,943.0,125.0,0.05
WS,4,degree_correlated,0.05,degree,8.0,18.0,1.0,1.0,545.0,0.947,18938.0,0.945,7355.0,6410.0,942.0,168.0,0.05
WS,4,degree_correlated,0.05,betweenness,10.0,21.0,1.0,1.0,551.0,0.949,18610.0,0.945,6993.0,6048.0,944.0,144.0,0.05
WS,4,degree_correlated,0.05,kcore,13.0,22.0,1.0,1.0,506.0,0.95,18427.0,0.945,7271.0,6326.0,945.0,127.0,0.05
WS,4,degree_correlated,0.05,collective_influence,11.0,22.0,1.0,1.0,537.0,0.948,18692.0,0.945,7412.0,6467.0,943.0,187.0,0.05
WS,4,degree_correlated,0.05,community_bridge,10.0,19.0,1.0,1.0,514.0,0.946,18213.0,0.945,7216.0,6271.0,941.0,144.0,0.05
WS,5,homogeneous,0.05,random,8.0,16.0,1.0,1.0,609.0,0.95,19376.0,0.945,7160.0,6215.0,945.0,154.0,0.05
WS,5,homogeneous,0.05,degree,9.0,19.0,1.0,1.0,558.0,0.947,19679.0,0.945,6898.0,5953.0,942.0,161.0,0.05
WS,5,homogeneous,0.05,betweenness,9.0,22.0,1.0,1.0,548.0,0.95,19744.0,0.945,6891.0,5946.0,945.0,174.0,0.05
WS,5,homogeneous,0.05,kcore,9.0,19.0,1.0,1.0,521.0,0.949,19164.0,0.945,6594.0,5649.0,944.0,164.0,0.05
WS,5,homogeneous,0.05,collective_influence,10.0,24.0,1.0,1.0,508.0,0.95,19529.0,0.945,6925.0,5980.0,945.0,186.0,0.05
WS,5,homogeneous,0.05,community_bridge,8.0,18.0,1.0,1.0,516.0,0.95,19313.0,0.945,7042.0,6097.0,945.0,153.0,0.05
WS,5,moderate,0.05,random,8.0,19.0,1.0,1.0,562.0,0.95,19735.0,0.945,7639.0,6694.0,945.0,140.0,0.05
WS,5,moderate,0.05,degree,10.0,22.0,1.0,1.0,506.0,0.947,18467.0,0.945,7531.0,6586.0,942.0,153.0,0.05
WS,5,moderate,0.05,betweenness,9.0,21.0,1.0,1.0,541.0,0.949,19092.0,0.945,7584.0,6639.0,944.0,121.0,0.05
WS,5,moderate,0.05,kcore,12.0,25.0,1.0,1.0,473.0,0.944,18853.0,0.943,7736.0,6793.0,939.0,173.0,0.05
WS,5,moderate,0.05,collective_influence,10.0,23.0,1.0,1.0,481.0,0.949,18432.0,0.945,7347.0,6402.0,944.0,157.0,0.05
WS,5,moderate,0.05,community_bridge,9.0,21.0,1.0,1.0,496.0,0.947,18860.0,0.945,7291.0,6346.0,942.0,203.0,0.05
WS,5,strong,0.05,random,9.0,21.0,1.0,1.0,535.0,0.943,18768.0,0.945,9354.0,8409.0,938.0,143.0,0.05
WS,5,strong,0.05,degree,12.0,23.0,1.0,1.0,423.0,0.913,18292.0,0.931,8880.0,7949.0,908.0,226.0,0.05
WS,5,strong,0.05,betweenness,10.0,22.0,1.0,1.0,463.0,0.946,18971.0,0.945,8951.0,8006.0,941.0,149.0,0.05
WS,5,strong,0.05,kcore,14.0,30.0,1.0,1.0,405.0,0.939,18902.0,0.945,9912.0,8967.0,934.0,252.0,0.05
WS,5,strong,0.05,collective_influence,10.0,26.0,1.0,1.0,431.0,0.929,18291.0,0.939,8850.0,7911.0,924.0,191.0,0.05
WS,5,strong,0.05,community_bridge,10.0,22.0,1.0,1.0,443.0,0.947,18421.0,0.945,8549.0,7604.0,942.0,172.0,0.05
WS,5,degree_correlated,0.05,random,10.0,19.0,1.0,1.0,574.0,0.947,18728.0,0.945,7020.0,6075.0,942.0,160.0,0.05
WS,5,degree_correlated,0.05,degree,10.0,21.0,1.0,1.0,524.0,0.936,17979.0,0.941,7614.0,6673.0,931.0,155.0,0.05
WS,5,degree_correlated,0.05,betweenness,9.0,19.0,1.0,1.0,529.0,0.95,20001.0,0.945,7202.0,6257.0,945.0,180.0,0.05
WS,5,degree_correlated,0.05,kcore,9.0,18.0,1.0,1.0,500.0,0.944,17353.0,0.943,7369.0,6426.0,939.0,168.0,0.05
WS,5,degree_correlated,0.05,collective_influence,9.0,21.0,1.0,1.0,486.0,0.947,19044.0,0.945,7357.0,6412.0,942.0,155.0,0.05
WS,5,degree_correlated,0.05,community_bridge,8.0,19.0,1.0,1.0,536.0,0.949,19483.0,0.945,7087.0,6142.0,944.0,134.0,0.05
WS,6,homogeneous,0.05,random,9.0,18.0,1.0,1.0,593.0,0.95,18614.0,0.945,7016.0,6071.0,945.0,160.0,0.05
WS,6,homogeneous,0.05,degree,9.0,20.0,1.0,1.0,569.0,0.948,18733.0,0.945,6919.0,5974.0,943.0,156.0,0.05
WS,6,homogeneous,0.05,betweenness,9.0,20.0,1.0,1.0,551.0,0.95,18048.0,0.945,7200.0,6255.0,945.0,139.0,0.05
WS,6,homogeneous,0.05,kcore,10.0,20.0,1.0,1.0,577.0,0.949,19648.0,0.945,6840.0,5895.0,944.0,195.0,0.05
WS,6,homogeneous,0.05,collective_influence,8.0,18.0,1.0,1.0,529.0,0.949,18602.0,0.945,6914.0,5969.0,944.0,144.0,0.05
WS,6,homogeneous,0.05,community_bridge,9.0,18.0,1.0,1.0,572.0,0.95,18561.0,0.945,6590.0,5645.0,945.0,158.0,0.05
WS,6,moderate,0.05,random,10.0,18.0,1.0,1.0,615.0,0.945,19348.0,0.945,7591.0,6646.0,940.0,172.0,0.05
WS,6,moderate,0.05,degree,11.0,21.0,1.0,1.0,510.0,0.95,18853.0,0.945,7494.0,6549.0,945.0,165.0,0.05
WS,6,moderate,0.05,betweenness,11.0,21.0,1.0,1.0,497.0,0.947,18392.0,0.945,7730.0,6785.0,942.0,183.0,0.05
WS,6,moderate,0.05,kcore,10.0,19.0,1.0,1.0,556.0,0.947,20272.0,0.944,7311.0,6367.0,942.0,200.0,0.05
WS,6,moderate,0.05,collective_influence,10.0,22.0,1.0,1.0,510.0,0.947,18767.0,0.945,7485.0,6540.0,942.0,171.0,0.05
WS,6,moderate,0.05,community_bridge,9.0,23.0,1.0,1.0,531.0,0.949,19703.0,0.945,7231.0,6286.0,944.0,169.0,0.05
WS,6,strong,0.05,random,9.0,19.0,1.0,1.0,517.0,0.946,19480.0,0.945,8907.0,7962.0,941.0,295.0,0.05
WS,6,strong,0.05,degree,14.0,30.0,1.0,1.0,404.0,0.944,18629.0,0.945,9326.0,8381.0,939.0,153.0,0.05
WS,6,strong,0.05,betweenness,10.0,23.0,1.0,1.0,476.0,0.942,18806.0,0.945,9095.0,8150.0,937.0,185.0,0.05
WS,6,strong,0.05,kcore,10.0,23.0,1.0,1.0,498.0,0.945,18656.0,0.945,8671.0,7726.0,940.0,151.0,0.05
WS,6,strong,0.05,collective_influence,23.0,39.0,1.0,1.0,374.0,0.929,18841.0,0.944,10173.0,9229.0,924.0,246.0,0.05
WS,6,strong,0.05,community_bridge,9.0,22.0,1.0,1.0,429.0,0.936,18629.0,0.944,9588.0,8644.0,931.0,209.0,0.05
WS,6,degree_correlated,0.05,random,13.0,23.0,1.0,1.0,606.0,0.95,18962.0,0.945,7167.0,6222.0,945.0,275.0,0.05
WS,6,degree_correlated,0.05,degree,9.0,18.0,1.0,1.0,496.0,0.945,18258.0,0.945,7336.0,6391.0,940.0,152.0,0.05
WS,6,degree_correlated,0.05,betweenness,9.0,19.0,1.0,1.0,536.0,0.946,19595.0,0.945,7244.0,6299.0,941.0,157.0,0.05
WS,6,degree_correlated,0.05,kcore,8.0,19.0,1.0,1.0,501.0,0.949,19557.0,0.945,7915.0,6970.0,944.0,189.0,0.05
WS,6,degree_correlated,0.05,collective_influence,10.0,22.0,1.0,1.0,479.0,0.948,17888.0,0.945,7672.0,6727.0,943.0,190.0,0.05
WS,6,degree_correlated,0.05,community_bridge,8.0,17.0,1.0,1.0,567.0,0.947,19053.0,0.945,7334.0,6389.0,942.0,168.0,0.05
WS,9,homogeneous,0.05,random,8.0,16.0,1.0,1.0,604.0,0.95,19265.0,0.945,7180.0,6235.0,945.0,188.0,0.05
WS,9,homogeneous,0.05,degree,9.0,20.0,1.0,1.0,545.0,0.95,18587.0,0.945,7095.0,6150.0,945.0,185.0,0.05
WS,9,homogeneous,0.05,betweenness,9.0,19.0,1.0,1.0,539.0,0.948,18615.0,0.945,7166.0,6221.0,943.0,144.0,0.05
WS,9,homogeneous,0.05,kcore,10.0,21.0,1.0,1.0,508.0,0.945,18637.0,0.944,7166.0,6222.0,940.0,146.0,0.05
WS,9,homogeneous,0.05,collective_influence,8.0,17.0,1.0,1.0,539.0,0.95,19807.0,0.945,6973.0,6028.0,945.0,193.0,0.05
WS,9,homogeneous,0.05,community_bridge,8.0,17.0,1.0,1.0,588.0,0.95,18106.0,0.945,6848.0,5903.0,945.0,131.0,0.05
WS,9,moderate,0.05,random,8.0,19.0,1.0,1.0,580.0,0.95,18851.0,0.945,7507.0,6562.0,945.0,136.0,0.05
WS,9,moderate,0.05,degree,9.0,20.0,1.0,1.0,507.0,0.948,18096.0,0.945,7305.0,6360.0,943.0,162.0,0.05
WS,9,moderate,0.05,betweenness,9.0,19.0,1.0,1.0,499.0,0.95,20213.0,0.945,7654.0,6709.0,945.0,204.0,0.05
WS,9,moderate,0.05,kcore,9.0,20.0,1.0,1.0,501.0,0.943,18942.0,0.944,7439.0,6495.0,938.0,126.0,0.05
WS,9,moderate,0.05,collective_influence,9.0,21.0,1.0,1.0,539.0,0.946,19358.0,0.945,7185.0,6240.0,941.0,154.0,0.05
WS,9,moderate,0.05,community_bridge,9.0,22.0,1.0,1.0,509.0,0.942,19684.0,0.941,7351.0,6410.0,937.0,172.0,0.05
WS,9,strong,0.05,random,9.0,23.0,1.0,1.0,475.0,0.948,19125.0,0.945,9826.0,8881.0,943.0,167.0,0.05
WS,9,strong,0.05,degree,10.0,28.0,1.0,1.0,396.0,0.942,18359.0,0.945,9271.0,8326.0,937.0,155.0,0.05
WS,9,strong,0.05,betweenness,10.0,23.0,1.0,1.0,419.0,0.921,17386.0,0.928,9050.0,8122.0,916.0,156.0,0.05
WS,9,strong,0.05,kcore,9.0,24.0,1.0,1.0,417.0,0.938,17547.0,0.945,8726.0,7781.0,933.0,186.0,0.05
WS,9,strong,0.05,collective_influence,12.0,30.0,1.0,1.0,440.0,0.944,19145.0,0.945,9593.0,8648.0,939.0,149.0,0.05
WS,9,strong,0.05,community_bridge,11.0,24.0,1.0,1.0,444.0,0.943,18441.0,0.945,8966.0,8021.0,938.0,161.0,0.05
WS,9,degree_correlated,0.05,random,7.0,14.0,1.0,1.0,582.0,0.947,19925.0,0.945,6863.0,5918.0,942.0,148.0,0.05
WS,9,degree_correlated,0.05,degree,8.0,19.0,1.0,1.0,533.0,0.949,18143.0,0.945,7231.0,6286.0,944.0,135.0,0.05
WS,9,degree_correlated,0.05,betweenness,7.0,17.0,1.0,1.0,568.0,0.95,19201.0,0.945,7296.0,6351.0,945.0,162.0,0.05
WS,9,degree_correlated,0.05,kcore,8.0,17.0,1.0,1.0,545.0,0.94,18573.0,0.943,7376.0,6433.0,935.0,226.0,0.05
WS,9,degree_correlated,0.05,collective_influence,9.0,20.0,1.0,1.0,505.0,0.949,18655.0,0.945,7579.0,6634.0,944.0,149.0,0.05
WS,9,degree_correlated,0.05,community_bridge,11.0,23.0,1.0,1.0,502.0,0.949,18984.0,0.945,7401.0,6456.0,944.0,172.0,0.05
WS,8,homogeneous,0.05,random,13.0,22.0,1.0,1.0,590.0,0.949,18286.0,0.945,6747.0,5802.0,944.0,170.0,0.05
WS,8,homogeneous,0.05,degree,10.0,20.0,1.0,1.0,506.0,0.946,18078.0,0.944,6985.0,6041.0,941.0,149.0,0.05
WS,8,homogeneous,0.05,betweenness,8.0,17.0,1.0,1.0,559.0,0.95,19125.0,0.945,7106.0,6161.0,945.0,158.0,0.05
WS,8,homogeneous,0.05,kcore,9.0,18.0,1.0,1.0,529.0,0.945,18567.0,0.941,6793.0,5852.0,940.0,186.0,0.05
WS,8,homogeneous,0.05,collective_influence,11.0,22.0,1.0,1.0,488.0,0.95,18443.0,0.945,7383.0,6438.0,945.0,146.0,0.05
WS,8,homogeneous,0.05,community_bridge,11.0,23.0,1.0,1.0,524.0,0.948,19183.0,0.945,7122.0,6177.0,943.0,191.0,0.05
WS,8,moderate,0.05,random,8.0,18.0,1.0,1.0,545.0,0.947,17401.0,0.945,7276.0,6331.0,942.0,151.0,0.05
WS,8,moderate,0.05,degree,9.0,20.0,1.0,1.0,493.0,0.944,18445.0,0.941,7361.0,6420.0,939.0,214.0,0.05
WS,8,moderate,0.05,betweenness,7.0,16.0,1.0,1.0,550.0,0.948,18946.0,0.945,7504.0,6559.0,943.0,132.0,0.05
WS,8,moderate,0.05,kcore,11.0,22.0,1.0,1.0,535.0,0.944,19297.0,0.945,7848.0,6903.0,939.0,155.0,0.05
WS,8,moderate,0.05,collective_influence,9.0,22.0,1.0,1.0,515.0,0.949,18632.0,0.945,7316.0,6371.0,944.0,142.0,0.05
WS,8,moderate,0.05,community_bridge,10.0,22.0,1.0,1.0,500.0,0.945,19385.0,0.944,7366.0,6422.0,940.0,167.0,0.05
WS,8,strong,0.05,random,9.0,20.0,1.0,1.0,520.0,0.941,18601.0,0.945,9485.0,8540.0,936.0,157.0,0.05
WS,8,strong,0.05,degree,13.0,28.0,1.0,1.0,412.0,0.922,18562.0,0.939,9107.0,8168.0,917.0,173.0,0.05
WS,8,strong,0.05,betweenness,9.0,24.0,1.0,1.0,427.0,0.941,18986.0,0.944,9275.0,8331.0,936.0,166.0,0.05
WS,8,strong,0.05,kcore,20.0,39.0,1.0,1.0,371.0,0.922,18073.0,0.933,9383.0,8450.0,917.0,172.0,0.05
WS,8,strong,0.05,collective_influence,17.0,34.0,1.0,1.0,442.0,0.946,18547.0,0.945,9599.0,8654.0,941.0,207.0,0.05
WS,8,strong,0.05,community_bridge,11.0,29.0,1.0,1.0,396.0,0.937,18894.0,0.945,8852.0,7907.0,932.0,199.0,0.05
WS,8,degree_correlated,0.05,random,6.0,13.0,1.0,1.0,611.0,0.95,19906.0,0.945,6602.0,5657.0,945.0,198.0,0.05
WS,8,degree_correlated,0.05,degree,10.0,19.0,1.0,1.0,562.0,0.949,19543.0,0.945,7518.0,6573.0,944.0,177.0,0.05
WS,8,degree_correlated,0.05,betweenness,10.0,21.0,1.0,1.0,539.0,0.941,18626.0,0.945,7046.0,6101.0,936.0,156.0,0.05
WS,8,degree_correlated,0.05,kcore,9.0,20.0,1.0,1.0,532.0,0.945,19404.0,0.945,7480.0,6535.0,940.0,186.0,0.05
WS,8,degree_correlated,0.05,collective_influence,9.0,18.0,1.0,1.0,553.0,0.948,18811.0,0.945,7180.0,6235.0,943.0,137.0,0.05
WS,8,degree_correlated,0.05,community_bridge,9.0,19.0,1.0,1.0,551.0,0.95,18999.0,0.945,7198.0,6253.0,945.0,194.0,0.05
WS,7,homogeneous,0.05,random,10.0,19.0,1.0,1.0,606.0,0.95,18815.0,0.945,6735.0,5790.0,945.0,147.0,0.05
WS,7,homogeneous,0.05,degree,7.0,17.0,1.0,1.0,585.0,0.949,18662.0,0.945,6657.0,5712.0,944.0,161.0,0.05
WS,7,homogeneous,0.05,betweenness,9.0,18.0,1.0,1.0,538.0,0.95,18842.0,0.945,7157.0,6212.0,945.0,169.0,0.05
WS,7,homogeneous,0.05,kcore,8.0,18.0,1.0,1.0,560.0,0.95,19464.0,0.945,7179.0,6234.0,945.0,169.0,0.05
WS,7,homogeneous,0.05,collective_influence,12.0,23.0,1.0,1.0,507.0,0.95,18943.0,0.945,7030.0,6085.0,945.0,153.0,0.05
WS,7,homogeneous,0.05,community_bridge,9.0,19.0,1.0,1.0,522.0,0.95,18906.0,0.945,6926.0,5981.0,945.0,144.0,0.05
WS,7,moderate,0.05,random,11.0,20.0,1.0,1.0,540.0,0.948,18529.0,0.945,7819.0,6874.0,943.0,142.0,0.05
WS,7,moderate,0.05,degree,8.0,19.0,1.0,1.0,490.0,0.937,18750.0,0.939,7485.0,6546.0,932.0,198.0,0.05
WS,7,moderate,0.05,betweenness,9.0,20.0,1.0,1.0,532.0,0.949,19007.0,0.945,7569.0,6624.0,944.0,228.0,0.05
WS,7,moderate,0.05,kcore,9.0,19.0,1.0,1.0,552.0,0.943,17881.0,0.944,7124.0,6180.0,938.0,143.0,0.05
WS,7,moderate,0.05,collective_influence,10.0,23.0,1.0,1.0,461.0,0.941,17284.0,0.944,7296.0,6352.0,936.0,152.0,0.05
WS,7,moderate,0.05,community_bridge,10.0,21.0,1.0,1.0,533.0,0.947,19106.0,0.945,7483.0,6538.0,942.0,148.0,0.05
WS,7,strong,0.05,random,20.0,32.0,1.0,1.0,444.0,0.941,18806.0,0.945,9603.0,8658.0,936.0,152.0,0.05
WS,7,strong,0.05,degree,14.0,26.0,1.0,1.0,460.0,0.926,18421.0,0.938,9070.0,8132.0,921.0,137.0,0.05
WS,7,strong,0.05,betweenness,10.0,23.0,1.0,1.0,456.0,0.947,18592.0,0.945,8881.0,7936.0,942.0,156.0,0.05
WS,7,strong,0.05,kcore,13.0,28.0,1.0,1.0,414.0,0.932,18095.0,0.944,9227.0,8283.0,927.0,150.0,0.05
WS,7,strong,0.05,collective_influence,12.0,26.0,1.0,1.0,456.0,0.949,19386.0,0.945,8834.0,7889.0,944.0,145.0,0.05
WS,7,strong,0.05,community_bridge,14.0,30.0,1.0,1.0,421.0,0.942,17700.0,0.943,9561.0,8618.0,937.0,171.0,0.05
WS,7,degree_correlated,0.05,random,9.0,18.0,1.0,1.0,590.0,0.949,20105.0,0.945,7078.0,6133.0,944.0,215.0,0.05
WS,7,degree_correlated,0.05,degree,8.0,18.0,1.0,1.0,554.0,0.946,18962.0,0.945,7460.0,6515.0,941.0,165.0,0.05
WS,7,degree_correlated,0.05,betweenness,8.0,17.0,1.0,1.0,564.0,0.95,19580.0,0.945,7097.0,6152.0,945.0,149.0,0.05
WS,7,degree_correlated,0.05,kcore,12.0,21.0,1.0,1.0,560.0,0.941,18206.0,0.941,7406.0,6465.0,936.0,164.0,0.05
WS,7,degree_correlated,0.05,collective_influence,11.0,21.0,1.0,1.0,536.0,0.949,18863.0,0.945,7383.0,6438.0,944.0,209.0,0.05
WS,7,degree_correlated,0.05,community_bridge,12.0,27.0,1.0,1.0,538.0,0.949,18046.0,0.945,7036.0,6091.0,944.0,160.0,0.05
WS,10,homogeneous,0.05,random,8.0,16.0,1.0,1.0,596.0,0.95,19994.0,0.945,7238.0,6293.0,945.0,177.0,0.05
WS,10,homogeneous,0.05,degree,9.0,20.0,1.0,1.0,508.0,0.947,19050.0,0.945,7235.0,6290.0,942.0,159.0,0.05
WS,10,homogeneous,0.05,betweenness,8.0,17.0,1.0,1.0,571.0,0.948,19243.0,0.945,7109.0,6164.0,943.0,131.0,0.05
WS,10,homogeneous,0.05,kcore,9.0,18.0,1.0,1.0,526.0,0.943,18425.0,0.943,6951.0,6008.0,938.0,195.0,0.05
WS,10,homogeneous,0.05,collective_influence,9.0,19.0,1.0,1.0,551.0,0.95,19249.0,0.945,7154.0,6209.0,945.0,188.0,0.05
WS,10,homogeneous,0.05,community_bridge,10.0,23.0,1.0,1.0,523.0,0.947,18556.0,0.945,7311.0,6366.0,942.0,154.0,0.05
WS,10,moderate,0.05,random,12.0,22.0,1.0,1.0,541.0,0.949,18716.0,0.945,7764.0,6819.0,944.0,129.0,0.05
WS,10,moderate,0.05,degree,10.0,22.0,1.0,1.0,472.0,0.947,19266.0,0.945,7763.0,6818.0,942.0,157.0,0.05
WS,10,moderate,0.05,betweenness,11.0,22.0,1.0,1.0,530.0,0.943,19084.0,0.945,7439.0,6494.0,938.0,227.0,0.05
WS,10,moderate,0.05,kcore,9.0,21.0,1.0,1.0,502.0,0.949,18069.0,0.945,7142.0,6197.0,944.0,206.0,0.05
WS,10,moderate,0.05,collective_influence,11.0,23.0,1.0,1.0,463.0,0.95,18780.0,0.945,7317.0,6372.0,945.0,152.0,0.05
WS,10,moderate,0.05,community_bridge,11.0,22.0,1.0,1.0,524.0,0.95,19700.0,0.945,7196.0,6251.0,945.0,153.0,0.05
WS,10,strong,0.05,random,15.0,26.0,1.0,1.0,487.0,0.948,19068.0,0.945,9713.0,8768.0,943.0,149.0,0.05
WS,10,strong,0.05,degree,12.0,26.0,1.0,1.0,435.0,0.94,18386.0,0.945,9913.0,8968.0,935.0,185.0,0.05
WS,10,strong,0.05,betweenness,11.0,24.0,1.0,1.0,445.0,0.925,18051.0,0.935,8961.0,8026.0,920.0,148.0,0.05
WS,10,strong,0.05,kcore,8.0,26.0,1.0,1.0,439.0,0.944,18886.0,0.945,9445.0,8500.0,939.0,204.0,0.05
WS,10,strong,0.05,collective_influence,12.0,29.0,1.0,1.0,417.0,0.95,18697.0,0.945,8938.0,7993.0,945.0,161.0,0.05
WS,10,strong,0.05,community_bridge,11.0,23.0,1.0,1.0,441.0,0.943,18204.0,0.945,8602.0,7657.0,938.0,175.0,0.05
WS,10,degree_correlated,0.05,random,8.0,15.0,1.0,1.0,637.0,0.949,19522.0,0.945,6802.0,5857.0,944.0,135.0,0.05
WS,10,degree_correlated,0.05,degree,10.0,20.0,1.0,1.0,524.0,0.939,18475.0,0.945,7353.0,6408.0,934.0,171.0,0.05
WS,10,degree_correlated,0.05,betweenness,9.0,19.0,1.0,1.0,533.0,0.944,19059.0,0.941,6971.0,6030.0,939.0,212.0,0.05
WS,10,degree_correlated,0.05,kcore,9.0,20.0,1.0,1.0,544.0,0.948,19694.0,0.945,7312.0,6367.0,943.0,193.0,0.05
WS,10,degree_correlated,0.05,collective_influence,12.0,22.0,1.0,1.0,514.0,0.935,18627.0,0.938,7251.0,6313.0,930.0,146.0,0.05
WS,10,degree_correlated,0.05,community_bridge,11.0,22.0,1.0,1.0,548.0,0.948,19779.0,0.945,7260.0,6315.0,943.0,175.0,0.05
WS,11,homogeneous,0.05,random,9.0,18.0,1.0,1.0,582.0,0.949,18406.0,0.945,6999.0,6054.0,944.0,160.0,0.05
WS,11,homogeneous,0.05,degree,9.0,17.0,1.0,1.0,575.0,0.93,18177.0,0.934,6650.0,5716.0,925.0,156.0,0.05
WS,11,homogeneous,0.05,betweenness,9.0,19.0,1.0,1.0,542.0,0.95,18709.0,0.945,7157.0,6212.0,945.0,149.0,0.05
