topology,trial,behavior,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
ER,6,strong,0.05,random,8.0,14.0,1.0,1.0,626.0,0.931,18052.0,0.942,9168.0,8226.0,926.0,121.0,0.05
ER,6,strong,0.05,degree,13.0,19.0,1.0,1.0,656.0,0.93,18643.0,0.94,8075.0,7135.0,925.0,141.0,0.05
ER,6,strong,0.05,betweenness,6.0,11.0,1.0,1.0,625.0,0.922,19118.0,0.934,9120.0,8186.0,917.0,160.0,0.05
ER,6,strong,0.05,kcore,9.0,14.0,1.0,1.0,597.0,0.919,18781.0,0.941,8835.0,7894.0,914.0,184.0,0.05
ER,6,strong,0.05,collective_influence,8.0,13.0,1.0,1.0,606.0,0.931,19101.0,0.941,9066.0,8125.0,926.0,187.0,0.05
ER,6,strong,0.05,community_bridge,9.0,15.0,1.0,1.0,597.0,0.928,19149.0,0.94,9277.0,8337.0,923.0,148.0,0.05
ER,6,degree_correlated,0.05,random,5.0,8.0,1.0,1.0,735.0,0.94,20407.0,0.942,6013.0,5071.0,935.0,158.0,0.05
ER,6,degree_correlated,0.05,degree,7.0,11.0,1.0,1.0,669.0,0.936,18851.0,0.941,6924.0,5983.0,931.0,169.0,0.05
ER,6,degree_correlated,0.05,betweenness,5.0,9.0,1.0,1.0,690.0,0.933,19383.0,0.935,5962.0,5027.0,928.0,174.0,0.05
ER,6,degree_correlated,0.05,kcore,8.0,12.0,1.0,1.0,706.0,0.938,19073.0,0.941,6514.0,5573.0,933.0,174.0,0.05
ER,6,degree_correlated,0.05,collective_influence,6.0,10.0,1.0,1.0,680.0,0.93,19012.0,0.941,6626.0,5685.0,925.0,114.0,0.05
ER,6,degree_correlated,0.05,community_bridge,9.0,14.0,1.0,1.0,664.0,0.933,17325.0,0.94,6497.0,5557.0,928.0,122.0,0.05
ER,10,homogeneous,0.05,random,7.0,11.0,1.0,1.0,657.0,0.935,18762.0,0.944,7141.0,6197.0,930.0,115.0,0.05
ER,10,homogeneous,0.05,degree,7.0,12.0,1.0,1.0,650.0,0.934,17942.0,0.94,6702.0,5762.0,929.0,128.0,0.05
ER,10,homogeneous,0.05,betweenness,6.0,11.0,1.0,1.0,660.0,0.936,18739.0,0.94,7117.0,6177.0,931.0,170.0,0.05
ER,10,homogeneous,0.05,kcore,7.0,12.0,1.0,1.0,656.0,0.933,19626.0,0.94,6614.0,5674.0,928.0,191.0,0.05
ER,10,homogeneous,0.05,collective_influence,7.0,12.0,1.0,1.0,646.0,0.934,18993.0,0.94,6787.0,5847.0,929.0,150.0,0.05
ER,10,homogeneous,0.05,community_bridge,7.0,13.0,1.0,1.0,615.0,0.936,18141.0,0.941,6983.0,6042.0,931.0,154.0,0.05
ER,10,moderate,0.05,random,6.0,11.0,1.0,1.0,660.0,0.942,18335.0,0.944,7187.0,6243.0,937.0,159.0,0.05
ER,10,moderate,0.05,degree,7.0,12.0,1.0,1.0,631.0,0.932,18851.0,0.94,7329.0,6389.0,927.0,162.0,0.05
ER,10,moderate,0.05,betweenness,6.0,11.0,1.0,1.0,613.0,0.934,18560.0,0.94,7315.0,6375.0,929.0,142.0,0.05
ER,10,moderate,0.05,kcore,7.0,12.0,1.0,1.0,609.0,0.922,18095.0,0.94,7312.0,6372.0,917.0,163.0,0.05
ER,10,moderate,0.05,collective_influence,8.0,12.0,1.0,1.0,649.0,0.936,19590.0,0.94,7060.0,6120.0,931.0,159.0,0.05
ER,10,moderate,0.05,community_bridge,9.0,14.0,1.0,1.0,616.0,0.932,18580.0,0.941,7041.0,6100.0,927.0,199.0,0.05
ER,10,strong,0.05,random,8.0,13.0,1.0,1.0,639.0,0.934,19315.0,0.944,9109.0,8165.0,929.0,148.0,0.05
ER,10,strong,0.05,degree,9.0,16.0,1.0,1.0,542.0,0.917,17551.0,0.939,9372.0,8433.0,912.0,204.0,0.05
ER,10,strong,0.05,betweenness,12.0,18.0,1.0,1.0,626.0,0.919,18861.0,0.94,8760.0,7820.0,914.0,153.0,0.05
ER,10,strong,0.05,kcore,7.0,13.0,1.0,1.0,616.0,0.918,18101.0,0.94,8401.0,7461.0,913.0,163.0,0.05
ER,10,strong,0.05,collective_influence,8.0,14.0,1.0,1.0,597.0,0.925,18026.0,0.939,8464.0,7525.0,920.0,134.0,0.05
ER,10,strong,0.05,community_bridge,7.0,13.0,1.0,1.0,574.0,0.917,18289.0,0.941,9265.0,8324.0,912.0,144.0,0.05
ER,10,degree_correlated,0.05,random,6.0,9.0,1.0,1.0,687.0,0.942,18418.0,0.944,5965.0,5021.0,937.0,137.0,0.05
ER,10,degree_correlated,0.05,degree,6.0,11.0,1.0,1.0,650.0,0.933,19694.0,0.94,6658.0,5718.0,928.0,119.0,0.05
ER,10,degree_correlated,0.05,betweenness,6.0,10.0,1.0,1.0,686.0,0.934,18652.0,0.94,5823.0,4883.0,929.0,165.0,0.05
ER,10,degree_correlated,0.05,kcore,6.0,11.0,1.0,1.0,667.0,0.936,18881.0,0.94,6446.0,5506.0,931.0,137.0,0.05
ER,10,degree_correlated,0.05,collective_influence,8.0,12.0,1.0,1.0,669.0,0.933,19236.0,0.94,6687.0,5747.0,928.0,178.0,0.05
ER,10,degree_correlated,0.05,community_bridge,6.0,11.0,1.0,1.0,660.0,0.931,18759.0,0.941,6316.0,5375.0,926.0,169.0,0.05
ER,9,homogeneous,0.05,random,5.0,9.0,1.0,1.0,688.0,0.939,18663.0,0.938,6788.0,5850.0,934.0,205.0,0.05
ER,9,homogeneous,0.05,degree,8.0,13.0,1.0,1.0,646.0,0.926,18257.0,0.936,7030.0,6094.0,921.0,143.0,0.05
ER,9,homogeneous,0.05,betweenness,10.0,15.0,1.0,1.0,637.0,0.92,18196.0,0.933,7147.0,6214.0,915.0,180.0,0.05
ER,9,homogeneous,0.05,kcore,6.0,10.0,1.0,1.0,654.0,0.928,18183.0,0.935,6647.0,5712.0,923.0,128.0,0.05
ER,9,homogeneous,0.05,collective_influence,8.0,13.0,1.0,1.0,664.0,0.926,18120.0,0.935,6917.0,5982.0,921.0,137.0,0.05
ER,9,homogeneous,0.05,community_bridge,6.0,11.0,1.0,1.0,675.0,0.931,18755.0,0.936,6813.0,5877.0,926.0,179.0,0.05
ER,9,moderate,0.05,random,6.0,10.0,1.0,1.0,652.0,0.937,18260.0,0.938,7428.0,6490.0,932.0,141.0,0.05
ER,9,moderate,0.05,degree,7.0,12.0,1.0,1.0,646.0,0.926,18212.0,0.936,7222.0,6286.0,921.0,127.0,0.05
ER,9,moderate,0.05,betweenness,8.0,13.0,1.0,1.0,620.0,0.926,18456.0,0.934,7212.0,6278.0,921.0,169.0,0.05
ER,9,moderate,0.05,kcore,9.0,14.0,1.0,1.0,631.0,0.928,18135.0,0.936,7457.0,6521.0,923.0,119.0,0.05
ER,9,moderate,0.05,collective_influence,7.0,12.0,1.0,1.0,650.0,0.93,17597.0,0.934,7036.0,6102.0,925.0,129.0,0.05
ER,9,moderate,0.05,community_bridge,5.0,10.0,1.0,1.0,636.0,0.924,18061.0,0.935,7130.0,6195.0,919.0,157.0,0.05
ER,9,strong,0.05,random,6.0,11.0,1.0,1.0,596.0,0.92,17836.0,0.938,8919.0,7981.0,915.0,155.0,0.05
ER,9,strong,0.05,degree,8.0,15.0,1.0,1.0,588.0,0.913,18748.0,0.936,9774.0,8838.0,908.0,168.0,0.05
ER,9,strong,0.05,betweenness,9.0,14.0,1.0,1.0,591.0,0.924,17649.0,0.934,8393.0,7459.0,919.0,147.0,0.05
ER,9,strong,0.05,kcore,9.0,15.0,1.0,1.0,603.0,0.91,18545.0,0.934,8864.0,7930.0,905.0,153.0,0.05
ER,9,strong,0.05,collective_influence,5.0,11.0,1.0,1.0,594.0,0.906,17470.0,0.933,8898.0,7965.0,901.0,131.0,0.05
ER,9,strong,0.05,community_bridge,7.0,13.0,1.0,1.0,610.0,0.913,18034.0,0.935,8830.0,7895.0,908.0,145.0,0.05
ER,9,degree_correlated,0.05,random,4.0,8.0,1.0,1.0,712.0,0.934,18796.0,0.938,5832.0,4894.0,929.0,152.0,0.05
ER,9,degree_correlated,0.05,degree,7.0,11.0,1.0,1.0,675.0,0.929,19284.0,0.936,6506.0,5570.0,924.0,152.0,0.05
ER,9,degree_correlated,0.05,betweenness,8.0,12.0,1.0,1.0,669.0,0.924,18211.0,0.933,6248.0,5315.0,919.0,189.0,0.05
ER,9,degree_correlated,0.05,kcore,7.0,11.0,1.0,1.0,687.0,0.929,18575.0,0.936,6161.0,5225.0,924.0,126.0,0.05
ER,9,degree_correlated,0.05,collective_influence,7.0,11.0,1.0,1.0,666.0,0.931,18374.0,0.936,6507.0,5571.0,926.0,149.0,0.05
ER,9,degree_correlated,0.05,community_bridge,5.0,10.0,1.0,1.0,668.0,0.929,18014.0,0.936,6458.0,5522.0,924.0,154.0,0.05
ER,8,homogeneous,0.05,random,7.0,11.0,1.0,1.0,698.0,0.94,19631.0,0.944,6570.0,5626.0,935.0,128.0,0.05
ER,8,homogeneous,0.05,degree,7.0,12.0,1.0,1.0,632.0,0.927,18962.0,0.937,7105.0,6168.0,922.0,178.0,0.05
ER,8,homogeneous,0.05,betweenness,8.0,13.0,1.0,1.0,690.0,0.936,19600.0,0.937,6666.0,5729.0,931.0,147.0,0.05
ER,8,homogeneous,0.05,kcore,7.0,12.0,1.0,1.0,634.0,0.931,17882.0,0.937,7195.0,6258.0,926.0,173.0,0.05
ER,8,homogeneous,0.05,collective_influence,8.0,14.0,1.0,1.0,641.0,0.933,18646.0,0.94,6824.0,5884.0,928.0,151.0,0.05
ER,8,homogeneous,0.05,community_bridge,6.0,10.0,1.0,1.0,658.0,0.931,18412.0,0.939,6561.0,5622.0,926.0,155.0,0.05
ER,8,moderate,0.05,random,6.0,10.0,1.0,1.0,655.0,0.937,19214.0,0.944,7129.0,6185.0,932.0,133.0,0.05
ER,8,moderate,0.05,degree,9.0,14.0,1.0,1.0,681.0,0.935,18163.0,0.937,6777.0,5840.0,930.0,158.0,0.05
ER,8,moderate,0.05,betweenness,8.0,12.0,1.0,1.0,635.0,0.924,18066.0,0.936,7061.0,6125.0,919.0,139.0,0.05
ER,8,moderate,0.05,kcore,7.0,12.0,1.0,1.0,610.0,0.916,18565.0,0.936,6734.0,5798.0,911.0,174.0,0.05
ER,8,moderate,0.05,collective_influence,7.0,12.0,1.0,1.0,643.0,0.926,18010.0,0.94,7237.0,6297.0,921.0,117.0,0.05
ER,8,moderate,0.05,community_bridge,7.0,12.0,1.0,1.0,641.0,0.925,18996.0,0.939,7278.0,6339.0,920.0,136.0,0.05
ER,8,strong,0.05,random,9.0,15.0,1.0,1.0,614.0,0.922,18843.0,0.944,9778.0,8834.0,917.0,192.0,0.05
ER,8,strong,0.05,degree,9.0,15.0,1.0,1.0,577.0,0.917,17766.0,0.937,9029.0,8092.0,912.0,132.0,0.05
ER,8,strong,0.05,betweenness,7.0,13.0,1.0,1.0,558.0,0.918,17815.0,0.937,8854.0,7917.0,913.0,197.0,0.05
ER,8,strong,0.05,kcore,8.0,14.0,1.0,1.0,620.0,0.912,18640.0,0.936,8483.0,7547.0,907.0,181.0,0.05
ER,8,strong,0.05,collective_influence,8.0,15.0,1.0,1.0,638.0,0.921,19400.0,0.94,8592.0,7652.0,916.0,186.0,0.05
ER,8,strong,0.05,community_bridge,9.0,16.0,1.0,1.0,576.0,0.918,18977.0,0.938,8938.0,8000.0,913.0,170.0,0.05
ER,8,degree_correlated,0.05,random,7.0,11.0,1.0,1.0,704.0,0.938,18594.0,0.944,6212.0,5268.0,933.0,123.0,0.05
ER,8,degree_correlated,0.05,degree,9.0,13.0,1.0,1.0,650.0,0.926,18621.0,0.937,6442.0,5505.0,921.0,160.0,0.05
ER,8,degree_correlated,0.05,betweenness,6.0,10.0,1.0,1.0,664.0,0.933,19425.0,0.937,6481.0,5544.0,928.0,127.0,0.05
ER,8,degree_correlated,0.05,kcore,6.0,10.0,1.0,1.0,662.0,0.928,17635.0,0.937,6237.0,5300.0,923.0,141.0,0.05
ER,8,degree_correlated,0.05,collective_influence,6.0,10.0,1.0,1.0,684.0,0.938,18229.0,0.94,5982.0,5042.0,933.0,139.0,0.05
ER,8,degree_correlated,0.05,community_bridge,6.0,11.0,1.0,1.0,659.0,0.929,19096.0,0.939,6544.0,5605.0,924.0,143.0,0.05
ER,12,homogeneous,0.05,random,6.0,10.0,1.0,1.0,672.0,0.941,18728.0,0.941,7156.0,6215.0,936.0,145.0,0.05
ER,12,homogeneous,0.05,degree,6.0,10.0,1.0,1.0,651.0,0.932,19602.0,0.937,6966.0,6029.0,927.0,123.0,0.05
ER,12,homogeneous,0.05,betweenness,6.0,11.0,1.0,1.0,647.0,0.928,18694.0,0.933,6889.0,5956.0,923.0,160.0,0.05
ER,12,homogeneous,0.05,kcore,7.0,12.0,1.0,1.0,684.0,0.934,18239.0,0.937,6706.0,5769.0,929.0,139.0,0.05
ER,12,homogeneous,0.05,collective_influence,7.0,12.0,1.0,1.0,654.0,0.933,18161.0,0.938,7047.0,6109.0,928.0,160.0,0.05
ER,12,homogeneous,0.05,community_bridge,7.0,11.0,1.0,1.0,669.0,0.932,18056.0,0.939,6784.0,5845.0,927.0,152.0,0.05
ER,12,moderate,0.05,random,7.0,11.0,1.0,1.0,673.0,0.936,19365.0,0.941,7256.0,6315.0,931.0,154.0,0.05
ER,12,moderate,0.05,degree,6.0,10.0,1.0,1.0,640.0,0.93,18554.0,0.938,6974.0,6036.0,925.0,148.0,0.05
ER,12,moderate,0.05,betweenness,6.0,10.0,1.0,1.0,661.0,0.929,18747.0,0.934,6908.0,5974.0,924.0,154.0,0.05
ER,12,moderate,0.05,kcore,8.0,13.0,1.0,1.0,635.0,0.931,19040.0,0.938,6987.0,6049.0,926.0,142.0,0.05
ER,12,moderate,0.05,collective_influence,6.0,11.0,1.0,1.0,669.0,0.933,19237.0,0.938,7242.0,6304.0,928.0,135.0,0.05
ER,12,moderate,0.05,community_bridge,9.0,14.0,1.0,1.0,644.0,0.935,19079.0,0.939,6906.0,5967.0,930.0,144.0,0.05
ER,12,strong,0.05,random,7.0,12.0,1.0,1.0,657.0,0.926,20218.0,0.94,8381.0,7441.0,921.0,142.0,0.05
ER,12,strong,0.05,degree,10.0,15.0,1.0,1.0,604.0,0.923,17954.0,0.938,8149.0,7211.0,918.0,211.0,0.05
ER,12,strong,0.05,betweenness,9.0,14.0,1.0,1.0,591.0,0.922,18005.0,0.934,9280.0,8346.0,917.0,153.0,0.05
ER,12,strong,0.05,kcore,8.0,14.0,1.0,1.0,592.0,0.92,18245.0,0.937,8839.0,7902.0,915.0,146.0,0.05
ER,12,strong,0.05,collective_influence,6.0,12.0,1.0,1.0,658.0,0.925,20092.0,0.938,8602.0,7664.0,920.0,136.0,0.05
ER,12,strong,0.05,community_bridge,9.0,15.0,1.0,1.0,583.0,0.923,18377.0,0.939,9133.0,8194.0,918.0,160.0,0.05
ER,12,degree_correlated,0.05,random,5.0,8.0,1.0,1.0,728.0,0.94,20088.0,0.941,5987.0,5046.0,935.0,171.0,0.05
ER,12,degree_correlated,0.05,degree,8.0,13.0,1.0,1.0,658.0,0.934,19833.0,0.938,7070.0,6132.0,929.0,134.0,0.05
ER,12,degree_correlated,0.05,betweenness,7.0,10.0,1.0,1.0,672.0,0.926,18670.0,0.933,6263.0,5330.0,921.0,170.0,0.05
ER,12,degree_correlated,0.05,kcore,6.0,10.0,1.0,1.0,676.0,0.931,19762.0,0.938,6650.0,5712.0,926.0,159.0,0.05
ER,12,degree_correlated,0.05,collective_influence,6.0,11.0,1.0,1.0,673.0,0.936,18727.0,0.939,6341.0,5402.0,931.0,163.0,0.05
ER,12,degree_correlated,0.05,community_bridge,7.0,11.0,1.0,1.0,668.0,0.932,18089.0,0.939,5916.0,4977.0,927.0,149.0,0.05
ER,13,homogeneous,0.05,random,6.0,10.0,1.0,1.0,674.0,0.943,18363.0,0.944,6993.0,6049.0,938.0,168.0,0.05
ER,13,homogeneous,0.05,degree,6.0,11.0,1.0,1.0,642.0,0.935,18258.0,0.942,6646.0,5704.0,930.0,174.0,0.05
ER,13,homogeneous,0.05,betweenness,7.0,11.0,1.0,1.0,659.0,0.939,18738.0,0.941,6936.0,5995.0,934.0,167.0,0.05
ER,13,homogeneous,0.05,kcore,7.0,12.0,1.0,1.0,662.0,0.936,18969.0,0.942,6856.0,5914.0,931.0,156.0,0.05
ER,13,homogeneous,0.05,collective_influence,7.0,12.0,1.0,1.0,656.0,0.943,19203.0,0.943,6938.0,5995.0,938.0,198.0,0.05
ER,13,homogeneous,0.05,community_bridge,8.0,13.0,1.0,1.0,651.0,0.933,18194.0,0.943,6700.0,5757.0,928.0,148.0,0.05
ER,13,moderate,0.05,random,8.0,13.0,1.0,1.0,657.0,0.939,18540.0,0.944,7717.0,6773.0,934.0,160.0,0.05
ER,13,moderate,0.05,degree,9.0,14.0,1.0,1.0,647.0,0.941,18444.0,0.942,7124.0,6182.0,936.0,178.0,0.05
ER,13,moderate,0.05,betweenness,6.0,11.0,1.0,1.0,663.0,0.934,19060.0,0.939,7177.0,6238.0,929.0,136.0,0.05
ER,13,moderate,0.05,kcore,7.0,11.0,1.0,1.0,660.0,0.937,19065.0,0.941,6841.0,5900.0,932.0,139.0,0.05
ER,13,moderate,0.05,collective_influence,6.0,10.0,1.0,1.0,650.0,0.934,18819.0,0.943,6784.0,5841.0,929.0,183.0,0.05
ER,13,moderate,0.05,community_bridge,8.0,13.0,1.0,1.0,603.0,0.926,17013.0,0.942,7166.0,6224.0,921.0,127.0,0.05
ER,13,strong,0.05,random,8.0,13.0,1.0,1.0,640.0,0.932,19017.0,0.944,8470.0,7526.0,927.0,155.0,0.05
ER,13,strong,0.05,degree,10.0,16.0,1.0,1.0,573.0,0.92,17916.0,0.94,9180.0,8240.0,915.0,145.0,0.05
ER,13,strong,0.05,betweenness,7.0,12.0,1.0,1.0,598.0,0.91,18198.0,0.939,8643.0,7704.0,905.0,141.0,0.05
ER,13,strong,0.05,kcore,10.0,17.0,1.0,1.0,571.0,0.926,19113.0,0.94,9138.0,8198.0,921.0,145.0,0.05
ER,13,strong,0.05,collective_influence,9.0,15.0,1.0,1.0,584.0,0.912,18656.0,0.941,8643.0,7702.0,907.0,138.0,0.05
ER,13,strong,0.05,community_bridge,7.0,13.0,1.0,1.0,599.0,0.921,18497.0,0.943,8924.0,7981.0,916.0,180.0,0.05
ER,13,degree_correlated,0.05,random,5.0,8.0,1.0,1.0,700.0,0.94,18975.0,0.944,5971.0,5027.0,935.0,141.0,0.05
ER,13,degree_correlated,0.05,degree,8.0,13.0,1.0,1.0,665.0,0.939,17456.0,0.942,6187.0,5245.0,934.0,112.0,0.05
ER,13,degree_correlated,0.05,betweenness,5.0,9.0,1.0,1.0,666.0,0.932,18081.0,0.939,6186.0,5247.0,927.0,118.0,0.05
ER,13,degree_correlated,0.05,kcore,6.0,10.0,1.0,1.0,653.0,0.932,18387.0,0.942,6452.0,5510.0,927.0,165.0,0.05
ER,13,degree_correlated,0.05,collective_influence,6.0,10.0,1.0,1.0,663.0,0.927,18281.0,0.943,6433.0,5490.0,922.0,155.0,0.05
ER,13,degree_correlated,0.05,community_bridge,6.0,10.0,1.0,1.0,670.0,0.933,18928.0,0.943,6309.0,5366.0,928.0,175.0,0.05
ER,11,homogeneous,0.05,random,7.0,11.0,1.0,1.0,659.0,0.935,18956.0,0.94,6876.0,5936.0,930.0,180.0,0.05
ER,11,homogeneous,0.05,degree,8.0,12.0,1.0,1.0,654.0,0.926,17905.0,0.939,6859.0,5920.0,921.0,119.0,0.05
ER,11,homogeneous,0.05,betweenness,7.0,11.0,1.0,1.0,664.0,0.931,18823.0,0.939,6652.0,5713.0,926.0,150.0,0.05
ER,11,homogeneous,0.05,kcore,7.0,12.0,1.0,1.0,667.0,0.937,18142.0,0.94,6795.0,5855.0,932.0,190.0,0.05
ER,11,homogeneous,0.05,collective_influence,7.0,12.0,1.0,1.0,678.0,0.939,19956.0,0.942,7112.0,6170.0,934.0,196.0,0.05
ER,11,homogeneous,0.05,community_bridge,7.0,11.0,1.0,1.0,676.0,0.935,18627.0,0.942,6785.0,5843.0,930.0,192.0,0.05
ER,11,moderate,0.05,random,6.0,10.0,1.0,1.0,642.0,0.928,18453.0,0.94,7663.0,6723.0,923.0,215.0,0.05
ER,11,moderate,0.05,degree,8.0,13.0,1.0,1.0,639.0,0.932,17492.0,0.94,7068.0,6128.0,927.0,157.0,0.05
ER,11,moderate,0.05,betweenness,7.0,11.0,1.0,1.0,632.0,0.928,18020.0,0.938,7075.0,6137.0,923.0,166.0,0.05
ER,11,moderate,0.05,kcore,6.0,11.0,1.0,1.0,658.0,0.936,19377.0,0.94,7411.0,6471.0,931.0,124.0,0.05
ER,11,moderate,0.05,collective_influence,8.0,13.0,1.0,1.0,626.0,0.927,18354.0,0.942,7206.0,6264.0,922.0,159.0,0.05
ER,11,moderate,0.05,community_bridge,7.0,12.0,1.0,1.0,684.0,0.941,19298.0,0.942,7117.0,6175.0,936.0,159.0,0.05
ER,11,strong,0.05,random,9.0,15.0,1.0,1.0,633.0,0.926,17899.0,0.94,9595.0,8655.0,921.0,138.0,0.05
ER,11,strong,0.05,degree,12.0,19.0,1.0,1.0,568.0,0.913,18834.0,0.938,9377.0,8439.0,908.0,181.0,0.05
ER,11,strong,0.05,betweenness,5.0,11.0,1.0,1.0,580.0,0.924,17772.0,0.939,9453.0,8514.0,919.0,119.0,0.05
ER,11,strong,0.05,kcore,6.0,12.0,1.0,1.0,601.0,0.914,18277.0,0.94,8379.0,7439.0,909.0,147.0,0.05
ER,11,strong,0.05,collective_influence,7.0,12.0,1.0,1.0,623.0,0.921,18661.0,0.942,8759.0,7817.0,916.0,174.0,0.05
ER,11,strong,0.05,community_bridge,6.0,11.0,1.0,1.0,598.0,0.929,18430.0,0.942,9017.0,8075.0,924.0,125.0,0.05
ER,11,degree_correlated,0.05,random,6.0,9.0,1.0,1.0,707.0,0.938,18730.0,0.94,6123.0,5183.0,933.0,165.0,0.05
ER,11,degree_correlated,0.05,degree,6.0,10.0,1.0,1.0,669.0,0.935,18322.0,0.94,6348.0,5408.0,930.0,121.0,0.05
ER,11,degree_correlated,0.05,betweenness,6.0,10.0,1.0,1.0,674.0,0.93,18367.0,0.939,6006.0,5067.0,925.0,150.0,0.05
ER,11,degree_correlated,0.05,kcore,7.0,11.0,1.0,1.0,678.0,0.937,19395.0,0.939,6663.0,5724.0,932.0,152.0,0.05
ER,11,degree_correlated,0.05,collective_influence,7.0,12.0,1.0,1.0,648.0,0.938,18849.0,0.942,6745.0,5803.0,933.0,181.0,0.05
ER,11,degree_correlated,0.05,community_bridge,5.0,9.0,1.0,1.0,688.0,0.942,18906.0,0.942,6230.0,5288.0,937.0,118.0,0.05
ER,14,homogeneous,0.05,random,6.0,11.0,1.0,1.0,661.0,0.94,18098.0,0.943,7232.0,6289.0,935.0,220.0,0.05
ER,14,homogeneous,0.05,degree,5.0,10.0,1.0,1.0,662.0,0.937,19084.0,0.942,6891.0,5949.0,932.0,179.0,0.05
ER,14,homogeneous,0.05,betweenness,7.0,12.0,1.0,1.0,671.0,0.94,19357.0,0.942,7292.0,6350.0,935.0,125.0,0.05
ER,14,homogeneous,0.05,kcore,8.0,13.0,1.0,1.0,656.0,0.936,18855.0,0.943,7083.0,6140.0,931.0,144.0,0.05
ER,14,homogeneous,0.05,collective_influence,7.0,11.0,1.0,1.0,679.0,0.937,18703.0,0.939,6573.0,5634.0,932.0,154.0,0.05
ER,14,homogeneous,0.05,community_bridge,6.0,10.0,1.0,1.0,669.0,0.933,18212.0,0.941,6927.0,5986.0,928.0,144.0,0.05
ER,14,moderate,0.05,random,5.0,10.0,1.0,1.0,674.0,0.941,18373.0,0.943,7412.0,6469.0,936.0,144.0,0.05
ER,14,moderate,0.05,degree,7.0,12.0,1.0,1.0,654.0,0.936,17596.0,0.943,7321.0,6378.0,931.0,114.0,0.05
ER,14,moderate,0.05,betweenness,6.0,11.0,1.0,1.0,635.0,0.935,18906.0,0.941,7307.0,6366.0,930.0,152.0,0.05
ER,14,moderate,0.05,kcore,7.0,11.0,1.0,1.0,664.0,0.935,18710.0,0.942,7088.0,6146.0,930.0,127.0,0.05
ER,14,moderate,0.05,collective_influence,8.0,13.0,1.0,1.0,656.0,0.936,18208.0,0.941,6964.0,6023.0,931.0,148.0,0.05
ER,14,moderate,0.05,community_bridge,7.0,12.0,1.0,1.0,649.0,0.927,18973.0,0.941,7227.0,6286.0,922.0,176.0,0.05
ER,14,strong,0.05,random,5.0,11.0,1.0,1.0,607.0,0.933,18537.0,0.944,9165.0,8221.0,928.0,163.0,0.05
ER,14,strong,0.05,degree,10.0,16.0,1.0,1.0,604.0,0.925,19664.0,0.94,9223.0,8283.0,920.0,246.0,0.05
ER,14,strong,0.05,betweenness,6.0,12.0,1.0,1.0,589.0,0.927,19578.0,0.942,9344.0,8402.0,922.0,136.0,0.05
ER,14,strong,0.05,kcore,8.0,15.0,1.0,1.0,607.0,0.927,18692.0,0.943,9259.0,8316.0,922.0,141.0,0.05
ER,14,strong,0.05,collective_influence,8.0,13.0,1.0,1.0,612.0,0.929,18785.0,0.942,8753.0,7811.0,924.0,157.0,0.05
ER,14,strong,0.05,community_bridge,7.0,13.0,1.0,1.0,594.0,0.921,17686.0,0.94,8884.0,7944.0,916.0,126.0,0.05
ER,14,degree_correlated,0.05,random,4.0,8.0,1.0,1.0,687.0,0.936,18525.0,0.943,6206.0,5263.0,931.0,167.0,0.05
ER,14,degree_correlated,0.05,degree,8.0,12.0,1.0,1.0,681.0,0.936,19760.0,0.944,6726.0,5782.0,931.0,151.0,0.05
ER,14,degree_correlated,0.05,betweenness,5.0,9.0,1.0,1.0,668.0,0.937,18373.0,0.943,6638.0,5695.0,932.0,145.0,0.05
ER,14,degree_correlated,0.05,kcore,5.0,9.0,1.0,1.0,670.0,0.941,18147.0,0.944,6576.0,5632.0,936.0,133.0,0.05
ER,14,degree_correlated,0.05,collective_influence,8.0,12.0,1.0,1.0,678.0,0.933,19573.0,0.939,6329.0,5390.0,928.0,149.0,0.05
ER,14,degree_correlated,0.05,community_bridge,6.0,11.0,1.0,1.0,649.0,0.94,18061.0,0.943,6764.0,5821.0,935.0,183.0,0.05
ER,15,homogeneous,0.05,random,6.0,10.0,1.0,1.0,651.0,0.939,18258.0,0.941,7068.0,6127.0,934.0,142.0,0.05
ER,15,homogeneous,0.05,degree,5.0,10.0,1.0,1.0,685.0,0.938,19155.0,0.942,6458.0,5516.0,933.0,168.0,0.05
ER,15,homogeneous,0.05,betweenness,7.0,11.0,1.0,1.0,648.0,0.934,18342.0,0.941,6878.0,5937.0,929.0,164.0,0.05
ER,15,homogeneous,0.05,kcore,7.0,12.0,1.0,1.0,655.0,0.94,19297.0,0.942,7078.0,6136.0,935.0,116.0,0.05
ER,15,homogeneous,0.05,collective_influence,6.0,11.0,1.0,1.0,658.0,0.94,18404.0,0.942,6799.0,5857.0,935.0,130.0,0.05
ER,15,homogeneous,0.05,community_bridge,7.0,12.0,1.0,1.0,645.0,0.933,18706.0,0.942,6949.0,6007.0,928.0,139.0,0.05
ER,15,moderate,0.05,random,7.0,12.0,1.0,1.0,653.0,0.939,19180.0,0.941,7405.0,6464.0,934.0,207.0,0.05
ER,15,moderate,0.05,degree,8.0,13.0,1.0,1.0,660.0,0.938,19464.0,0.941,7221.0,6280.0,933.0,207.0,0.05
ER,15,moderate,0.05,betweenness,6.0,12.0,1.0,1.0,609.0,0.936,18793.0,0.941,7673.0,6732.0,931.0,159.0,0.05
