topology,lambda_max_mean,lambda_max_std,lambda_c_mean,lambda_c_std,ratio_beta0.15_mean,ratio_beta0.15_std,ratio_beta0.02_mean,ratio_beta0.02_std
BA,13.90475385172552,0.6155498995031898,0.07204842232779715,0.0031076366835672943,41.71426155517655,1.84664969850957,5.561901540690206,0.2462199598012759
ER,7.159666402649998,0.11950150166603855,0.13970839866403462,0.0023391861562698014,21.47899920794999,0.3585045049981156,2.863866561059999,0.04780060066641542
WS,6.152662808727209,0.00925169002534796,0.16253160277986584,0.0002443558880373499,18.457988426181625,0.027755070076044403,2.461065123490884,0.0037006760101392228
